"Bydele Navn","Roder","År","Måned","Antal borgere"
"Nørrebro","0129","2015","December","4"
"Nørrebro","0129","2016","Januar","6"
"Nørrebro","0129","2016","Februar","6"
"Nørrebro","0129","2016","Marts","7"
"Nørrebro","0130","2015","Januar","14"
"Nørrebro","0130","2015","Februar","14"
"Nørrebro","0130","2015","Marts","12"
"Nørrebro","0130","2015","April","15"
"Nørrebro","0130","2015","Maj","16"
"Nørrebro","0130","2015","Juni","15"
"Nørrebro","0130","2015","Juli","14"
"Nørrebro","0130","2015","August","12"
"Nørrebro","0130","2015","September","13"
"Nørrebro","0130","2015","Oktober","12"
"Nørrebro","0130","2015","November","13"
"Nørrebro","0130","2015","December","10"
"Nørrebro","0130","2016","Januar","11"
"Nørrebro","0130","2016","Februar","12"
"Nørrebro","0130","2016","Marts","13"
"Nørrebro","0131","2015","Januar","24"
"Nørrebro","0131","2015","Februar","26"
"Nørrebro","0131","2015","Marts","23"
"Nørrebro","0131","2015","April","23"
"Nørrebro","0131","2015","Maj","23"
"Nørrebro","0131","2015","Juni","21"
"Nørrebro","0131","2015","Juli","17"
"Nørrebro","0131","2015","August","19"
"Nørrebro","0131","2015","September","17"
"Nørrebro","0131","2015","Oktober","19"
"Nørrebro","0131","2015","November","21"
"Nørrebro","0131","2015","December","17"
"Nørrebro","0131","2016","Januar","15"
"Nørrebro","0131","2016","Februar","13"
"Nørrebro","0131","2016","Marts","14"
"Nørrebro","0132","2015","Maj","3"
"Nørrebro","0132","2015","Juni","4"
"Nørrebro","0132","2015","Juli","3"
"Nørrebro","0132","2015","August","3"
"Nørrebro","0132","2015","September","3"
"Nørrebro","0132","2015","Oktober","3"
"Nørrebro","0132","2015","November","3"
"Nørrebro","0132","2016","Januar","3"
"Nørrebro","0132","2016","Februar","3"
"Nørrebro","0133","2015","Januar","10"
"Nørrebro","0133","2015","Februar","13"
"Nørrebro","0133","2015","Marts","13"
"Nørrebro","0133","2015","April","12"
"Nørrebro","0133","2015","Maj","13"
"Nørrebro","0133","2015","Juni","11"
"Nørrebro","0133","2015","Juli","13"
"Nørrebro","0133","2015","August","15"
"Nørrebro","0133","2015","September","16"
"Nørrebro","0133","2015","Oktober","16"
"Nørrebro","0133","2015","November","15"
"Nørrebro","0133","2015","December","15"
"Nørrebro","0133","2016","Januar","15"
"Nørrebro","0133","2016","Februar","13"
"Nørrebro","0133","2016","Marts","11"
"Nørrebro","0134","2015","Januar","5"
"Nørrebro","0134","2015","Februar","8"
"Nørrebro","0134","2015","Marts","9"
"Nørrebro","0134","2015","April","9"
"Nørrebro","0134","2015","Maj","9"
"Nørrebro","0134","2015","Juni","9"
"Nørrebro","0134","2015","Juli","9"
"Nørrebro","0134","2015","August","11"
"Nørrebro","0134","2015","September","11"
"Nørrebro","0134","2015","Oktober","9"
"Nørrebro","0134","2015","November","8"
"Nørrebro","0134","2015","December","8"
"Nørrebro","0134","2016","Januar","8"
"Nørrebro","0134","2016","Februar","7"
"Nørrebro","0134","2016","Marts","7"
"Nørrebro","0135","2015","Januar","12"
"Nørrebro","0135","2015","Februar","11"
"Nørrebro","0135","2015","Marts","10"
"Nørrebro","0135","2015","April","10"
"Nørrebro","0135","2015","Maj","9"
"Nørrebro","0135","2015","Juni","9"
"Nørrebro","0135","2015","Juli","7"
"Nørrebro","0135","2015","August","7"
"Nørrebro","0135","2015","September","8"
"Nørrebro","0135","2015","Oktober","6"
"Nørrebro","0135","2015","November","6"
"Nørrebro","0135","2015","December","7"
"Nørrebro","0135","2016","Januar","6"
"Nørrebro","0135","2016","Februar","7"
"Nørrebro","0135","2016","Marts","9"
"Nørrebro","0136","2015","Januar","4"
"Nørrebro","0136","2015","Februar","4"
"Nørrebro","0136","2015","Marts","4"
"Nørrebro","0136","2015","April","5"
"Nørrebro","0136","2015","Maj","7"
"Nørrebro","0136","2015","Juni","7"
"Nørrebro","0136","2015","Juli","5"
"Nørrebro","0136","2015","August","4"
"Nørrebro","0136","2015","September","5"
"Nørrebro","0136","2015","Oktober","4"
"Nørrebro","0136","2015","November","4"
"Nørrebro","0136","2015","December","3"
"Nørrebro","0136","2016","Januar","4"
"Nørrebro","0136","2016","Februar","4"
"Nørrebro","0136","2016","Marts","4"
"Nørrebro","0137","2015","Januar","15"
"Nørrebro","0137","2015","Februar","15"
"Nørrebro","0137","2015","Marts","15"
"Nørrebro","0137","2015","April","15"
"Nørrebro","0137","2015","Maj","16"
"Nørrebro","0137","2015","Juni","16"
"Nørrebro","0137","2015","Juli","16"
"Nørrebro","0137","2015","August","19"
"Nørrebro","0137","2015","September","20"
"Nørrebro","0137","2015","Oktober","20"
"Nørrebro","0137","2015","November","21"
"Nørrebro","0137","2015","December","21"
"Nørrebro","0137","2016","Januar","24"
"Nørrebro","0137","2016","Februar","20"
"Nørrebro","0137","2016","Marts","21"
"Nørrebro","0138","2015","Januar","13"
"Nørrebro","0138","2015","Februar","12"
"Nørrebro","0138","2015","Marts","13"
"Nørrebro","0138","2015","April","16"
"Nørrebro","0138","2015","Maj","15"
"Nørrebro","0138","2015","Juni","15"
"Nørrebro","0138","2015","Juli","15"
"Nørrebro","0138","2015","August","12"
"Nørrebro","0138","2015","September","10"
"Nørrebro","0138","2015","Oktober","10"
"Nørrebro","0138","2015","November","12"
"Nørrebro","0138","2015","December","10"
"Nørrebro","0138","2016","Januar","12"
"Nørrebro","0138","2016","Februar","12"
"Nørrebro","0138","2016","Marts","12"
"Nørrebro","0139","2015","Januar","17"
"Nørrebro","0139","2015","Februar","21"
"Nørrebro","0139","2015","Marts","21"
"Nørrebro","0139","2015","April","22"
"Nørrebro","0139","2015","Maj","22"
"Nørrebro","0139","2015","Juni","20"
"Nørrebro","0139","2015","Juli","17"
"Nørrebro","0139","2015","August","15"
"Nørrebro","0139","2015","September","12"
"Nørrebro","0139","2015","Oktober","13"
"Nørrebro","0139","2015","November","16"
"Nørrebro","0139","2015","December","16"
"Nørrebro","0139","2016","Januar","17"
"Nørrebro","0139","2016","Februar","16"
"Nørrebro","0139","2016","Marts","17"
"Nørrebro","0140","2015","Januar","4"
"Nørrebro","0140","2015","Februar","6"
"Nørrebro","0140","2015","Marts","7"
"Nørrebro","0140","2015","April","7"
"Nørrebro","0140","2015","Maj","7"
"Nørrebro","0140","2015","Juni","6"
"Nørrebro","0140","2015","Juli","4"
"Nørrebro","0140","2015","August","3"
"Nørrebro","0140","2015","September","4"
"Nørrebro","0140","2015","Oktober","4"
"Nørrebro","0140","2015","November","5"
"Nørrebro","0140","2015","December","7"
"Nørrebro","0140","2016","Januar","7"
"Nørrebro","0140","2016","Februar","8"
"Nørrebro","0140","2016","Marts","8"
"Nørrebro","0141","2015","Januar","5"
"Nørrebro","0141","2015","Februar","5"
"Nørrebro","0141","2015","Marts","6"
"Nørrebro","0141","2015","April","6"
"Nørrebro","0141","2015","Maj","5"
"Nørrebro","0141","2015","Juni","4"
"Nørrebro","0141","2015","Juli","3"
"Nørrebro","0141","2015","August","3"
"Nørrebro","0141","2015","September","3"
"Nørrebro","0141","2016","Marts","3"
"Nørrebro","0142","2015","Januar","14"
"Nørrebro","0142","2015","Februar","14"
"Nørrebro","0142","2015","Marts","14"
"Nørrebro","0142","2015","April","16"
"Nørrebro","0142","2015","Maj","18"
"Nørrebro","0142","2015","Juni","17"
"Nørrebro","0142","2015","Juli","13"
"Nørrebro","0142","2015","August","12"
"Nørrebro","0142","2015","September","9"
"Nørrebro","0142","2015","Oktober","9"
"Nørrebro","0142","2015","November","11"
"Nørrebro","0142","2015","December","11"
"Nørrebro","0142","2016","Januar","10"
"Nørrebro","0142","2016","Februar","11"
"Nørrebro","0142","2016","Marts","9"
"Nørrebro","0143","2015","Januar","10"
"Nørrebro","0143","2015","Februar","10"
"Nørrebro","0143","2015","Marts","10"
"Nørrebro","0143","2015","April","9"
"Nørrebro","0143","2015","Maj","9"
"Nørrebro","0143","2015","Juni","9"
"Nørrebro","0143","2015","Juli","9"
"Nørrebro","0143","2015","August","6"
"Nørrebro","0143","2015","September","6"
"Nørrebro","0143","2015","Oktober","6"
"Nørrebro","0143","2015","November","8"
"Nørrebro","0143","2015","December","8"
"Nørrebro","0143","2016","Januar","8"
"Nørrebro","0143","2016","Februar","7"
"Nørrebro","0143","2016","Marts","6"
"Nørrebro","0144","2015","Januar","8"
"Nørrebro","0144","2015","Februar","8"
"Nørrebro","0144","2015","Marts","6"
"Nørrebro","0144","2015","April","8"
"Nørrebro","0144","2015","Maj","9"
"Nørrebro","0144","2015","Juni","9"
"Nørrebro","0144","2015","Juli","7"
"Nørrebro","0144","2015","August","6"
"Nørrebro","0144","2015","September","6"
"Nørrebro","0144","2015","Oktober","6"
"Nørrebro","0144","2015","November","8"
"Nørrebro","0144","2015","December","6"
"Nørrebro","0144","2016","Januar","6"
"Nørrebro","0144","2016","Februar","7"
"Nørrebro","0144","2016","Marts","5"
"Nørrebro","0145","2015","Januar","15"
"Nørrebro","0145","2015","Februar","12"
"Nørrebro","0145","2015","Marts","13"
"Nørrebro","0145","2015","April","13"
"Nørrebro","0145","2015","Maj","14"
"Nørrebro","0145","2015","Juni","17"
"Nørrebro","0145","2015","Juli","16"
"Nørrebro","0145","2015","August","23"
"Nørrebro","0145","2015","September","25"
"Nørrebro","0145","2015","Oktober","27"
"Nørrebro","0145","2015","November","25"
"Nørrebro","0145","2015","December","22"
"Nørrebro","0145","2016","Januar","21"
"Nørrebro","0145","2016","Februar","16"
"Nørrebro","0145","2016","Marts","17"
"Nørrebro","0146","2015","Januar","7"
"Nørrebro","0146","2015","Februar","9"
"Nørrebro","0146","2015","Marts","8"
"Nørrebro","0146","2015","April","7"
"Nørrebro","0146","2015","Maj","6"
"Nørrebro","0146","2015","Juni","6"
"Nørrebro","0146","2015","Juli","6"
"Nørrebro","0146","2015","August","7"
"Nørrebro","0146","2015","September","9"
"Nørrebro","0146","2015","Oktober","8"
"Nørrebro","0146","2015","November","10"
"Nørrebro","0146","2015","December","10"
"Nørrebro","0146","2016","Januar","11"
"Nørrebro","0146","2016","Februar","9"
"Nørrebro","0146","2016","Marts","9"
"Nørrebro","0147","2015","Januar","7"
"Nørrebro","0147","2015","Februar","6"
"Nørrebro","0147","2015","Marts","7"
"Nørrebro","0147","2015","April","6"
"Nørrebro","0147","2015","Maj","6"
"Nørrebro","0147","2015","Juni","6"
"Nørrebro","0147","2015","Juli","5"
"Nørrebro","0147","2015","August","4"
"Nørrebro","0147","2015","September","4"
"Nørrebro","0147","2015","Oktober","4"
"Nørrebro","0147","2015","November","5"
"Nørrebro","0147","2015","December","6"
"Nørrebro","0147","2016","Januar","7"
"Nørrebro","0147","2016","Februar","8"
"Nørrebro","0147","2016","Marts","7"
"Nørrebro","0148","2015","Januar","17"
"Nørrebro","0148","2015","Februar","17"
"Nørrebro","0148","2015","Marts","18"
"Nørrebro","0148","2015","April","19"
"Nørrebro","0148","2015","Maj","21"
"Nørrebro","0148","2015","Juni","21"
"Nørrebro","0148","2015","Juli","19"
"Nørrebro","0148","2015","August","19"
"Nørrebro","0148","2015","September","17"
"Nørrebro","0148","2015","Oktober","18"
"Nørrebro","0148","2015","November","20"
"Nørrebro","0148","2015","December","19"
"Nørrebro","0148","2016","Januar","19"
"Nørrebro","0148","2016","Februar","14"
"Nørrebro","0148","2016","Marts","13"
"Nørrebro","0149","2015","Januar","13"
"Nørrebro","0149","2015","Februar","13"
"Nørrebro","0149","2015","Marts","15"
"Nørrebro","0149","2015","April","14"
"Nørrebro","0149","2015","Maj","17"
"Nørrebro","0149","2015","Juni","17"
"Nørrebro","0149","2015","Juli","15"
"Nørrebro","0149","2015","August","14"
"Nørrebro","0149","2015","September","14"
"Nørrebro","0149","2015","Oktober","15"
"Nørrebro","0149","2015","November","15"
"Nørrebro","0149","2015","December","17"
"Nørrebro","0149","2016","Januar","13"
"Nørrebro","0149","2016","Februar","13"
"Nørrebro","0149","2016","Marts","15"
"Nørrebro","0150","2015","Januar","14"
"Nørrebro","0150","2015","Februar","12"
"Nørrebro","0150","2015","Marts","11"
"Nørrebro","0150","2015","April","12"
"Nørrebro","0150","2015","Maj","13"
"Nørrebro","0150","2015","Juni","14"
"Nørrebro","0150","2015","Juli","17"
"Nørrebro","0150","2015","August","16"
"Nørrebro","0150","2015","September","18"
"Nørrebro","0150","2015","Oktober","19"
"Nørrebro","0150","2015","November","20"
"Nørrebro","0150","2015","December","20"
"Nørrebro","0150","2016","Januar","18"
"Nørrebro","0150","2016","Februar","14"
"Nørrebro","0150","2016","Marts","15"
"Nørrebro","0151","2015","Januar","8"
"Nørrebro","0151","2015","Februar","10"
"Nørrebro","0151","2015","Marts","8"
"Nørrebro","0151","2015","April","11"
"Nørrebro","0151","2015","Maj","11"
"Nørrebro","0151","2015","Juni","11"
"Nørrebro","0151","2015","Juli","12"
"Nørrebro","0151","2015","August","13"
"Nørrebro","0151","2015","September","11"
"Nørrebro","0151","2015","Oktober","11"
"Nørrebro","0151","2015","November","9"
"Nørrebro","0151","2015","December","7"
"Nørrebro","0151","2016","Januar","6"
"Nørrebro","0151","2016","Februar","5"
"Nørrebro","0151","2016","Marts","9"
"Nørrebro","0152","2015","Januar","9"
"Nørrebro","0152","2015","Februar","10"
"Nørrebro","0152","2015","Marts","11"
"Nørrebro","0152","2015","April","10"
"Nørrebro","0152","2015","Maj","13"
"Nørrebro","0152","2015","Juni","13"
"Nørrebro","0152","2015","Juli","12"
"Nørrebro","0152","2015","August","11"
"Nørrebro","0152","2015","September","11"
"Nørrebro","0152","2015","Oktober","14"
"Nørrebro","0152","2015","November","14"
"Nørrebro","0152","2015","December","11"
"Nørrebro","0152","2016","Januar","13"
"Nørrebro","0152","2016","Februar","14"
"Nørrebro","0152","2016","Marts","12"
"Nørrebro","0153","2015","Januar","15"
"Nørrebro","0153","2015","Februar","11"
"Nørrebro","0153","2015","Marts","11"
"Nørrebro","0153","2015","April","11"
"Nørrebro","0153","2015","Maj","14"
"Nørrebro","0153","2015","Juni","17"
"Nørrebro","0153","2015","Juli","14"
"Nørrebro","0153","2015","August","15"
"Nørrebro","0153","2015","September","14"
"Nørrebro","0153","2015","Oktober","12"
"Nørrebro","0153","2015","November","13"
"Nørrebro","0153","2015","December","11"
"Nørrebro","0153","2016","Januar","10"
"Nørrebro","0153","2016","Februar","10"
"Nørrebro","0153","2016","Marts","9"
"Nørrebro","0154","2015","Januar","8"
"Nørrebro","0154","2015","Februar","6"
"Nørrebro","0154","2015","Marts","7"
"Nørrebro","0154","2015","April","6"
"Nørrebro","0154","2015","Maj","7"
"Nørrebro","0154","2015","Juni","5"
"Nørrebro","0154","2015","Juli","5"
"Nørrebro","0154","2015","August","4"
"Nørrebro","0154","2015","September","4"
"Nørrebro","0154","2015","Oktober","4"
"Nørrebro","0154","2015","November","5"
"Nørrebro","0154","2015","December","5"
"Nørrebro","0154","2016","Januar","5"
"Nørrebro","0154","2016","Februar","5"
"Nørrebro","0154","2016","Marts","5"
"Nørrebro","0155","2015","Januar","10"
"Nørrebro","0155","2015","Februar","12"
"Nørrebro","0155","2015","Marts","10"
"Nørrebro","0155","2015","April","9"
"Nørrebro","0155","2015","Maj","12"
"Nørrebro","0155","2015","Juni","12"
"Nørrebro","0155","2015","Juli","11"
"Nørrebro","0155","2015","August","11"
"Nørrebro","0155","2015","September","8"
"Nørrebro","0155","2015","Oktober","9"
"Nørrebro","0155","2015","November","10"
"Nørrebro","0155","2015","December","11"
"Nørrebro","0155","2016","Januar","8"
"Nørrebro","0155","2016","Februar","9"
"Nørrebro","0155","2016","Marts","10"
"Nørrebro","0156","2015","Januar","21"
"Nørrebro","0156","2015","Februar","24"
"Nørrebro","0156","2015","Marts","24"
"Nørrebro","0156","2015","April","21"
"Nørrebro","0156","2015","Maj","20"
"Nørrebro","0156","2015","Juni","22"
"Nørrebro","0156","2015","Juli","25"
"Nørrebro","0156","2015","August","24"
"Nørrebro","0156","2015","September","24"
"Nørrebro","0156","2015","Oktober","23"
"Nørrebro","0156","2015","November","20"
"Nørrebro","0156","2015","December","21"
"Nørrebro","0156","2016","Januar","22"
"Nørrebro","0156","2016","Februar","22"
"Nørrebro","0156","2016","Marts","22"
"Nørrebro","0157","2015","Januar","27"
"Nørrebro","0157","2015","Februar","27"
"Nørrebro","0157","2015","Marts","24"
"Nørrebro","0157","2015","April","22"
"Nørrebro","0157","2015","Maj","24"
"Nørrebro","0157","2015","Juni","24"
"Nørrebro","0157","2015","Juli","19"
"Nørrebro","0157","2015","August","17"
"Nørrebro","0157","2015","September","18"
"Nørrebro","0157","2015","Oktober","17"
"Nørrebro","0157","2015","November","16"
"Nørrebro","0157","2015","December","17"
"Nørrebro","0157","2016","Januar","18"
"Nørrebro","0157","2016","Februar","17"
"Nørrebro","0157","2016","Marts","15"
"Nørrebro","0158","2015","Januar","38"
"Nørrebro","0158","2015","Februar","35"
"Nørrebro","0158","2015","Marts","33"
"Nørrebro","0158","2015","April","32"
"Nørrebro","0158","2015","Maj","35"
"Nørrebro","0158","2015","Juni","38"
"Nørrebro","0158","2015","Juli","34"
"Nørrebro","0158","2015","August","29"
"Nørrebro","0158","2015","September","34"
"Nørrebro","0158","2015","Oktober","32"
"Nørrebro","0158","2015","November","31"
"Nørrebro","0158","2015","December","30"
"Nørrebro","0158","2016","Januar","30"
"Nørrebro","0158","2016","Februar","29"
"Nørrebro","0158","2016","Marts","27"
"Nørrebro","0159","2015","Januar","27"
"Nørrebro","0159","2015","Februar","24"
"Nørrebro","0159","2015","Marts","27"
"Nørrebro","0159","2015","April","26"
"Nørrebro","0159","2015","Maj","31"
"Nørrebro","0159","2015","Juni","32"
"Nørrebro","0159","2015","Juli","34"
"Nørrebro","0159","2015","August","30"
"Nørrebro","0159","2015","September","28"
"Nørrebro","0159","2015","Oktober","29"
"Nørrebro","0159","2015","November","25"
"Nørrebro","0159","2015","December","25"
"Nørrebro","0159","2016","Januar","29"
"Nørrebro","0159","2016","Februar","30"
"Nørrebro","0159","2016","Marts","33"
"Nørrebro","0160","2015","Januar","3"
"Nørrebro","0160","2015","Februar","3"
"Nørrebro","0163","2015","Januar","10"
"Nørrebro","0163","2015","Februar","8"
"Nørrebro","0163","2015","Marts","8"
"Nørrebro","0163","2015","April","9"
"Nørrebro","0163","2015","Maj","11"
"Nørrebro","0163","2015","Juni","10"
"Nørrebro","0163","2015","Juli","9"
"Nørrebro","0163","2015","August","12"
"Nørrebro","0163","2015","September","11"
"Nørrebro","0163","2015","Oktober","11"
"Nørrebro","0163","2015","November","12"
"Nørrebro","0163","2015","December","11"
"Nørrebro","0163","2016","Januar","12"
"Nørrebro","0163","2016","Februar","13"
"Nørrebro","0163","2016","Marts","12"
"Nørrebro","0164","2015","Januar","54"
"Nørrebro","0164","2015","Februar","53"
"Nørrebro","0164","2015","Marts","50"
"Nørrebro","0164","2015","April","54"
"Nørrebro","0164","2015","Maj","57"
"Nørrebro","0164","2015","Juni","59"
"Nørrebro","0164","2015","Juli","55"
"Nørrebro","0164","2015","August","55"
"Nørrebro","0164","2015","September","59"
"Nørrebro","0164","2015","Oktober","57"
"Nørrebro","0164","2015","November","53"
"Nørrebro","0164","2015","December","48"
"Nørrebro","0164","2016","Januar","55"
"Nørrebro","0164","2016","Februar","59"
"Nørrebro","0164","2016","Marts","57"
"Nørrebro","0401","2015","Januar","28"
"Nørrebro","0401","2015","Februar","25"
"Nørrebro","0401","2015","Marts","30"
"Nørrebro","0401","2015","April","28"
"Nørrebro","0401","2015","Maj","31"
"Nørrebro","0401","2015","Juni","33"
"Nørrebro","0401","2015","Juli","31"
"Nørrebro","0401","2015","August","31"
"Nørrebro","0401","2015","September","34"
"Nørrebro","0401","2015","Oktober","35"
"Nørrebro","0401","2015","November","32"
"Nørrebro","0401","2015","December","29"
"Nørrebro","0401","2016","Januar","33"
"Nørrebro","0401","2016","Februar","30"
"Nørrebro","0401","2016","Marts","33"
"Nørrebro","0402","2015","Januar","8"
"Nørrebro","0402","2015","Februar","8"
"Nørrebro","0402","2015","Marts","10"
"Nørrebro","0402","2015","April","11"
"Nørrebro","0402","2015","Maj","10"
"Nørrebro","0402","2015","Juni","10"
"Nørrebro","0402","2015","Juli","9"
"Nørrebro","0402","2015","August","9"
"Nørrebro","0402","2015","September","9"
"Nørrebro","0402","2015","Oktober","10"
"Nørrebro","0402","2015","November","9"
"Nørrebro","0402","2015","December","9"
"Nørrebro","0402","2016","Januar","8"
"Nørrebro","0402","2016","Februar","8"
"Nørrebro","0402","2016","Marts","8"
"Valby","0204","2015","Januar","23"
"Valby","0204","2015","Februar","24"
"Valby","0204","2015","Marts","23"
"Valby","0204","2015","April","29"
"Valby","0204","2015","Maj","27"
"Valby","0204","2015","Juni","24"
"Valby","0204","2015","Juli","25"
"Valby","0204","2015","August","25"
"Valby","0204","2015","September","22"
"Valby","0204","2015","Oktober","21"
"Valby","0204","2015","November","20"
"Valby","0204","2015","December","17"
"Valby","0204","2016","Januar","17"
"Valby","0204","2016","Februar","21"
"Valby","0204","2016","Marts","20"
"Valby","0207","2015","Januar","40"
"Valby","0207","2015","Februar","44"
"Valby","0207","2015","Marts","44"
"Valby","0207","2015","April","44"
"Valby","0207","2015","Maj","44"
"Valby","0207","2015","Juni","42"
"Valby","0207","2015","Juli","37"
"Valby","0207","2015","August","38"
"Valby","0207","2015","September","40"
"Valby","0207","2015","Oktober","46"
"Valby","0207","2015","November","45"
"Valby","0207","2015","December","42"
"Valby","0207","2016","Januar","41"
"Valby","0207","2016","Februar","40"
"Valby","0207","2016","Marts","46"
"Valby","0208","2015","Januar","10"
"Valby","0208","2015","Februar","10"
"Valby","0208","2015","Marts","6"
"Valby","0208","2015","April","7"
"Valby","0208","2015","Maj","8"
"Valby","0208","2015","Juni","10"
"Valby","0208","2015","Juli","10"
"Valby","0208","2015","August","9"
"Valby","0208","2015","September","7"
"Valby","0208","2015","Oktober","8"
"Valby","0208","2015","November","8"
"Valby","0208","2015","December","7"
"Valby","0208","2016","Januar","6"
"Valby","0208","2016","Februar","6"
"Valby","0208","2016","Marts","6"
"Valby","0209","2015","Januar","12"
"Valby","0209","2015","Februar","11"
"Valby","0209","2015","Marts","9"
"Valby","0209","2015","April","11"
"Valby","0209","2015","Maj","11"
"Valby","0209","2015","Juni","10"
"Valby","0209","2015","Juli","10"
"Valby","0209","2015","August","9"
"Valby","0209","2015","September","7"
"Valby","0209","2015","Oktober","5"
"Valby","0209","2015","November","4"
"Valby","0209","2015","December","4"
"Valby","0209","2016","Januar","4"
"Valby","0209","2016","Februar","4"
"Valby","0209","2016","Marts","5"
"Valby","0211","2015","Januar","12"
"Valby","0211","2015","Februar","12"
"Valby","0211","2015","Marts","12"
"Valby","0211","2015","April","11"
"Valby","0211","2015","Maj","11"
"Valby","0211","2015","Juni","13"
"Valby","0211","2015","Juli","12"
"Valby","0211","2015","August","11"
"Valby","0211","2015","September","9"
"Valby","0211","2015","Oktober","9"
"Valby","0211","2015","November","9"
"Valby","0211","2015","December","7"
"Valby","0211","2016","Januar","6"
"Valby","0211","2016","Februar","7"
"Valby","0211","2016","Marts","8"
"Valby","0212","2015","Januar","3"
"Valby","0212","2015","Maj","3"
"Valby","0212","2015","Juni","3"
"Valby","0212","2015","Juli","3"
"Valby","0212","2015","August","3"
"Valby","0212","2015","September","3"
"Valby","0212","2015","Oktober","3"
"Valby","0212","2015","November","3"
"Valby","0212","2015","December","3"
"Valby","0212","2016","Januar","3"
"Valby","0213","2015","Januar","6"
"Valby","0213","2015","Februar","6"
"Valby","0213","2015","Marts","4"
"Valby","0213","2015","April","7"
"Valby","0213","2015","Maj","7"
"Valby","0213","2015","Juni","7"
"Valby","0213","2015","Juli","6"
"Valby","0213","2015","August","5"
"Valby","0213","2015","September","4"
"Valby","0213","2015","Oktober","5"
"Valby","0213","2015","November","5"
"Valby","0213","2015","December","6"
"Valby","0213","2016","Januar","8"
"Valby","0213","2016","Februar","7"
"Valby","0213","2016","Marts","8"
"Valby","0214","2015","Januar","7"
"Valby","0214","2015","Februar","9"
"Valby","0214","2015","Marts","8"
"Valby","0214","2015","April","8"
"Valby","0214","2015","Maj","7"
"Valby","0214","2015","Juni","8"
"Valby","0214","2015","Juli","7"
"Valby","0214","2015","August","7"
"Valby","0214","2015","September","7"
"Valby","0214","2015","Oktober","5"
"Valby","0214","2015","November","8"
"Valby","0214","2015","December","8"
"Valby","0214","2016","Januar","6"
"Valby","0214","2016","Februar","6"
"Valby","0214","2016","Marts","4"
"Valby","0215","2015","Januar","26"
"Valby","0215","2015","Februar","24"
"Valby","0215","2015","Marts","26"
"Valby","0215","2015","April","25"
"Valby","0215","2015","Maj","26"
"Valby","0215","2015","Juni","25"
"Valby","0215","2015","Juli","23"
"Valby","0215","2015","August","24"
"Valby","0215","2015","September","19"
"Valby","0215","2015","Oktober","17"
"Valby","0215","2015","November","15"
"Valby","0215","2015","December","16"
"Valby","0215","2016","Januar","15"
"Valby","0215","2016","Februar","19"
"Valby","0215","2016","Marts","20"
"Valby","0216","2015","Januar","6"
"Valby","0216","2015","Februar","6"
"Valby","0216","2015","Marts","5"
"Valby","0216","2015","April","5"
"Valby","0216","2015","Maj","6"
"Valby","0216","2015","Juni","5"
"Valby","0216","2015","Oktober","3"
"Valby","0216","2015","November","4"
"Valby","0216","2015","December","4"
"Valby","0216","2016","Januar","5"
"Valby","0216","2016","Februar","7"
"Valby","0216","2016","Marts","8"
"Valby","0217","2015","Januar","4"
"Valby","0217","2015","Februar","4"
"Valby","0217","2015","Marts","5"
"Valby","0217","2015","April","5"
"Valby","0217","2015","Maj","4"
"Valby","0217","2015","Juni","5"
"Valby","0217","2015","Juli","9"
"Valby","0217","2015","August","9"
"Valby","0217","2015","September","8"
"Valby","0217","2015","Oktober","7"
"Valby","0217","2015","November","7"
"Valby","0217","2015","December","8"
"Valby","0217","2016","Januar","8"
"Valby","0217","2016","Februar","6"
"Valby","0217","2016","Marts","5"
"Valby","0218","2015","Januar","4"
"Valby","0218","2015","Februar","4"
"Valby","0218","2015","Marts","5"
"Valby","0218","2015","April","5"
"Valby","0218","2015","Maj","5"
"Valby","0218","2015","Juni","5"
"Valby","0218","2015","Juli","7"
"Valby","0218","2015","August","6"
"Valby","0218","2015","September","6"
"Valby","0218","2015","Oktober","5"
"Valby","0218","2015","November","7"
"Valby","0218","2015","December","7"
"Valby","0218","2016","Januar","7"
"Valby","0218","2016","Februar","10"
"Valby","0218","2016","Marts","9"
"Valby","0219","2015","Januar","11"
"Valby","0219","2015","Februar","11"
"Valby","0219","2015","Marts","11"
"Valby","0219","2015","April","13"
"Valby","0219","2015","Maj","14"
"Valby","0219","2015","Juni","12"
"Valby","0219","2015","Juli","8"
"Valby","0219","2015","August","7"
"Valby","0219","2015","September","8"
"Valby","0219","2015","Oktober","8"
"Valby","0219","2015","November","8"
"Valby","0219","2015","December","8"
"Valby","0219","2016","Januar","9"
"Valby","0219","2016","Februar","8"
"Valby","0219","2016","Marts","7"
"Valby","0220","2015","Januar","3"
"Valby","0220","2015","Februar","4"
"Valby","0220","2015","Marts","4"
"Valby","0220","2015","April","5"
"Valby","0220","2015","Maj","5"
"Valby","0220","2015","Juni","6"
"Valby","0220","2015","Juli","3"
"Valby","0221","2015","Januar","39"
"Valby","0221","2015","Februar","34"
"Valby","0221","2015","Marts","30"
"Valby","0221","2015","April","31"
"Valby","0221","2015","Maj","30"
"Valby","0221","2015","Juni","29"
"Valby","0221","2015","Juli","30"
"Valby","0221","2015","August","30"
"Valby","0221","2015","September","30"
"Valby","0221","2015","Oktober","33"
"Valby","0221","2015","November","35"
"Valby","0221","2015","December","33"
"Valby","0221","2016","Januar","32"
"Valby","0221","2016","Februar","29"
"Valby","0221","2016","Marts","29"
"Valby","0222","2015","Januar","3"
