"Bydele Navn","Roder","År","Måned","Antal borgere"
"Bispebjerg","0304","2015","Februar","26"
"Bispebjerg","0304","2015","Marts","28"
"Bispebjerg","0304","2015","April","30"
"Bispebjerg","0304","2015","Maj","29"
"Bispebjerg","0304","2015","Juni","32"
"Bispebjerg","0304","2015","Juli","32"
"Bispebjerg","0304","2015","August","40"
"Bispebjerg","0304","2015","September","36"
"Bispebjerg","0304","2015","Oktober","35"
"Bispebjerg","0304","2015","November","36"
"Bispebjerg","0304","2015","December","34"
"Bispebjerg","0304","2016","Januar","28"
"Bispebjerg","0304","2016","Februar","24"
"Bispebjerg","0304","2016","Marts","24"
"Bispebjerg","0305","2015","Januar","12"
"Bispebjerg","0305","2015","Februar","13"
"Bispebjerg","0305","2015","Marts","14"
"Bispebjerg","0305","2015","April","14"
"Bispebjerg","0305","2015","Maj","14"
"Bispebjerg","0305","2015","Juni","12"
"Bispebjerg","0305","2015","Juli","13"
"Bispebjerg","0305","2015","August","11"
"Bispebjerg","0305","2015","September","10"
"Bispebjerg","0305","2015","Oktober","14"
"Bispebjerg","0305","2015","November","13"
"Bispebjerg","0305","2015","December","13"
"Bispebjerg","0305","2016","Januar","13"
"Bispebjerg","0305","2016","Februar","14"
"Bispebjerg","0305","2016","Marts","13"
"Bispebjerg","0307","2015","Januar","20"
"Bispebjerg","0307","2015","Februar","21"
"Bispebjerg","0307","2015","Marts","22"
"Bispebjerg","0307","2015","April","22"
"Bispebjerg","0307","2015","Maj","22"
"Bispebjerg","0307","2015","Juni","20"
"Bispebjerg","0307","2015","Juli","19"
"Bispebjerg","0307","2015","August","20"
"Bispebjerg","0307","2015","September","17"
"Bispebjerg","0307","2015","Oktober","18"
"Bispebjerg","0307","2015","November","18"
"Bispebjerg","0307","2015","December","18"
"Bispebjerg","0307","2016","Januar","15"
"Bispebjerg","0307","2016","Februar","13"
"Bispebjerg","0307","2016","Marts","14"
"Bispebjerg","0308","2015","Januar","15"
"Bispebjerg","0308","2015","Februar","18"
"Bispebjerg","0308","2015","Marts","17"
"Bispebjerg","0308","2015","April","14"
"Bispebjerg","0308","2015","Maj","15"
"Bispebjerg","0308","2015","Juni","17"
"Bispebjerg","0308","2015","Juli","15"
"Bispebjerg","0308","2015","August","11"
"Bispebjerg","0308","2015","September","13"
"Bispebjerg","0308","2015","Oktober","15"
"Bispebjerg","0308","2015","November","18"
"Bispebjerg","0308","2015","December","19"
"Bispebjerg","0308","2016","Januar","22"
"Bispebjerg","0308","2016","Februar","23"
"Bispebjerg","0308","2016","Marts","21"
"Bispebjerg","0309","2015","Januar","10"
"Bispebjerg","0309","2015","Februar","9"
"Bispebjerg","0309","2015","Marts","12"
"Bispebjerg","0309","2015","April","11"
"Bispebjerg","0309","2015","Maj","15"
"Bispebjerg","0309","2015","Juni","14"
"Bispebjerg","0309","2015","Juli","16"
"Bispebjerg","0309","2015","August","15"
"Bispebjerg","0309","2015","September","17"
"Bispebjerg","0309","2015","Oktober","17"
"Bispebjerg","0309","2015","November","17"
"Bispebjerg","0309","2015","December","15"
"Bispebjerg","0309","2016","Januar","18"
"Bispebjerg","0309","2016","Februar","17"
"Bispebjerg","0309","2016","Marts","17"
"Bispebjerg","0310","2015","Januar","32"
"Bispebjerg","0310","2015","Februar","31"
"Bispebjerg","0310","2015","Marts","29"
"Bispebjerg","0310","2015","April","29"
"Bispebjerg","0310","2015","Maj","35"
"Bispebjerg","0310","2015","Juni","35"
"Bispebjerg","0310","2015","Juli","33"
"Bispebjerg","0310","2015","August","34"
"Bispebjerg","0310","2015","September","32"
"Bispebjerg","0310","2015","Oktober","32"
"Bispebjerg","0310","2015","November","30"
"Bispebjerg","0310","2015","December","29"
"Bispebjerg","0310","2016","Januar","30"
"Bispebjerg","0310","2016","Februar","27"
"Bispebjerg","0310","2016","Marts","24"
"Bispebjerg","0311","2015","Januar","37"
"Bispebjerg","0311","2015","Februar","38"
"Bispebjerg","0311","2015","Marts","35"
"Bispebjerg","0311","2015","April","34"
"Bispebjerg","0311","2015","Maj","34"
"Bispebjerg","0311","2015","Juni","34"
"Bispebjerg","0311","2015","Juli","34"
"Bispebjerg","0311","2015","August","31"
"Bispebjerg","0311","2015","September","27"
"Bispebjerg","0311","2015","Oktober","29"
"Bispebjerg","0311","2015","November","29"
"Bispebjerg","0311","2015","December","26"
"Bispebjerg","0311","2016","Januar","27"
"Bispebjerg","0311","2016","Februar","29"
"Bispebjerg","0311","2016","Marts","27"
"Bispebjerg","0312","2015","Januar","30"
"Bispebjerg","0312","2015","Februar","27"
"Bispebjerg","0312","2015","Marts","32"
"Bispebjerg","0312","2015","April","30"
"Bispebjerg","0312","2015","Maj","30"
"Bispebjerg","0312","2015","Juni","27"
"Bispebjerg","0312","2015","Juli","23"
"Bispebjerg","0312","2015","August","18"
"Bispebjerg","0312","2015","September","17"
"Bispebjerg","0312","2015","Oktober","20"
"Bispebjerg","0312","2015","November","20"
"Bispebjerg","0312","2015","December","17"
"Bispebjerg","0312","2016","Januar","19"
"Bispebjerg","0312","2016","Februar","25"
"Bispebjerg","0312","2016","Marts","26"
"Bispebjerg","0313","2015","Januar","13"
"Bispebjerg","0313","2015","Februar","13"
"Bispebjerg","0313","2015","Marts","11"
"Bispebjerg","0313","2015","April","8"
"Bispebjerg","0313","2015","Maj","8"
"Bispebjerg","0313","2015","Juni","12"
"Bispebjerg","0313","2015","Juli","11"
"Bispebjerg","0313","2015","August","11"
"Bispebjerg","0313","2015","September","11"
"Bispebjerg","0313","2015","Oktober","13"
"Bispebjerg","0313","2015","November","15"
"Bispebjerg","0313","2015","December","15"
"Bispebjerg","0313","2016","Januar","15"
"Bispebjerg","0313","2016","Februar","16"
"Bispebjerg","0313","2016","Marts","15"
"Bispebjerg","0314","2015","Januar","5"
"Bispebjerg","0314","2015","Februar","5"
"Bispebjerg","0314","2015","Marts","6"
"Bispebjerg","0314","2015","April","5"
"Bispebjerg","0314","2015","Maj","7"
"Bispebjerg","0314","2015","Juni","7"
"Bispebjerg","0314","2015","Juli","6"
"Bispebjerg","0314","2015","August","3"
"Bispebjerg","0314","2015","September","4"
"Bispebjerg","0314","2015","Oktober","4"
"Bispebjerg","0314","2015","November","4"
"Bispebjerg","0314","2015","December","3"
"Bispebjerg","0314","2016","Januar","3"
"Bispebjerg","0314","2016","Februar","3"
"Bispebjerg","0314","2016","Marts","4"
"Bispebjerg","0315","2015","Januar","21"
"Bispebjerg","0315","2015","Februar","22"
"Bispebjerg","0315","2015","Marts","25"
"Bispebjerg","0315","2015","April","23"
"Bispebjerg","0315","2015","Maj","23"
"Bispebjerg","0315","2015","Juni","22"
"Bispebjerg","0315","2015","Juli","19"
"Bispebjerg","0315","2015","August","16"
"Bispebjerg","0315","2015","September","16"
"Bispebjerg","0315","2015","Oktober","17"
"Bispebjerg","0315","2015","November","19"
"Bispebjerg","0315","2015","December","19"
"Bispebjerg","0315","2016","Januar","16"
"Bispebjerg","0315","2016","Februar","18"
"Bispebjerg","0315","2016","Marts","15"
"Bispebjerg","0316","2015","Januar","8"
"Bispebjerg","0316","2015","Februar","8"
"Bispebjerg","0316","2015","Marts","9"
"Bispebjerg","0316","2015","April","8"
"Bispebjerg","0316","2015","Maj","9"
"Bispebjerg","0316","2015","Juni","8"
"Bispebjerg","0316","2015","Juli","6"
"Bispebjerg","0316","2015","August","7"
"Bispebjerg","0316","2015","September","5"
"Bispebjerg","0316","2015","Oktober","9"
"Bispebjerg","0316","2015","November","10"
"Bispebjerg","0316","2015","December","10"
"Bispebjerg","0316","2016","Januar","10"
"Bispebjerg","0316","2016","Februar","9"
"Bispebjerg","0316","2016","Marts","11"
"Bispebjerg","0317","2015","Januar","11"
"Bispebjerg","0317","2015","Februar","10"
"Bispebjerg","0317","2015","Marts","10"
"Bispebjerg","0317","2015","April","12"
"Bispebjerg","0317","2015","Maj","12"
"Bispebjerg","0317","2015","Juni","11"
"Bispebjerg","0317","2015","Juli","8"
"Bispebjerg","0317","2015","August","5"
"Bispebjerg","0317","2015","September","7"
"Bispebjerg","0317","2015","Oktober","13"
"Bispebjerg","0317","2015","November","16"
"Bispebjerg","0317","2015","December","17"
"Bispebjerg","0317","2016","Januar","18"
"Bispebjerg","0317","2016","Februar","16"
"Bispebjerg","0317","2016","Marts","17"
"Bispebjerg","0318","2015","Januar","28"
"Bispebjerg","0318","2015","Februar","26"
"Bispebjerg","0318","2015","Marts","25"
"Bispebjerg","0318","2015","April","26"
"Bispebjerg","0318","2015","Maj","30"
"Bispebjerg","0318","2015","Juni","30"
"Bispebjerg","0318","2015","Juli","28"
"Bispebjerg","0318","2015","August","28"
"Bispebjerg","0318","2015","September","24"
"Bispebjerg","0318","2015","Oktober","23"
"Bispebjerg","0318","2015","November","25"
"Bispebjerg","0318","2015","December","26"
"Bispebjerg","0318","2016","Januar","23"
"Bispebjerg","0318","2016","Februar","26"
"Bispebjerg","0318","2016","Marts","26"
"Bispebjerg","0319","2015","Januar","16"
"Bispebjerg","0319","2015","Februar","15"
"Bispebjerg","0319","2015","Marts","17"
"Bispebjerg","0319","2015","April","11"
"Bispebjerg","0319","2015","Maj","14"
"Bispebjerg","0319","2015","Juni","14"
"Bispebjerg","0319","2015","Juli","13"
"Bispebjerg","0319","2015","August","11"
"Bispebjerg","0319","2015","September","10"
"Bispebjerg","0319","2015","Oktober","12"
"Bispebjerg","0319","2015","November","14"
"Bispebjerg","0319","2015","December","13"
"Bispebjerg","0319","2016","Januar","13"
"Bispebjerg","0319","2016","Februar","13"
"Bispebjerg","0319","2016","Marts","14"
"Bispebjerg","0320","2015","Januar","37"
"Bispebjerg","0320","2015","Februar","37"
"Bispebjerg","0320","2015","Marts","35"
"Bispebjerg","0320","2015","April","37"
"Bispebjerg","0320","2015","Maj","42"
"Bispebjerg","0320","2015","Juni","43"
"Bispebjerg","0320","2015","Juli","39"
"Bispebjerg","0320","2015","August","37"
"Bispebjerg","0320","2015","September","37"
"Bispebjerg","0320","2015","Oktober","35"
"Bispebjerg","0320","2015","November","36"
"Bispebjerg","0320","2015","December","37"
"Bispebjerg","0320","2016","Januar","37"
"Bispebjerg","0320","2016","Februar","35"
"Bispebjerg","0320","2016","Marts","32"
"Bispebjerg","0321","2015","Januar","4"
"Bispebjerg","0321","2015","Februar","3"
"Bispebjerg","0321","2015","Marts","4"
"Bispebjerg","0321","2015","April","4"
"Bispebjerg","0321","2015","Maj","4"
"Bispebjerg","0321","2015","Juni","3"
"Bispebjerg","0321","2015","Oktober","3"
"Bispebjerg","0321","2015","November","3"
"Bispebjerg","0321","2015","December","4"
"Bispebjerg","0321","2016","Januar","3"
"Bispebjerg","0321","2016","Februar","3"
"Bispebjerg","0321","2016","Marts","3"
"Bispebjerg","0322","2015","Januar","30"
"Bispebjerg","0322","2015","Februar","32"
"Bispebjerg","0322","2015","Marts","29"
"Bispebjerg","0322","2015","April","33"
"Bispebjerg","0322","2015","Maj","34"
"Bispebjerg","0322","2015","Juni","35"
"Bispebjerg","0322","2015","Juli","32"
"Bispebjerg","0322","2015","August","32"
"Bispebjerg","0322","2015","September","30"
"Bispebjerg","0322","2015","Oktober","31"
"Bispebjerg","0322","2015","November","28"
"Bispebjerg","0322","2015","December","23"
"Bispebjerg","0322","2016","Januar","25"
"Bispebjerg","0322","2016","Februar","25"
"Bispebjerg","0322","2016","Marts","23"
"Brønshøj-Husum","0252","2015","Januar","6"
"Brønshøj-Husum","0252","2015","Februar","7"
"Brønshøj-Husum","0252","2015","Marts","6"
"Brønshøj-Husum","0252","2015","April","6"
"Brønshøj-Husum","0252","2015","Maj","6"
"Brønshøj-Husum","0252","2015","Juni","6"
"Brønshøj-Husum","0252","2015","Juli","6"
"Brønshøj-Husum","0252","2015","August","8"
"Brønshøj-Husum","0252","2015","September","7"
"Brønshøj-Husum","0252","2015","Oktober","8"
"Brønshøj-Husum","0252","2015","November","8"
"Brønshøj-Husum","0252","2015","December","8"
"Brønshøj-Husum","0252","2016","Januar","7"
"Brønshøj-Husum","0252","2016","Februar","7"
"Brønshøj-Husum","0252","2016","Marts","7"
"Brønshøj-Husum","0253","2015","Januar","17"
"Brønshøj-Husum","0253","2015","Februar","17"
"Brønshøj-Husum","0253","2015","Marts","15"
"Brønshøj-Husum","0253","2015","April","14"
"Brønshøj-Husum","0253","2015","Maj","13"
"Brønshøj-Husum","0253","2015","Juni","12"
"Brønshøj-Husum","0253","2015","Juli","9"
"Brønshøj-Husum","0253","2015","August","8"
"Brønshøj-Husum","0253","2015","September","7"
"Brønshøj-Husum","0253","2015","Oktober","9"
"Brønshøj-Husum","0253","2015","November","10"
"Brønshøj-Husum","0253","2015","December","15"
"Brønshøj-Husum","0253","2016","Januar","13"
"Brønshøj-Husum","0253","2016","Februar","13"
"Brønshøj-Husum","0253","2016","Marts","10"
"Brønshøj-Husum","0254","2015","Januar","18"
"Brønshøj-Husum","0254","2015","Februar","18"
"Brønshøj-Husum","0254","2015","Marts","19"
"Brønshøj-Husum","0254","2015","April","19"
"Brønshøj-Husum","0254","2015","Maj","19"
"Brønshøj-Husum","0254","2015","Juni","22"
"Brønshøj-Husum","0254","2015","Juli","24"
"Brønshøj-Husum","0254","2015","August","23"
"Brønshøj-Husum","0254","2015","September","24"
"Brønshøj-Husum","0254","2015","Oktober","24"
"Brønshøj-Husum","0254","2015","November","24"
"Brønshøj-Husum","0254","2015","December","24"
"Brønshøj-Husum","0254","2016","Januar","22"
"Brønshøj-Husum","0254","2016","Februar","22"
"Brønshøj-Husum","0254","2016","Marts","23"
"Brønshøj-Husum","0255","2015","Januar","5"
"Brønshøj-Husum","0255","2015","Februar","5"
"Brønshøj-Husum","0255","2015","Marts","4"
"Brønshøj-Husum","0255","2015","April","5"
"Brønshøj-Husum","0255","2015","Maj","6"
"Brønshøj-Husum","0255","2015","Juni","7"
"Brønshøj-Husum","0255","2015","Juli","5"
"Brønshøj-Husum","0255","2015","August","4"
"Brønshøj-Husum","0255","2015","September","3"
"Brønshøj-Husum","0255","2015","Oktober","3"
"Brønshøj-Husum","0255","2015","November","3"
"Brønshøj-Husum","0255","2015","December","4"
"Brønshøj-Husum","0255","2016","Januar","6"
"Brønshøj-Husum","0255","2016","Februar","5"
"Brønshøj-Husum","0255","2016","Marts","6"
"Brønshøj-Husum","0256","2015","Januar","6"
"Brønshøj-Husum","0256","2015","Februar","6"
"Brønshøj-Husum","0256","2015","Marts","5"
"Brønshøj-Husum","0256","2015","April","6"
"Brønshøj-Husum","0256","2015","Maj","5"
"Brønshøj-Husum","0256","2015","Juni","5"
"Brønshøj-Husum","0256","2015","Oktober","5"
"Brønshøj-Husum","0256","2015","November","5"
"Brønshøj-Husum","0256","2015","December","6"
"Brønshøj-Husum","0256","2016","Januar","5"
"Brønshøj-Husum","0256","2016","Februar","6"
"Brønshøj-Husum","0256","2016","Marts","5"
"Brønshøj-Husum","0257","2015","Januar","8"
"Brønshøj-Husum","0257","2015","Februar","12"
"Brønshøj-Husum","0257","2015","Marts","10"
"Brønshøj-Husum","0257","2015","April","9"
"Brønshøj-Husum","0257","2015","Maj","9"
"Brønshøj-Husum","0257","2015","Juni","10"
"Brønshøj-Husum","0257","2015","Juli","8"
"Brønshøj-Husum","0257","2015","August","8"
"Brønshøj-Husum","0257","2015","September","6"
"Brønshøj-Husum","0257","2015","Oktober","5"
"Brønshøj-Husum","0257","2015","November","6"
"Brønshøj-Husum","0257","2015","December","5"
"Brønshøj-Husum","0257","2016","Januar","5"
"Brønshøj-Husum","0257","2016","Februar","5"
"Brønshøj-Husum","0257","2016","Marts","5"
"Brønshøj-Husum","0258","2015","Januar","20"
"Brønshøj-Husum","0258","2015","Februar","20"
"Brønshøj-Husum","0258","2015","Marts","22"
"Brønshøj-Husum","0258","2015","April","19"
"Brønshøj-Husum","0258","2015","Maj","25"
"Brønshøj-Husum","0258","2015","Juni","23"
"Brønshøj-Husum","0258","2015","Juli","23"
"Brønshøj-Husum","0258","2015","August","24"
"Brønshøj-Husum","0258","2015","September","25"
"Brønshøj-Husum","0258","2015","Oktober","19"
"Brønshøj-Husum","0258","2015","November","17"
"Brønshøj-Husum","0258","2015","December","19"
"Brønshøj-Husum","0258","2016","Januar","17"
"Brønshøj-Husum","0258","2016","Februar","18"
"Brønshøj-Husum","0258","2016","Marts","17"
"Brønshøj-Husum","0259","2015","Januar","4"
"Brønshøj-Husum","0259","2015","Februar","5"
"Brønshøj-Husum","0259","2015","Marts","6"
"Brønshøj-Husum","0259","2015","April","8"
"Brønshøj-Husum","0259","2015","Maj","9"
"Brønshøj-Husum","0259","2015","Juni","9"
"Brønshøj-Husum","0259","2015","Juli","4"
"Brønshøj-Husum","0259","2015","August","8"
"Brønshøj-Husum","0259","2015","September","9"
"Brønshøj-Husum","0259","2015","Oktober","7"
"Brønshøj-Husum","0259","2015","November","6"
"Brønshøj-Husum","0259","2015","December","7"
"Brønshøj-Husum","0259","2016","Januar","7"
"Brønshøj-Husum","0259","2016","Februar","6"
"Brønshøj-Husum","0259","2016","Marts","5"
"Brønshøj-Husum","0260","2015","Januar","15"
"Brønshøj-Husum","0260","2015","Februar","11"
"Brønshøj-Husum","0260","2015","Marts","10"
"Brønshøj-Husum","0260","2015","April","12"
"Brønshøj-Husum","0260","2015","Maj","13"
"Brønshøj-Husum","0260","2015","Juni","10"
"Brønshøj-Husum","0260","2015","Juli","13"
"Brønshøj-Husum","0260","2015","August","13"
"Brønshøj-Husum","0260","2015","September","14"
"Brønshøj-Husum","0260","2015","Oktober","16"
"Brønshøj-Husum","0260","2015","November","14"
"Brønshøj-Husum","0260","2015","December","16"
"Brønshøj-Husum","0260","2016","Januar","15"
"Brønshøj-Husum","0260","2016","Februar","14"
"Brønshøj-Husum","0260","2016","Marts","15"
"Brønshøj-Husum","0261","2015","Januar","21"
"Brønshøj-Husum","0261","2015","Februar","22"
"Brønshøj-Husum","0261","2015","Marts","21"
"Brønshøj-Husum","0261","2015","April","23"
"Brønshøj-Husum","0261","2015","Maj","25"
"Brønshøj-Husum","0261","2015","Juni","27"
"Brønshøj-Husum","0261","2015","Juli","30"
"Brønshøj-Husum","0261","2015","August","33"
"Brønshøj-Husum","0261","2015","September","27"
"Brønshøj-Husum","0261","2015","Oktober","26"
"Brønshøj-Husum","0261","2015","November","30"
"Brønshøj-Husum","0261","2015","December","31"
"Brønshøj-Husum","0261","2016","Januar","26"
"Brønshøj-Husum","0261","2016","Februar","25"
"Brønshøj-Husum","0261","2016","Marts","26"
"Brønshøj-Husum","0262","2015","Januar","28"
"Brønshøj-Husum","0262","2015","Februar","27"
"Brønshøj-Husum","0262","2015","Marts","29"
"Brønshøj-Husum","0262","2015","April","31"
"Brønshøj-Husum","0262","2015","Maj","29"
"Brønshøj-Husum","0262","2015","Juni","32"
"Brønshøj-Husum","0262","2015","Juli","27"
"Brønshøj-Husum","0262","2015","August","26"
"Brønshøj-Husum","0262","2015","September","29"
"Brønshøj-Husum","0262","2015","Oktober","33"
"Brønshøj-Husum","0262","2015","November","34"
"Brønshøj-Husum","0262","2015","December","31"
"Brønshøj-Husum","0262","2016","Januar","37"
"Brønshøj-Husum","0262","2016","Februar","35"
"Brønshøj-Husum","0262","2016","Marts","36"
"Brønshøj-Husum","0264","2015","Januar","44"
"Brønshøj-Husum","0264","2015","Februar","42"
"Brønshøj-Husum","0264","2015","Marts","38"
"Brønshøj-Husum","0264","2015","April","36"
"Brønshøj-Husum","0264","2015","Maj","32"
"Brønshøj-Husum","0264","2015","Juni","36"
"Brønshøj-Husum","0264","2015","Juli","33"
"Brønshøj-Husum","0264","2015","August","33"
"Brønshøj-Husum","0264","2015","September","31"
"Brønshøj-Husum","0264","2015","Oktober","32"
"Brønshøj-Husum","0264","2015","November","29"
"Brønshøj-Husum","0264","2015","December","31"
"Brønshøj-Husum","0264","2016","Januar","24"
"Brønshøj-Husum","0264","2016","Februar","27"
"Brønshøj-Husum","0264","2016","Marts","29"
"Brønshøj-Husum","0265","2015","Januar","19"
"Brønshøj-Husum","0265","2015","Februar","17"
"Brønshøj-Husum","0265","2015","Marts","19"
"Brønshøj-Husum","0265","2015","April","17"
"Brønshøj-Husum","0265","2015","Maj","19"
"Brønshøj-Husum","0265","2015","Juni","18"
"Brønshøj-Husum","0265","2015","Juli","14"
"Brønshøj-Husum","0265","2015","August","15"
"Brønshøj-Husum","0265","2015","September","17"
"Brønshøj-Husum","0265","2015","Oktober","18"
"Brønshøj-Husum","0265","2015","November","20"
"Brønshøj-Husum","0265","2015","December","17"
"Brønshøj-Husum","0265","2016","Januar","17"
"Brønshøj-Husum","0265","2016","Februar","17"
"Brønshøj-Husum","0265","2016","Marts","19"
"Brønshøj-Husum","0266","2015","Januar","25"
"Brønshøj-Husum","0266","2015","Februar","31"
"Brønshøj-Husum","0266","2015","Marts","30"
"Brønshøj-Husum","0266","2015","April","32"
"Brønshøj-Husum","0266","2015","Maj","32"
"Brønshøj-Husum","0266","2015","Juni","33"
"Brønshøj-Husum","0266","2015","Juli","28"
"Brønshøj-Husum","0266","2015","August","25"
"Brønshøj-Husum","0266","2015","September","27"
"Brønshøj-Husum","0266","2015","Oktober","22"
"Brønshøj-Husum","0266","2015","November","18"
"Brønshøj-Husum","0266","2015","December","16"
"Brønshøj-Husum","0266","2016","Januar","19"
"Brønshøj-Husum","0266","2016","Februar","20"
"Brønshøj-Husum","0266","2016","Marts","18"
"Brønshøj-Husum","0267","2015","Januar","68"
"Brønshøj-Husum","0267","2015","Februar","71"
"Brønshøj-Husum","0267","2015","Marts","68"
"Brønshøj-Husum","0267","2015","April","65"
"Brønshøj-Husum","0267","2015","Maj","60"
"Brønshøj-Husum","0267","2015","Juni","64"
"Brønshøj-Husum","0267","2015","Juli","66"
"Brønshøj-Husum","0267","2015","August","61"
"Brønshøj-Husum","0267","2015","September","73"
"Brønshøj-Husum","0267","2015","Oktober","76"
"Brønshøj-Husum","0267","2015","November","72"
"Brønshøj-Husum","0267","2015","December","62"
"Brønshøj-Husum","0267","2016","Januar","65"
"Brønshøj-Husum","0267","2016","Februar","65"
"Brønshøj-Husum","0267","2016","Marts","60"
"Brønshøj-Husum","0274","2015","Januar","9"
"Brønshøj-Husum","0274","2015","Februar","10"
"Brønshøj-Husum","0274","2015","Marts","11"
"Brønshøj-Husum","0274","2015","April","9"
"Brønshøj-Husum","0274","2015","Maj","10"
"Brønshøj-Husum","0274","2015","Juni","9"
"Brønshøj-Husum","0274","2015","Juli","8"
"Brønshøj-Husum","0274","2015","August","8"
"Brønshøj-Husum","0274","2015","September","10"
"Brønshøj-Husum","0274","2015","Oktober","10"
"Brønshøj-Husum","0274","2015","November","12"
"Brønshøj-Husum","0274","2015","December","10"
"Brønshøj-Husum","0274","2016","Januar","12"
"Brønshøj-Husum","0274","2016","Februar","12"
"Brønshøj-Husum","0274","2016","Marts","12"
"Brønshøj-Husum","0275","2015","Januar","15"
"Brønshøj-Husum","0275","2015","Februar","16"
"Brønshøj-Husum","0275","2015","Marts","14"
"Brønshøj-Husum","0275","2015","April","15"
"Brønshøj-Husum","0275","2015","Maj","16"
"Brønshøj-Husum","0275","2015","Juni","14"
"Brønshøj-Husum","0275","2015","Juli","12"
"Brønshøj-Husum","0275","2015","August","12"
"Brønshøj-Husum","0275","2015","September","11"
"Brønshøj-Husum","0275","2015","Oktober","12"
"Brønshøj-Husum","0275","2015","November","13"
"Brønshøj-Husum","0275","2015","December","13"
"Brønshøj-Husum","0275","2016","Januar","11"
"Brønshøj-Husum","0275","2016","Februar","13"
"Brønshøj-Husum","0275","2016","Marts","14"
"Brønshøj-Husum","0276","2015","Januar","12"
"Brønshøj-Husum","0276","2015","Februar","11"
"Brønshøj-Husum","0276","2015","Marts","11"
"Brønshøj-Husum","0276","2015","April","11"
"Brønshøj-Husum","0276","2015","Maj","14"
"Brønshøj-Husum","0276","2015","Juni","14"
"Brønshøj-Husum","0276","2015","Juli","11"
"Brønshøj-Husum","0276","2015","August","10"
"Brønshøj-Husum","0276","2015","September","12"
"Brønshøj-Husum","0276","2015","Oktober","14"
"Brønshøj-Husum","0276","2015","November","13"
"Brønshøj-Husum","0276","2015","December","11"
"Brønshøj-Husum","0276","2016","Januar","9"
"Brønshøj-Husum","0276","2016","Februar","8"
"Brønshøj-Husum","0276","2016","Marts","10"
"Brønshøj-Husum","0278","2015","Januar","7"
"Brønshøj-Husum","0278","2015","Februar","6"
"Brønshøj-Husum","0278","2015","Marts","7"
"Brønshøj-Husum","0278","2015","April","4"
"Brønshøj-Husum","0278","2015","Maj","4"
"Brønshøj-Husum","0278","2015","Juni","5"
"Brønshøj-Husum","0278","2015","Juli","5"
"Brønshøj-Husum","0278","2015","August","4"
"Brønshøj-Husum","0278","2015","September","4"
"Brønshøj-Husum","0278","2015","Oktober","4"
"Brønshøj-Husum","0278","2015","November","4"
"Brønshøj-Husum","0278","2015","December","6"
"Brønshøj-Husum","0278","2016","Januar","6"
"Brønshøj-Husum","0278","2016","Februar","6"
"Brønshøj-Husum","0278","2016","Marts","6"
"Brønshøj-Husum","0279","2015","Januar","3"
"Brønshøj-Husum","0279","2015","Februar","3"
"Brønshøj-Husum","0279","2015","Marts","3"
"Brønshøj-Husum","0279","2015","April","4"
"Brønshøj-Husum","0279","2015","Maj","4"
"Brønshøj-Husum","0279","2015","Juni","4"
"Brønshøj-Husum","0279","2015","Juli","3"
"Brønshøj-Husum","0279","2015","August","4"
"Brønshøj-Husum","0279","2015","September","3"
"Brønshøj-Husum","0279","2015","November","3"
"Brønshøj-Husum","0279","2015","December","4"
"Brønshøj-Husum","0279","2016","Januar","3"
"Brønshøj-Husum","0280","2015","Januar","10"
"Brønshøj-Husum","0280","2015","Februar","10"
"Brønshøj-Husum","0280","2015","Marts","11"
"Brønshøj-Husum","0280","2015","April","10"
"Brønshøj-Husum","0280","2015","Maj","12"
"Brønshøj-Husum","0280","2015","Juni","12"
"Brønshøj-Husum","0280","2015","Juli","10"
"Brønshøj-Husum","0280","2015","August","8"
"Brønshøj-Husum","0280","2015","September","9"
"Brønshøj-Husum","0280","2015","Oktober","9"
"Brønshøj-Husum","0280","2015","November","11"
"Brønshøj-Husum","0280","2015","December","11"
"Brønshøj-Husum","0280","2016","Januar","11"
"Brønshøj-Husum","0280","2016","Februar","11"
"Brønshøj-Husum","0280","2016","Marts","13"
"Brønshøj-Husum","0284","2015","Januar","18"
"Brønshøj-Husum","0284","2015","Februar","16"
"Brønshøj-Husum","0284","2015","Marts","15"
"Brønshøj-Husum","0284","2015","April","17"
"Brønshøj-Husum","0284","2015","Maj","18"
"Brønshøj-Husum","0284","2015","Juni","21"
"Brønshøj-Husum","0284","2015","Juli","19"
"Brønshøj-Husum","0284","2015","August","19"
"Brønshøj-Husum","0284","2015","September","18"
"Brønshøj-Husum","0284","2015","Oktober","20"
"Brønshøj-Husum","0284","2015","November","21"
"Brønshøj-Husum","0284","2015","December","20"
"Brønshøj-Husum","0284","2016","Januar","17"
"Brønshøj-Husum","0284","2016","Februar","17"
"Brønshøj-Husum","0284","2016","Marts","17"
"Brønshøj-Husum","0285","2015","Januar","27"
"Brønshøj-Husum","0285","2015","Februar","27"
"Brønshøj-Husum","0285","2015","Marts","26"
"Brønshøj-Husum","0285","2015","April","28"
"Brønshøj-Husum","0285","2015","Maj","24"
"Brønshøj-Husum","0285","2015","Juni","20"
"Brønshøj-Husum","0285","2015","Juli","18"
"Brønshøj-Husum","0285","2015","August","18"
"Brønshøj-Husum","0285","2015","September","18"
"Brønshøj-Husum","0285","2015","Oktober","16"
"Brønshøj-Husum","0285","2015","November","15"
"Brønshøj-Husum","0285","2015","December","16"
"Brønshøj-Husum","0285","2016","Januar","15"
"Brønshøj-Husum","0285","2016","Februar","19"
"Brønshøj-Husum","0285","2016","Marts","20"
