"Modtagerovergruppe","Bydele Navn","Roder","År","Måned","Antal borgere"
"Fleksjob – løntilskud og løn","Bispebjerg","0290","2015","Juli","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0290","2015","August","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0290","2015","September","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0290","2015","Oktober","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0290","2015","November","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0290","2015","December","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0290","2016","Januar","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0290","2016","Februar","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0290","2016","Marts","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0291","2015","Januar","5"
"Fleksjob – løntilskud og løn","Bispebjerg","0291","2015","Februar","5"
"Fleksjob – løntilskud og løn","Bispebjerg","0291","2015","Marts","5"
"Fleksjob – løntilskud og løn","Bispebjerg","0291","2015","April","5"
"Fleksjob – løntilskud og løn","Bispebjerg","0291","2015","Maj","6"
"Fleksjob – løntilskud og løn","Bispebjerg","0291","2015","Juni","5"
"Fleksjob – løntilskud og løn","Bispebjerg","0291","2015","Juli","4"
"Fleksjob – løntilskud og løn","Bispebjerg","0291","2015","August","4"
"Fleksjob – løntilskud og løn","Bispebjerg","0291","2015","September","4"
"Fleksjob – løntilskud og løn","Bispebjerg","0291","2015","Oktober","4"
"Fleksjob – løntilskud og løn","Bispebjerg","0291","2015","November","4"
"Fleksjob – løntilskud og løn","Bispebjerg","0291","2015","December","4"
"Fleksjob – løntilskud og løn","Bispebjerg","0291","2016","Januar","4"
"Fleksjob – løntilskud og løn","Bispebjerg","0291","2016","Februar","4"
"Fleksjob – løntilskud og løn","Bispebjerg","0291","2016","Marts","4"
"Fleksjob – løntilskud og løn","Bispebjerg","0294","2015","Januar","4"
"Fleksjob – løntilskud og løn","Bispebjerg","0294","2015","Februar","4"
"Fleksjob – løntilskud og løn","Bispebjerg","0294","2015","Marts","4"
"Fleksjob – løntilskud og løn","Bispebjerg","0294","2015","April","4"
"Fleksjob – løntilskud og løn","Bispebjerg","0294","2015","Maj","4"
"Fleksjob – løntilskud og løn","Bispebjerg","0294","2015","Juni","4"
"Fleksjob – løntilskud og løn","Bispebjerg","0294","2015","Juli","4"
"Fleksjob – løntilskud og løn","Bispebjerg","0294","2015","August","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0294","2015","September","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0294","2015","Oktober","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0294","2015","November","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0294","2015","December","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0294","2016","Januar","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0294","2016","Februar","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0294","2016","Marts","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0297","2015","Januar","5"
"Fleksjob – løntilskud og løn","Bispebjerg","0297","2015","Februar","4"
"Fleksjob – løntilskud og løn","Bispebjerg","0297","2015","Marts","4"
"Fleksjob – løntilskud og løn","Bispebjerg","0297","2015","April","4"
"Fleksjob – løntilskud og løn","Bispebjerg","0297","2015","Maj","4"
"Fleksjob – løntilskud og løn","Bispebjerg","0297","2015","Juni","4"
"Fleksjob – løntilskud og løn","Bispebjerg","0297","2015","Juli","4"
"Fleksjob – løntilskud og løn","Bispebjerg","0297","2015","August","4"
"Fleksjob – løntilskud og løn","Bispebjerg","0297","2015","September","4"
"Fleksjob – løntilskud og løn","Bispebjerg","0297","2015","Oktober","4"
"Fleksjob – løntilskud og løn","Bispebjerg","0297","2015","November","4"
"Fleksjob – løntilskud og løn","Bispebjerg","0297","2015","December","4"
"Fleksjob – løntilskud og løn","Bispebjerg","0297","2016","Januar","4"
"Fleksjob – løntilskud og løn","Bispebjerg","0297","2016","Februar","4"
"Fleksjob – løntilskud og løn","Bispebjerg","0297","2016","Marts","4"
"Fleksjob – løntilskud og løn","Bispebjerg","0299","2015","Januar","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0299","2015","Februar","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0299","2015","Marts","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0299","2015","April","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0299","2015","Maj","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0299","2015","Juni","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0299","2015","Juli","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0299","2015","August","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0299","2015","September","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0299","2015","Oktober","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0299","2015","November","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0299","2015","December","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0299","2016","Januar","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0299","2016","Februar","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0299","2016","Marts","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0301","2015","Januar","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0301","2015","Februar","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0301","2015","Marts","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0301","2015","April","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0301","2015","Maj","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0301","2015","Juni","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0301","2015","Juli","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0301","2015","August","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0302","2015","Januar","8"
"Fleksjob – løntilskud og løn","Bispebjerg","0302","2015","Februar","8"
"Fleksjob – løntilskud og løn","Bispebjerg","0302","2015","Marts","8"
"Fleksjob – løntilskud og løn","Bispebjerg","0302","2015","April","8"
"Fleksjob – løntilskud og løn","Bispebjerg","0302","2015","Maj","8"
"Fleksjob – løntilskud og løn","Bispebjerg","0302","2015","Juni","8"
"Fleksjob – løntilskud og løn","Bispebjerg","0302","2015","Juli","8"
"Fleksjob – løntilskud og løn","Bispebjerg","0302","2015","August","8"
"Fleksjob – løntilskud og løn","Bispebjerg","0302","2015","September","8"
"Fleksjob – løntilskud og løn","Bispebjerg","0302","2015","Oktober","7"
"Fleksjob – løntilskud og løn","Bispebjerg","0302","2015","November","7"
"Fleksjob – løntilskud og løn","Bispebjerg","0302","2015","December","7"
"Fleksjob – løntilskud og løn","Bispebjerg","0302","2016","Januar","7"
"Fleksjob – løntilskud og løn","Bispebjerg","0302","2016","Februar","6"
"Fleksjob – løntilskud og løn","Bispebjerg","0302","2016","Marts","6"
"Fleksjob – løntilskud og løn","Bispebjerg","0303","2015","Januar","7"
"Fleksjob – løntilskud og løn","Bispebjerg","0303","2015","Februar","6"
"Fleksjob – løntilskud og løn","Bispebjerg","0303","2015","Marts","6"
"Fleksjob – løntilskud og løn","Bispebjerg","0303","2015","April","6"
"Fleksjob – løntilskud og løn","Bispebjerg","0303","2015","Maj","6"
"Fleksjob – løntilskud og løn","Bispebjerg","0303","2015","Juni","6"
"Fleksjob – løntilskud og løn","Bispebjerg","0303","2015","Juli","6"
"Fleksjob – løntilskud og løn","Bispebjerg","0303","2015","August","6"
"Fleksjob – løntilskud og løn","Bispebjerg","0303","2015","September","6"
"Fleksjob – løntilskud og løn","Bispebjerg","0303","2015","Oktober","6"
"Fleksjob – løntilskud og løn","Bispebjerg","0303","2015","November","6"
"Fleksjob – løntilskud og løn","Bispebjerg","0303","2015","December","6"
"Fleksjob – løntilskud og løn","Bispebjerg","0303","2016","Januar","7"
"Fleksjob – løntilskud og løn","Bispebjerg","0303","2016","Februar","7"
"Fleksjob – løntilskud og løn","Bispebjerg","0303","2016","Marts","7"
"Fleksjob – løntilskud og løn","Bispebjerg","0304","2015","Januar","4"
"Fleksjob – løntilskud og løn","Bispebjerg","0304","2015","Februar","4"
"Fleksjob – løntilskud og løn","Bispebjerg","0304","2015","Marts","4"
"Fleksjob – løntilskud og løn","Bispebjerg","0304","2015","April","4"
"Fleksjob – løntilskud og løn","Bispebjerg","0304","2015","Maj","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0304","2015","Juni","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0304","2015","Juli","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0304","2015","August","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0305","2015","Januar","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0305","2015","Februar","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0305","2015","Marts","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0305","2015","April","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0305","2015","Maj","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0305","2015","Juni","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0305","2015","Juli","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0305","2015","August","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0305","2015","Oktober","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0305","2015","November","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0305","2015","December","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0305","2016","Januar","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0305","2016","Februar","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0305","2016","Marts","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0307","2015","Januar","8"
"Fleksjob – løntilskud og løn","Bispebjerg","0307","2015","Februar","8"
"Fleksjob – løntilskud og løn","Bispebjerg","0307","2015","Marts","8"
"Fleksjob – løntilskud og løn","Bispebjerg","0307","2015","April","7"
"Fleksjob – løntilskud og løn","Bispebjerg","0307","2015","Maj","7"
"Fleksjob – løntilskud og løn","Bispebjerg","0307","2015","Juni","7"
"Fleksjob – løntilskud og løn","Bispebjerg","0307","2015","Juli","7"
"Fleksjob – løntilskud og løn","Bispebjerg","0307","2015","August","7"
"Fleksjob – løntilskud og løn","Bispebjerg","0307","2015","September","7"
"Fleksjob – løntilskud og løn","Bispebjerg","0307","2015","Oktober","6"
"Fleksjob – løntilskud og løn","Bispebjerg","0307","2015","November","6"
"Fleksjob – løntilskud og løn","Bispebjerg","0307","2015","December","6"
"Fleksjob – løntilskud og løn","Bispebjerg","0307","2016","Januar","6"
"Fleksjob – løntilskud og løn","Bispebjerg","0307","2016","Februar","6"
"Fleksjob – løntilskud og løn","Bispebjerg","0307","2016","Marts","6"
"Fleksjob – løntilskud og løn","Bispebjerg","0308","2015","Januar","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0308","2015","Februar","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0308","2015","Marts","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0308","2015","April","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0308","2015","Maj","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0308","2015","Juni","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0308","2015","Juli","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0308","2015","August","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0308","2015","September","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0308","2015","Oktober","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0308","2015","November","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0308","2015","December","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0308","2016","Januar","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0308","2016","Februar","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0308","2016","Marts","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0309","2015","Januar","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0309","2015","Februar","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0309","2015","Marts","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0309","2015","April","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0309","2015","Maj","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0309","2015","Juni","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0309","2015","Juli","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0309","2015","August","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0309","2015","September","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0309","2015","Oktober","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0309","2015","November","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0309","2015","December","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0309","2016","Januar","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0309","2016","Februar","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0309","2016","Marts","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0310","2015","Januar","6"
"Fleksjob – løntilskud og løn","Bispebjerg","0310","2015","Februar","5"
"Fleksjob – løntilskud og løn","Bispebjerg","0310","2015","Marts","5"
"Fleksjob – løntilskud og løn","Bispebjerg","0310","2015","April","5"
"Fleksjob – løntilskud og løn","Bispebjerg","0310","2015","Maj","4"
"Fleksjob – løntilskud og løn","Bispebjerg","0310","2015","Juni","4"
"Fleksjob – løntilskud og løn","Bispebjerg","0310","2015","Juli","4"
"Fleksjob – løntilskud og løn","Bispebjerg","0310","2015","August","4"
"Fleksjob – løntilskud og løn","Bispebjerg","0310","2015","September","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0310","2015","Oktober","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0310","2015","November","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0310","2015","December","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0310","2016","Januar","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0310","2016","Februar","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0310","2016","Marts","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0311","2015","Januar","12"
"Fleksjob – løntilskud og løn","Bispebjerg","0311","2015","Februar","11"
"Fleksjob – løntilskud og løn","Bispebjerg","0311","2015","Marts","11"
"Fleksjob – løntilskud og løn","Bispebjerg","0311","2015","April","11"
"Fleksjob – løntilskud og løn","Bispebjerg","0311","2015","Maj","10"
"Fleksjob – løntilskud og løn","Bispebjerg","0311","2015","Juni","10"
"Fleksjob – løntilskud og løn","Bispebjerg","0311","2015","Juli","10"
"Fleksjob – løntilskud og løn","Bispebjerg","0311","2015","August","10"
"Fleksjob – løntilskud og løn","Bispebjerg","0311","2015","September","10"
"Fleksjob – løntilskud og løn","Bispebjerg","0311","2015","Oktober","11"
"Fleksjob – løntilskud og løn","Bispebjerg","0311","2015","November","10"
"Fleksjob – løntilskud og løn","Bispebjerg","0311","2015","December","10"
"Fleksjob – løntilskud og løn","Bispebjerg","0311","2016","Januar","10"
"Fleksjob – løntilskud og løn","Bispebjerg","0311","2016","Februar","10"
"Fleksjob – løntilskud og løn","Bispebjerg","0311","2016","Marts","10"
"Fleksjob – løntilskud og løn","Bispebjerg","0312","2015","Januar","7"
"Fleksjob – løntilskud og løn","Bispebjerg","0312","2015","Februar","7"
"Fleksjob – løntilskud og løn","Bispebjerg","0312","2015","Marts","7"
"Fleksjob – løntilskud og løn","Bispebjerg","0312","2015","April","7"
"Fleksjob – løntilskud og løn","Bispebjerg","0312","2015","Maj","7"
"Fleksjob – løntilskud og løn","Bispebjerg","0312","2015","Juni","7"
"Fleksjob – løntilskud og løn","Bispebjerg","0312","2015","Juli","7"
"Fleksjob – løntilskud og løn","Bispebjerg","0312","2015","August","7"
"Fleksjob – løntilskud og løn","Bispebjerg","0312","2015","September","7"
"Fleksjob – løntilskud og løn","Bispebjerg","0312","2015","Oktober","7"
"Fleksjob – løntilskud og løn","Bispebjerg","0312","2015","November","7"
"Fleksjob – løntilskud og løn","Bispebjerg","0312","2015","December","7"
"Fleksjob – løntilskud og løn","Bispebjerg","0312","2016","Januar","7"
"Fleksjob – løntilskud og løn","Bispebjerg","0312","2016","Februar","7"
"Fleksjob – løntilskud og løn","Bispebjerg","0312","2016","Marts","7"
"Fleksjob – løntilskud og løn","Bispebjerg","0313","2015","Januar","11"
"Fleksjob – løntilskud og løn","Bispebjerg","0313","2015","Februar","11"
"Fleksjob – løntilskud og løn","Bispebjerg","0313","2015","Marts","11"
"Fleksjob – løntilskud og løn","Bispebjerg","0313","2015","April","11"
"Fleksjob – løntilskud og løn","Bispebjerg","0313","2015","Maj","11"
"Fleksjob – løntilskud og løn","Bispebjerg","0313","2015","Juni","11"
"Fleksjob – løntilskud og løn","Bispebjerg","0313","2015","Juli","11"
"Fleksjob – løntilskud og løn","Bispebjerg","0313","2015","August","11"
"Fleksjob – løntilskud og løn","Bispebjerg","0313","2015","September","11"
"Fleksjob – løntilskud og løn","Bispebjerg","0313","2015","Oktober","11"
"Fleksjob – løntilskud og løn","Bispebjerg","0313","2015","November","10"
"Fleksjob – løntilskud og løn","Bispebjerg","0313","2015","December","10"
"Fleksjob – løntilskud og løn","Bispebjerg","0313","2016","Januar","10"
"Fleksjob – løntilskud og løn","Bispebjerg","0313","2016","Februar","10"
"Fleksjob – løntilskud og løn","Bispebjerg","0313","2016","Marts","10"
"Fleksjob – løntilskud og løn","Bispebjerg","0314","2015","Januar","6"
"Fleksjob – løntilskud og løn","Bispebjerg","0314","2015","Februar","6"
"Fleksjob – løntilskud og løn","Bispebjerg","0314","2015","Marts","6"
"Fleksjob – løntilskud og løn","Bispebjerg","0314","2015","April","6"
"Fleksjob – løntilskud og løn","Bispebjerg","0314","2015","Maj","6"
"Fleksjob – løntilskud og løn","Bispebjerg","0314","2015","Juni","6"
"Fleksjob – løntilskud og løn","Bispebjerg","0314","2015","Juli","6"
"Fleksjob – løntilskud og løn","Bispebjerg","0314","2015","August","6"
"Fleksjob – løntilskud og løn","Bispebjerg","0314","2015","September","6"
"Fleksjob – løntilskud og løn","Bispebjerg","0314","2015","Oktober","6"
"Fleksjob – løntilskud og løn","Bispebjerg","0314","2015","November","6"
"Fleksjob – løntilskud og løn","Bispebjerg","0314","2015","December","6"
"Fleksjob – løntilskud og løn","Bispebjerg","0314","2016","Januar","6"
"Fleksjob – løntilskud og løn","Bispebjerg","0314","2016","Februar","6"
"Fleksjob – løntilskud og løn","Bispebjerg","0314","2016","Marts","6"
"Fleksjob – løntilskud og løn","Bispebjerg","0315","2015","Januar","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0315","2015","Februar","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0315","2015","Marts","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0315","2015","April","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0315","2015","Maj","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0315","2015","Juni","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0315","2015","Juli","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0315","2015","August","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0315","2015","September","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0315","2015","Oktober","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0315","2015","November","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0315","2015","December","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0315","2016","Januar","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0315","2016","Februar","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0315","2016","Marts","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0316","2015","Januar","8"
"Fleksjob – løntilskud og løn","Bispebjerg","0316","2015","Februar","8"
"Fleksjob – løntilskud og løn","Bispebjerg","0316","2015","Marts","8"
"Fleksjob – løntilskud og løn","Bispebjerg","0316","2015","April","8"
"Fleksjob – løntilskud og løn","Bispebjerg","0316","2015","Maj","8"
"Fleksjob – løntilskud og løn","Bispebjerg","0316","2015","Juni","8"
"Fleksjob – løntilskud og løn","Bispebjerg","0316","2015","Juli","7"
"Fleksjob – løntilskud og løn","Bispebjerg","0316","2015","August","6"
"Fleksjob – løntilskud og løn","Bispebjerg","0316","2015","September","6"
"Fleksjob – løntilskud og løn","Bispebjerg","0316","2015","Oktober","6"
"Fleksjob – løntilskud og løn","Bispebjerg","0316","2015","November","6"
"Fleksjob – løntilskud og løn","Bispebjerg","0316","2015","December","6"
"Fleksjob – løntilskud og løn","Bispebjerg","0316","2016","Januar","6"
"Fleksjob – løntilskud og løn","Bispebjerg","0316","2016","Februar","5"
"Fleksjob – løntilskud og løn","Bispebjerg","0316","2016","Marts","5"
"Fleksjob – løntilskud og løn","Bispebjerg","0317","2015","Januar","12"
"Fleksjob – løntilskud og løn","Bispebjerg","0317","2015","Februar","12"
"Fleksjob – løntilskud og løn","Bispebjerg","0317","2015","Marts","12"
"Fleksjob – løntilskud og løn","Bispebjerg","0317","2015","April","12"
"Fleksjob – løntilskud og løn","Bispebjerg","0317","2015","Maj","12"
"Fleksjob – løntilskud og løn","Bispebjerg","0317","2015","Juni","12"
"Fleksjob – løntilskud og løn","Bispebjerg","0317","2015","Juli","11"
"Fleksjob – løntilskud og løn","Bispebjerg","0317","2015","August","10"
"Fleksjob – løntilskud og løn","Bispebjerg","0317","2015","September","10"
"Fleksjob – løntilskud og løn","Bispebjerg","0317","2015","Oktober","10"
"Fleksjob – løntilskud og løn","Bispebjerg","0317","2015","November","10"
"Fleksjob – løntilskud og løn","Bispebjerg","0317","2015","December","10"
"Fleksjob – løntilskud og løn","Bispebjerg","0317","2016","Januar","10"
"Fleksjob – løntilskud og løn","Bispebjerg","0317","2016","Februar","10"
"Fleksjob – løntilskud og løn","Bispebjerg","0317","2016","Marts","9"
"Fleksjob – løntilskud og løn","Bispebjerg","0318","2015","Januar","8"
"Fleksjob – løntilskud og løn","Bispebjerg","0318","2015","Februar","8"
"Fleksjob – løntilskud og løn","Bispebjerg","0318","2015","Marts","8"
"Fleksjob – løntilskud og løn","Bispebjerg","0318","2015","April","8"
"Fleksjob – løntilskud og løn","Bispebjerg","0318","2015","Maj","8"
"Fleksjob – løntilskud og løn","Bispebjerg","0318","2015","Juni","7"
"Fleksjob – løntilskud og løn","Bispebjerg","0318","2015","Juli","7"
"Fleksjob – løntilskud og løn","Bispebjerg","0318","2015","August","7"
"Fleksjob – løntilskud og løn","Bispebjerg","0318","2015","September","6"
"Fleksjob – løntilskud og løn","Bispebjerg","0318","2015","Oktober","6"
"Fleksjob – løntilskud og løn","Bispebjerg","0318","2015","November","6"
"Fleksjob – løntilskud og løn","Bispebjerg","0318","2015","December","6"
"Fleksjob – løntilskud og løn","Bispebjerg","0318","2016","Januar","5"
"Fleksjob – løntilskud og løn","Bispebjerg","0318","2016","Februar","4"
"Fleksjob – løntilskud og løn","Bispebjerg","0318","2016","Marts","5"
"Fleksjob – løntilskud og løn","Bispebjerg","0319","2015","Januar","9"
"Fleksjob – løntilskud og løn","Bispebjerg","0319","2015","Februar","9"
"Fleksjob – løntilskud og løn","Bispebjerg","0319","2015","Marts","9"
"Fleksjob – løntilskud og løn","Bispebjerg","0319","2015","April","9"
"Fleksjob – løntilskud og løn","Bispebjerg","0319","2015","Maj","9"
"Fleksjob – løntilskud og løn","Bispebjerg","0319","2015","Juni","9"
"Fleksjob – løntilskud og løn","Bispebjerg","0319","2015","Juli","9"
"Fleksjob – løntilskud og løn","Bispebjerg","0319","2015","August","9"
"Fleksjob – løntilskud og løn","Bispebjerg","0319","2015","September","9"
"Fleksjob – løntilskud og løn","Bispebjerg","0319","2015","Oktober","9"
"Fleksjob – løntilskud og løn","Bispebjerg","0319","2015","November","9"
"Fleksjob – løntilskud og løn","Bispebjerg","0319","2015","December","9"
"Fleksjob – løntilskud og løn","Bispebjerg","0319","2016","Januar","8"
"Fleksjob – løntilskud og løn","Bispebjerg","0319","2016","Februar","8"
"Fleksjob – løntilskud og løn","Bispebjerg","0319","2016","Marts","8"
"Fleksjob – løntilskud og løn","Bispebjerg","0320","2015","Januar","5"
"Fleksjob – løntilskud og løn","Bispebjerg","0320","2015","Februar","5"
"Fleksjob – løntilskud og løn","Bispebjerg","0320","2015","Marts","5"
"Fleksjob – løntilskud og løn","Bispebjerg","0320","2015","April","5"
"Fleksjob – løntilskud og løn","Bispebjerg","0320","2015","Maj","5"
"Fleksjob – løntilskud og løn","Bispebjerg","0320","2015","Juni","5"
"Fleksjob – løntilskud og løn","Bispebjerg","0320","2015","Juli","5"
"Fleksjob – løntilskud og løn","Bispebjerg","0320","2015","August","5"
"Fleksjob – løntilskud og løn","Bispebjerg","0320","2015","September","4"
"Fleksjob – løntilskud og løn","Bispebjerg","0320","2015","Oktober","4"
"Fleksjob – løntilskud og løn","Bispebjerg","0320","2015","November","4"
"Fleksjob – løntilskud og løn","Bispebjerg","0320","2015","December","4"
"Fleksjob – løntilskud og løn","Bispebjerg","0320","2016","Januar","4"
"Fleksjob – løntilskud og løn","Bispebjerg","0320","2016","Februar","4"
"Fleksjob – løntilskud og løn","Bispebjerg","0320","2016","Marts","4"
"Fleksjob – løntilskud og løn","Bispebjerg","0321","2015","Oktober","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0321","2015","November","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0321","2015","December","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0321","2016","Januar","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0321","2016","Februar","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0321","2016","Marts","3"
"Fleksjob – løntilskud og løn","Bispebjerg","0322","2015","Januar","7"
"Fleksjob – løntilskud og løn","Bispebjerg","0322","2015","Februar","7"
"Fleksjob – løntilskud og løn","Bispebjerg","0322","2015","Marts","7"
"Fleksjob – løntilskud og løn","Bispebjerg","0322","2015","April","7"
"Fleksjob – løntilskud og løn","Bispebjerg","0322","2015","Maj","7"
"Fleksjob – løntilskud og løn","Bispebjerg","0322","2015","Juni","7"
"Fleksjob – løntilskud og løn","Bispebjerg","0322","2015","Juli","7"
"Fleksjob – løntilskud og løn","Bispebjerg","0322","2015","August","7"
"Fleksjob – løntilskud og løn","Bispebjerg","0322","2015","September","7"
"Fleksjob – løntilskud og løn","Bispebjerg","0322","2015","Oktober","6"
"Fleksjob – løntilskud og løn","Bispebjerg","0322","2015","November","6"
"Fleksjob – løntilskud og løn","Bispebjerg","0322","2015","December","6"
"Fleksjob – løntilskud og løn","Bispebjerg","0322","2016","Januar","6"
"Fleksjob – løntilskud og løn","Bispebjerg","0322","2016","Februar","6"
"Fleksjob – løntilskud og løn","Bispebjerg","0322","2016","Marts","6"
"Fleksjob – løntilskud og løn","Brønshøj-Husum","0252","2015","Januar","7"
"Fleksjob – løntilskud og løn","Brønshøj-Husum","0252","2015","Februar","7"
"Fleksjob – løntilskud og løn","Brønshøj-Husum","0252","2015","Marts","7"
"Fleksjob – løntilskud og løn","Brønshøj-Husum","0252","2015","April","7"
"Fleksjob – løntilskud og løn","Brønshøj-Husum","0252","2015","Maj","7"
"Fleksjob – løntilskud og løn","Brønshøj-Husum","0252","2015","Juni","7"
"Fleksjob – løntilskud og løn","Brønshøj-Husum","0252","2015","Juli","7"
"Fleksjob – løntilskud og løn","Brønshøj-Husum","0252","2015","August","7"
"Fleksjob – løntilskud og løn","Brønshøj-Husum","0252","2015","September","7"
"Fleksjob – løntilskud og løn","Brønshøj-Husum","0252","2015","Oktober","7"
"Fleksjob – løntilskud og løn","Brønshøj-Husum","0252","2015","November","7"
"Fleksjob – løntilskud og løn","Brønshøj-Husum","0252","2015","December","7"
