"Modtagerovergruppe","Bydele Navn","Roder","År","Måned","Antal borgere"
"Fleksjob – løntilskud og løn","Østerbro","0068","2015","November","4"
"Fleksjob – løntilskud og løn","Østerbro","0068","2015","December","4"
"Fleksjob – løntilskud og løn","Østerbro","0068","2016","Januar","4"
"Fleksjob – løntilskud og løn","Østerbro","0068","2016","Februar","4"
"Fleksjob – løntilskud og løn","Østerbro","0068","2016","Marts","4"
"Fleksjob – løntilskud og løn","Østerbro","0070","2015","Januar","5"
"Fleksjob – løntilskud og løn","Østerbro","0070","2015","Februar","7"
"Fleksjob – løntilskud og løn","Østerbro","0070","2015","Marts","7"
"Fleksjob – løntilskud og løn","Østerbro","0070","2015","April","7"
"Fleksjob – løntilskud og løn","Østerbro","0070","2015","Maj","7"
"Fleksjob – løntilskud og løn","Østerbro","0070","2015","Juni","7"
"Fleksjob – løntilskud og løn","Østerbro","0070","2015","Juli","7"
"Fleksjob – løntilskud og løn","Østerbro","0070","2015","August","7"
"Fleksjob – løntilskud og løn","Østerbro","0070","2015","September","7"
"Fleksjob – løntilskud og løn","Østerbro","0070","2015","Oktober","7"
"Fleksjob – løntilskud og løn","Østerbro","0070","2015","November","7"
"Fleksjob – løntilskud og løn","Østerbro","0070","2015","December","7"
"Fleksjob – løntilskud og løn","Østerbro","0070","2016","Januar","6"
"Fleksjob – løntilskud og løn","Østerbro","0070","2016","Februar","6"
"Fleksjob – løntilskud og løn","Østerbro","0070","2016","Marts","6"
"Fleksjob – løntilskud og løn","Østerbro","0071","2015","Januar","6"
"Fleksjob – løntilskud og løn","Østerbro","0071","2015","Februar","6"
"Fleksjob – løntilskud og løn","Østerbro","0071","2015","Marts","6"
"Fleksjob – løntilskud og løn","Østerbro","0071","2015","April","6"
"Fleksjob – løntilskud og løn","Østerbro","0071","2015","Maj","5"
"Fleksjob – løntilskud og løn","Østerbro","0071","2015","Juni","5"
"Fleksjob – løntilskud og løn","Østerbro","0071","2015","Juli","5"
"Fleksjob – løntilskud og løn","Østerbro","0071","2015","August","5"
"Fleksjob – løntilskud og løn","Østerbro","0071","2015","September","5"
"Fleksjob – løntilskud og løn","Østerbro","0071","2015","Oktober","5"
"Fleksjob – løntilskud og løn","Østerbro","0071","2015","November","5"
"Fleksjob – løntilskud og løn","Østerbro","0071","2015","December","5"
"Fleksjob – løntilskud og løn","Østerbro","0071","2016","Januar","5"
"Fleksjob – løntilskud og løn","Østerbro","0071","2016","Februar","5"
"Fleksjob – løntilskud og løn","Østerbro","0071","2016","Marts","5"
"Fleksjob – løntilskud og løn","Østerbro","0073","2015","Januar","12"
"Fleksjob – løntilskud og løn","Østerbro","0073","2015","Februar","12"
"Fleksjob – løntilskud og løn","Østerbro","0073","2015","Marts","12"
"Fleksjob – løntilskud og løn","Østerbro","0073","2015","April","12"
"Fleksjob – løntilskud og løn","Østerbro","0073","2015","Maj","12"
"Fleksjob – løntilskud og løn","Østerbro","0073","2015","Juni","12"
"Fleksjob – løntilskud og løn","Østerbro","0073","2015","Juli","12"
"Fleksjob – løntilskud og løn","Østerbro","0073","2015","August","12"
"Fleksjob – løntilskud og løn","Østerbro","0073","2015","September","12"
"Fleksjob – løntilskud og løn","Østerbro","0073","2015","Oktober","12"
"Fleksjob – løntilskud og løn","Østerbro","0073","2015","November","12"
"Fleksjob – løntilskud og løn","Østerbro","0073","2015","December","12"
"Fleksjob – løntilskud og løn","Østerbro","0073","2016","Januar","12"
"Fleksjob – løntilskud og løn","Østerbro","0073","2016","Februar","12"
"Fleksjob – løntilskud og løn","Østerbro","0073","2016","Marts","12"
"Fleksjob – løntilskud og løn","Østerbro","0074","2015","Januar","8"
"Fleksjob – løntilskud og løn","Østerbro","0074","2015","Februar","8"
"Fleksjob – løntilskud og løn","Østerbro","0074","2015","Marts","8"
"Fleksjob – løntilskud og løn","Østerbro","0074","2015","April","7"
"Fleksjob – løntilskud og løn","Østerbro","0074","2015","Maj","7"
"Fleksjob – løntilskud og løn","Østerbro","0074","2015","Juni","7"
"Fleksjob – løntilskud og løn","Østerbro","0074","2015","Juli","6"
"Fleksjob – løntilskud og løn","Østerbro","0074","2015","August","6"
"Fleksjob – løntilskud og løn","Østerbro","0074","2015","September","6"
"Fleksjob – løntilskud og løn","Østerbro","0074","2015","Oktober","6"
"Fleksjob – løntilskud og løn","Østerbro","0074","2015","November","6"
"Fleksjob – løntilskud og løn","Østerbro","0074","2015","December","6"
"Fleksjob – løntilskud og løn","Østerbro","0074","2016","Januar","6"
"Fleksjob – løntilskud og løn","Østerbro","0074","2016","Februar","6"
"Fleksjob – løntilskud og løn","Østerbro","0074","2016","Marts","6"
"Fleksjob – løntilskud og løn","Østerbro","0075","2015","Januar","4"
"Fleksjob – løntilskud og løn","Østerbro","0075","2015","Februar","3"
"Fleksjob – løntilskud og løn","Østerbro","0075","2015","Marts","3"
"Fleksjob – løntilskud og løn","Østerbro","0075","2015","April","3"
"Fleksjob – løntilskud og løn","Østerbro","0075","2015","Maj","3"
"Fleksjob – løntilskud og løn","Østerbro","0075","2015","Juni","3"
"Fleksjob – løntilskud og løn","Østerbro","0075","2015","Juli","3"
"Fleksjob – løntilskud og løn","Østerbro","0075","2015","August","3"
"Fleksjob – løntilskud og løn","Østerbro","0075","2015","September","3"
"Fleksjob – løntilskud og løn","Østerbro","0075","2016","Januar","3"
"Fleksjob – løntilskud og løn","Østerbro","0075","2016","Februar","3"
"Fleksjob – løntilskud og løn","Østerbro","0075","2016","Marts","3"
"Fleksjob – løntilskud og løn","Østerbro","0076","2015","Januar","3"
"Fleksjob – løntilskud og løn","Østerbro","0076","2015","Februar","3"
"Fleksjob – løntilskud og løn","Østerbro","0076","2015","Marts","3"
"Fleksjob – løntilskud og løn","Østerbro","0076","2015","April","3"
"Fleksjob – løntilskud og løn","Østerbro","0076","2015","Maj","3"
"Fleksjob – løntilskud og løn","Østerbro","0076","2015","Juni","3"
"Fleksjob – løntilskud og løn","Østerbro","0076","2015","Juli","3"
"Fleksjob – løntilskud og løn","Østerbro","0077","2015","Januar","3"
"Fleksjob – løntilskud og løn","Østerbro","0077","2015","Februar","3"
"Fleksjob – løntilskud og løn","Østerbro","0077","2015","Marts","3"
"Fleksjob – løntilskud og løn","Østerbro","0077","2015","April","3"
"Fleksjob – løntilskud og løn","Østerbro","0077","2015","Maj","3"
"Fleksjob – løntilskud og løn","Østerbro","0077","2015","Juni","3"
"Fleksjob – løntilskud og løn","Østerbro","0077","2015","Juli","3"
"Fleksjob – løntilskud og løn","Østerbro","0077","2015","August","3"
"Fleksjob – løntilskud og løn","Østerbro","0077","2015","September","3"
"Fleksjob – løntilskud og løn","Østerbro","0077","2015","Oktober","3"
"Fleksjob – løntilskud og løn","Østerbro","0077","2015","November","3"
"Fleksjob – løntilskud og løn","Østerbro","0077","2015","December","3"
"Fleksjob – løntilskud og løn","Østerbro","0077","2016","Januar","3"
"Fleksjob – løntilskud og løn","Østerbro","0077","2016","Februar","4"
"Fleksjob – løntilskud og løn","Østerbro","0077","2016","Marts","4"
"Fleksjob – løntilskud og løn","Østerbro","0078","2015","Januar","3"
"Fleksjob – løntilskud og løn","Østerbro","0078","2015","Februar","3"
"Fleksjob – løntilskud og løn","Østerbro","0078","2015","Marts","3"
"Fleksjob – løntilskud og løn","Østerbro","0078","2015","April","3"
"Fleksjob – løntilskud og løn","Østerbro","0078","2015","Maj","3"
"Fleksjob – løntilskud og løn","Østerbro","0078","2015","Juni","3"
"Fleksjob – løntilskud og løn","Østerbro","0078","2015","Juli","3"
"Fleksjob – løntilskud og løn","Østerbro","0078","2015","August","3"
"Fleksjob – løntilskud og løn","Østerbro","0078","2015","September","3"
"Fleksjob – løntilskud og løn","Østerbro","0078","2015","Oktober","3"
"Fleksjob – løntilskud og løn","Østerbro","0078","2015","November","3"
"Fleksjob – løntilskud og løn","Østerbro","0078","2015","December","3"
"Fleksjob – løntilskud og løn","Østerbro","0078","2016","Januar","3"
"Fleksjob – løntilskud og løn","Østerbro","0078","2016","Februar","3"
"Fleksjob – løntilskud og løn","Østerbro","0078","2016","Marts","3"
"Fleksjob – løntilskud og løn","Østerbro","0079","2015","Januar","4"
"Fleksjob – løntilskud og løn","Østerbro","0079","2015","Februar","4"
"Fleksjob – løntilskud og løn","Østerbro","0079","2015","Marts","4"
"Fleksjob – løntilskud og løn","Østerbro","0079","2015","April","4"
"Fleksjob – løntilskud og løn","Østerbro","0079","2015","Maj","4"
"Fleksjob – løntilskud og løn","Østerbro","0079","2015","Juni","4"
"Fleksjob – løntilskud og løn","Østerbro","0079","2015","Juli","4"
"Fleksjob – løntilskud og løn","Østerbro","0079","2015","August","4"
"Fleksjob – løntilskud og løn","Østerbro","0079","2015","September","4"
"Fleksjob – løntilskud og løn","Østerbro","0079","2015","Oktober","4"
"Fleksjob – løntilskud og løn","Østerbro","0079","2015","November","4"
"Fleksjob – løntilskud og løn","Østerbro","0079","2015","December","4"
"Fleksjob – løntilskud og løn","Østerbro","0079","2016","Januar","4"
"Fleksjob – løntilskud og løn","Østerbro","0079","2016","Februar","4"
"Fleksjob – løntilskud og løn","Østerbro","0079","2016","Marts","4"
"Fleksjob – løntilskud og løn","Østerbro","0080","2015","Januar","8"
"Fleksjob – løntilskud og løn","Østerbro","0080","2015","Februar","8"
"Fleksjob – løntilskud og løn","Østerbro","0080","2015","Marts","8"
"Fleksjob – løntilskud og løn","Østerbro","0080","2015","April","8"
"Fleksjob – løntilskud og løn","Østerbro","0080","2015","Maj","8"
"Fleksjob – løntilskud og løn","Østerbro","0080","2015","Juni","8"
"Fleksjob – løntilskud og løn","Østerbro","0080","2015","Juli","8"
"Fleksjob – løntilskud og løn","Østerbro","0080","2015","August","8"
"Fleksjob – løntilskud og løn","Østerbro","0080","2015","September","8"
"Fleksjob – løntilskud og løn","Østerbro","0080","2015","Oktober","8"
"Fleksjob – løntilskud og løn","Østerbro","0080","2015","November","8"
"Fleksjob – løntilskud og løn","Østerbro","0080","2015","December","8"
"Fleksjob – løntilskud og løn","Østerbro","0080","2016","Januar","8"
"Fleksjob – løntilskud og løn","Østerbro","0080","2016","Februar","7"
"Fleksjob – løntilskud og løn","Østerbro","0080","2016","Marts","7"
"Fleksjob – løntilskud og løn","Østerbro","0082","2015","Januar","8"
"Fleksjob – løntilskud og løn","Østerbro","0082","2015","Februar","8"
"Fleksjob – løntilskud og løn","Østerbro","0082","2015","Marts","8"
"Fleksjob – løntilskud og løn","Østerbro","0082","2015","April","8"
"Fleksjob – løntilskud og løn","Østerbro","0082","2015","Maj","8"
"Fleksjob – løntilskud og løn","Østerbro","0082","2015","Juni","8"
"Fleksjob – løntilskud og løn","Østerbro","0082","2015","Juli","8"
"Fleksjob – løntilskud og løn","Østerbro","0082","2015","August","8"
"Fleksjob – løntilskud og løn","Østerbro","0082","2015","September","8"
"Fleksjob – løntilskud og løn","Østerbro","0082","2015","Oktober","8"
"Fleksjob – løntilskud og løn","Østerbro","0082","2015","November","8"
"Fleksjob – løntilskud og løn","Østerbro","0082","2015","December","8"
"Fleksjob – løntilskud og løn","Østerbro","0082","2016","Januar","7"
"Fleksjob – løntilskud og løn","Østerbro","0082","2016","Februar","7"
"Fleksjob – løntilskud og løn","Østerbro","0082","2016","Marts","7"
"Fleksjob – løntilskud og løn","Østerbro","0083","2015","Januar","8"
"Fleksjob – løntilskud og løn","Østerbro","0083","2015","Februar","7"
"Fleksjob – løntilskud og løn","Østerbro","0083","2015","Marts","7"
"Fleksjob – løntilskud og løn","Østerbro","0083","2015","April","6"
"Fleksjob – løntilskud og løn","Østerbro","0083","2015","Maj","6"
"Fleksjob – løntilskud og løn","Østerbro","0083","2015","Juni","6"
"Fleksjob – løntilskud og løn","Østerbro","0083","2015","Juli","6"
"Fleksjob – løntilskud og løn","Østerbro","0083","2015","August","6"
"Fleksjob – løntilskud og løn","Østerbro","0083","2015","September","6"
"Fleksjob – løntilskud og løn","Østerbro","0083","2015","Oktober","6"
"Fleksjob – løntilskud og løn","Østerbro","0083","2015","November","6"
"Fleksjob – løntilskud og løn","Østerbro","0083","2015","December","6"
"Fleksjob – løntilskud og løn","Østerbro","0083","2016","Januar","6"
"Fleksjob – løntilskud og løn","Østerbro","0083","2016","Februar","6"
"Fleksjob – løntilskud og løn","Østerbro","0083","2016","Marts","6"
"Fleksjob – løntilskud og løn","Østerbro","0084","2015","Januar","8"
"Fleksjob – løntilskud og løn","Østerbro","0084","2015","Februar","8"
"Fleksjob – løntilskud og løn","Østerbro","0084","2015","Marts","8"
"Fleksjob – løntilskud og løn","Østerbro","0084","2015","April","8"
"Fleksjob – løntilskud og løn","Østerbro","0084","2015","Maj","8"
"Fleksjob – løntilskud og løn","Østerbro","0084","2015","Juni","9"
"Fleksjob – løntilskud og løn","Østerbro","0084","2015","Juli","8"
"Fleksjob – løntilskud og løn","Østerbro","0084","2015","August","8"
"Fleksjob – løntilskud og løn","Østerbro","0084","2015","September","7"
"Fleksjob – løntilskud og løn","Østerbro","0084","2015","Oktober","7"
"Fleksjob – løntilskud og løn","Østerbro","0084","2015","November","7"
"Fleksjob – løntilskud og løn","Østerbro","0084","2015","December","7"
"Fleksjob – løntilskud og løn","Østerbro","0084","2016","Januar","7"
"Fleksjob – løntilskud og løn","Østerbro","0084","2016","Februar","6"
"Fleksjob – løntilskud og løn","Østerbro","0084","2016","Marts","6"
"Fleksjob – løntilskud og løn","Østerbro","0085","2015","Januar","5"
"Fleksjob – løntilskud og løn","Østerbro","0085","2015","Februar","5"
"Fleksjob – løntilskud og løn","Østerbro","0085","2015","Marts","5"
"Fleksjob – løntilskud og løn","Østerbro","0085","2015","April","5"
"Fleksjob – løntilskud og løn","Østerbro","0085","2015","Maj","5"
"Fleksjob – løntilskud og løn","Østerbro","0085","2015","Juni","5"
"Fleksjob – løntilskud og løn","Østerbro","0085","2015","Juli","5"
"Fleksjob – løntilskud og løn","Østerbro","0085","2015","August","5"
"Fleksjob – løntilskud og løn","Østerbro","0085","2015","September","5"
"Fleksjob – løntilskud og løn","Østerbro","0085","2015","Oktober","5"
"Fleksjob – løntilskud og løn","Østerbro","0085","2015","November","5"
"Fleksjob – løntilskud og løn","Østerbro","0085","2015","December","5"
"Fleksjob – løntilskud og løn","Østerbro","0085","2016","Januar","5"
"Fleksjob – løntilskud og løn","Østerbro","0085","2016","Februar","5"
"Fleksjob – løntilskud og løn","Østerbro","0085","2016","Marts","5"
"Fleksjob – løntilskud og løn","Østerbro","0087","2015","Januar","9"
"Fleksjob – løntilskud og løn","Østerbro","0087","2015","Februar","9"
"Fleksjob – løntilskud og løn","Østerbro","0087","2015","Marts","8"
"Fleksjob – løntilskud og løn","Østerbro","0087","2015","April","8"
"Fleksjob – løntilskud og løn","Østerbro","0087","2015","Maj","8"
"Fleksjob – løntilskud og løn","Østerbro","0087","2015","Juni","8"
"Fleksjob – løntilskud og løn","Østerbro","0087","2015","Juli","7"
"Fleksjob – løntilskud og løn","Østerbro","0087","2015","August","7"
"Fleksjob – løntilskud og løn","Østerbro","0087","2015","September","7"
"Fleksjob – løntilskud og løn","Østerbro","0087","2015","Oktober","7"
"Fleksjob – løntilskud og løn","Østerbro","0087","2015","November","7"
"Fleksjob – løntilskud og løn","Østerbro","0087","2015","December","7"
"Fleksjob – løntilskud og løn","Østerbro","0087","2016","Januar","8"
"Fleksjob – løntilskud og løn","Østerbro","0087","2016","Februar","8"
"Fleksjob – løntilskud og løn","Østerbro","0087","2016","Marts","8"
"Fleksjob – løntilskud og løn","Østerbro","0089","2015","Januar","10"
"Fleksjob – løntilskud og løn","Østerbro","0089","2015","Februar","10"
"Fleksjob – løntilskud og løn","Østerbro","0089","2015","Marts","9"
"Fleksjob – løntilskud og løn","Østerbro","0089","2015","April","9"
"Fleksjob – løntilskud og løn","Østerbro","0089","2015","Maj","9"
"Fleksjob – løntilskud og løn","Østerbro","0089","2015","Juni","8"
"Fleksjob – løntilskud og løn","Østerbro","0089","2015","Juli","8"
"Fleksjob – løntilskud og løn","Østerbro","0089","2015","August","8"
"Fleksjob – løntilskud og løn","Østerbro","0089","2015","September","8"
"Fleksjob – løntilskud og løn","Østerbro","0089","2015","Oktober","8"
"Fleksjob – løntilskud og løn","Østerbro","0089","2015","November","8"
"Fleksjob – løntilskud og løn","Østerbro","0089","2015","December","8"
"Fleksjob – løntilskud og løn","Østerbro","0089","2016","Januar","8"
"Fleksjob – løntilskud og løn","Østerbro","0089","2016","Februar","8"
"Fleksjob – løntilskud og løn","Østerbro","0089","2016","Marts","8"
"Fleksjob – løntilskud og løn","Østerbro","0090","2015","Januar","12"
"Fleksjob – løntilskud og løn","Østerbro","0090","2015","Februar","12"
"Fleksjob – løntilskud og løn","Østerbro","0090","2015","Marts","12"
"Fleksjob – løntilskud og løn","Østerbro","0090","2015","April","12"
"Fleksjob – løntilskud og løn","Østerbro","0090","2015","Maj","12"
"Fleksjob – løntilskud og løn","Østerbro","0090","2015","Juni","12"
"Fleksjob – løntilskud og løn","Østerbro","0090","2015","Juli","12"
"Fleksjob – løntilskud og løn","Østerbro","0090","2015","August","12"
"Fleksjob – løntilskud og løn","Østerbro","0090","2015","September","11"
"Fleksjob – løntilskud og løn","Østerbro","0090","2015","Oktober","11"
"Fleksjob – løntilskud og løn","Østerbro","0090","2015","November","11"
"Fleksjob – løntilskud og løn","Østerbro","0090","2015","December","11"
"Fleksjob – løntilskud og løn","Østerbro","0090","2016","Januar","11"
"Fleksjob – løntilskud og løn","Østerbro","0090","2016","Februar","11"
"Fleksjob – løntilskud og løn","Østerbro","0090","2016","Marts","11"
"Fleksjob – løntilskud og løn","Østerbro","0091","2015","Januar","7"
"Fleksjob – løntilskud og løn","Østerbro","0091","2015","Februar","7"
"Fleksjob – løntilskud og løn","Østerbro","0091","2015","Marts","7"
"Fleksjob – løntilskud og løn","Østerbro","0091","2015","April","7"
"Fleksjob – løntilskud og løn","Østerbro","0091","2015","Maj","7"
"Fleksjob – løntilskud og løn","Østerbro","0091","2015","Juni","7"
"Fleksjob – løntilskud og løn","Østerbro","0091","2015","Juli","7"
"Fleksjob – løntilskud og løn","Østerbro","0091","2015","August","7"
"Fleksjob – løntilskud og løn","Østerbro","0091","2015","September","7"
"Fleksjob – løntilskud og løn","Østerbro","0091","2015","Oktober","8"
"Fleksjob – løntilskud og løn","Østerbro","0091","2015","November","8"
"Fleksjob – løntilskud og løn","Østerbro","0091","2015","December","7"
"Fleksjob – løntilskud og løn","Østerbro","0091","2016","Januar","7"
"Fleksjob – løntilskud og løn","Østerbro","0091","2016","Februar","7"
"Fleksjob – løntilskud og løn","Østerbro","0091","2016","Marts","7"
"Fleksjob – løntilskud og løn","Østerbro","0092","2015","Januar","10"
"Fleksjob – løntilskud og løn","Østerbro","0092","2015","Februar","10"
"Fleksjob – løntilskud og løn","Østerbro","0092","2015","Marts","10"
"Fleksjob – løntilskud og løn","Østerbro","0092","2015","April","10"
"Fleksjob – løntilskud og løn","Østerbro","0092","2015","Maj","10"
"Fleksjob – løntilskud og løn","Østerbro","0092","2015","Juni","9"
"Fleksjob – løntilskud og løn","Østerbro","0092","2015","Juli","9"
"Fleksjob – løntilskud og løn","Østerbro","0092","2015","August","9"
"Fleksjob – løntilskud og løn","Østerbro","0092","2015","September","9"
"Fleksjob – løntilskud og løn","Østerbro","0092","2015","Oktober","9"
"Fleksjob – løntilskud og løn","Østerbro","0092","2015","November","9"
"Fleksjob – løntilskud og løn","Østerbro","0092","2015","December","9"
"Fleksjob – løntilskud og løn","Østerbro","0092","2016","Januar","9"
"Fleksjob – løntilskud og løn","Østerbro","0092","2016","Februar","9"
"Fleksjob – løntilskud og løn","Østerbro","0092","2016","Marts","9"
"Fleksjob – løntilskud og løn","Østerbro","0093","2015","Januar","7"
"Fleksjob – løntilskud og løn","Østerbro","0093","2015","Februar","7"
"Fleksjob – løntilskud og løn","Østerbro","0093","2015","Marts","7"
"Fleksjob – løntilskud og løn","Østerbro","0093","2015","April","7"
"Fleksjob – løntilskud og løn","Østerbro","0093","2015","Maj","7"
"Fleksjob – løntilskud og løn","Østerbro","0093","2015","Juni","7"
"Fleksjob – løntilskud og løn","Østerbro","0093","2015","Juli","7"
"Fleksjob – løntilskud og løn","Østerbro","0093","2015","August","7"
"Fleksjob – løntilskud og løn","Østerbro","0093","2015","September","7"
"Fleksjob – løntilskud og løn","Østerbro","0093","2015","Oktober","6"
"Fleksjob – løntilskud og løn","Østerbro","0093","2015","November","6"
"Fleksjob – løntilskud og løn","Østerbro","0093","2015","December","6"
"Fleksjob – løntilskud og løn","Østerbro","0093","2016","Januar","6"
"Fleksjob – løntilskud og løn","Østerbro","0093","2016","Februar","6"
"Fleksjob – løntilskud og løn","Østerbro","0093","2016","Marts","6"
"Fleksjob – løntilskud og løn","Østerbro","0094","2015","Januar","7"
"Fleksjob – løntilskud og løn","Østerbro","0094","2015","Februar","6"
"Fleksjob – løntilskud og løn","Østerbro","0094","2015","Marts","6"
"Fleksjob – løntilskud og løn","Østerbro","0094","2015","April","6"
"Fleksjob – løntilskud og løn","Østerbro","0094","2015","Maj","6"
"Fleksjob – løntilskud og løn","Østerbro","0094","2015","Juni","5"
"Fleksjob – løntilskud og løn","Østerbro","0094","2015","Juli","5"
"Fleksjob – løntilskud og løn","Østerbro","0094","2015","August","5"
"Fleksjob – løntilskud og løn","Østerbro","0094","2015","September","5"
"Fleksjob – løntilskud og løn","Østerbro","0094","2015","Oktober","4"
"Fleksjob – løntilskud og løn","Østerbro","0094","2015","November","4"
"Fleksjob – løntilskud og løn","Østerbro","0094","2015","December","4"
"Fleksjob – løntilskud og løn","Østerbro","0094","2016","Januar","4"
"Fleksjob – løntilskud og løn","Østerbro","0094","2016","Februar","4"
"Fleksjob – løntilskud og løn","Østerbro","0094","2016","Marts","4"
"Fleksjob – løntilskud og løn","Østerbro","0095","2015","Januar","8"
"Fleksjob – løntilskud og løn","Østerbro","0095","2015","Februar","7"
"Fleksjob – løntilskud og løn","Østerbro","0095","2015","Marts","7"
"Fleksjob – løntilskud og løn","Østerbro","0095","2015","April","7"
"Fleksjob – løntilskud og løn","Østerbro","0095","2015","Maj","7"
"Fleksjob – løntilskud og løn","Østerbro","0095","2015","Juni","7"
"Fleksjob – løntilskud og løn","Østerbro","0095","2015","Juli","7"
"Fleksjob – løntilskud og løn","Østerbro","0095","2015","August","7"
"Fleksjob – løntilskud og løn","Østerbro","0095","2015","September","7"
"Fleksjob – løntilskud og løn","Østerbro","0095","2015","Oktober","7"
"Fleksjob – løntilskud og løn","Østerbro","0095","2015","November","7"
"Fleksjob – løntilskud og løn","Østerbro","0095","2015","December","7"
"Fleksjob – løntilskud og løn","Østerbro","0095","2016","Januar","7"
"Fleksjob – løntilskud og løn","Østerbro","0095","2016","Februar","6"
"Fleksjob – løntilskud og løn","Østerbro","0095","2016","Marts","6"
"Fleksjob – løntilskud og løn","Østerbro","0097","2015","Januar","10"
"Fleksjob – løntilskud og løn","Østerbro","0097","2015","Februar","10"
"Fleksjob – løntilskud og løn","Østerbro","0097","2015","Marts","10"
"Fleksjob – løntilskud og løn","Østerbro","0097","2015","April","10"
"Fleksjob – løntilskud og løn","Østerbro","0097","2015","Maj","9"
"Fleksjob – løntilskud og løn","Østerbro","0097","2015","Juni","9"
"Fleksjob – løntilskud og løn","Østerbro","0097","2015","Juli","9"
"Fleksjob – løntilskud og løn","Østerbro","0097","2015","August","9"
"Fleksjob – løntilskud og løn","Østerbro","0097","2015","September","9"
"Fleksjob – løntilskud og løn","Østerbro","0097","2015","Oktober","9"
"Fleksjob – løntilskud og løn","Østerbro","0097","2015","November","9"
"Fleksjob – løntilskud og løn","Østerbro","0097","2015","December","9"
"Fleksjob – løntilskud og løn","Østerbro","0097","2016","Januar","9"
"Fleksjob – løntilskud og løn","Østerbro","0097","2016","Februar","9"
"Fleksjob – løntilskud og løn","Østerbro","0097","2016","Marts","8"
"Fleksjob – løntilskud og løn","Østerbro","0098","2015","Januar","5"
"Fleksjob – løntilskud og løn","Østerbro","0098","2015","Februar","5"
"Fleksjob – løntilskud og løn","Østerbro","0098","2015","Marts","5"
"Fleksjob – løntilskud og løn","Østerbro","0098","2015","April","5"
"Fleksjob – løntilskud og løn","Østerbro","0098","2015","Maj","5"
"Fleksjob – løntilskud og løn","Østerbro","0098","2015","Juni","5"
"Fleksjob – løntilskud og løn","Østerbro","0098","2015","Juli","5"
"Fleksjob – løntilskud og løn","Østerbro","0098","2015","August","5"
"Fleksjob – løntilskud og løn","Østerbro","0098","2015","September","5"
"Fleksjob – løntilskud og løn","Østerbro","0098","2015","Oktober","5"
"Fleksjob – løntilskud og løn","Østerbro","0098","2015","November","5"
"Fleksjob – løntilskud og løn","Østerbro","0098","2015","December","5"
"Fleksjob – løntilskud og løn","Østerbro","0098","2016","Januar","5"
"Fleksjob – løntilskud og løn","Østerbro","0098","2016","Februar","5"
"Fleksjob – løntilskud og løn","Østerbro","0098","2016","Marts","5"
"Fleksjob – løntilskud og løn","Østerbro","0099","2015","Januar","10"
"Fleksjob – løntilskud og løn","Østerbro","0099","2015","Februar","10"
"Fleksjob – løntilskud og løn","Østerbro","0099","2015","Marts","10"
"Fleksjob – løntilskud og løn","Østerbro","0099","2015","April","9"
"Fleksjob – løntilskud og løn","Østerbro","0099","2015","Maj","9"
"Fleksjob – løntilskud og løn","Østerbro","0099","2015","Juni","9"
"Fleksjob – løntilskud og løn","Østerbro","0099","2015","Juli","9"
"Fleksjob – løntilskud og løn","Østerbro","0099","2015","August","9"
"Fleksjob – løntilskud og løn","Østerbro","0099","2015","September","9"
"Fleksjob – løntilskud og løn","Østerbro","0099","2015","Oktober","9"
"Fleksjob – løntilskud og løn","Østerbro","0099","2015","November","9"
"Fleksjob – løntilskud og løn","Østerbro","0099","2015","December","9"
"Fleksjob – løntilskud og løn","Østerbro","0099","2016","Januar","9"
"Fleksjob – løntilskud og løn","Østerbro","0099","2016","Februar","9"
"Fleksjob – løntilskud og løn","Østerbro","0099","2016","Marts","9"
"Fleksjob – løntilskud og løn","Østerbro","0100","2015","Januar","5"
"Fleksjob – løntilskud og løn","Østerbro","0100","2015","Februar","5"
"Fleksjob – løntilskud og løn","Østerbro","0100","2015","Marts","5"
"Fleksjob – løntilskud og løn","Østerbro","0100","2015","April","5"
"Fleksjob – løntilskud og løn","Østerbro","0100","2015","Maj","5"
"Fleksjob – løntilskud og løn","Østerbro","0100","2015","Juni","5"
"Fleksjob – løntilskud og løn","Østerbro","0100","2015","Juli","4"
"Fleksjob – løntilskud og løn","Østerbro","0100","2015","August","4"
"Fleksjob – løntilskud og løn","Østerbro","0100","2015","September","4"
"Fleksjob – løntilskud og løn","Østerbro","0100","2015","Oktober","4"
"Fleksjob – løntilskud og løn","Østerbro","0100","2015","November","4"
"Fleksjob – løntilskud og løn","Østerbro","0100","2015","December","4"
"Fleksjob – løntilskud og løn","Østerbro","0100","2016","Januar","4"
"Fleksjob – løntilskud og løn","Østerbro","0100","2016","Februar","4"
"Fleksjob – løntilskud og løn","Østerbro","0100","2016","Marts","4"
"Fleksjob – løntilskud og løn","Østerbro","0101","2015","Januar","3"
"Fleksjob – løntilskud og løn","Østerbro","0101","2015","Februar","3"
"Fleksjob – løntilskud og løn","Østerbro","0101","2015","Marts","3"
"Fleksjob – løntilskud og løn","Østerbro","0101","2015","April","3"
"Fleksjob – løntilskud og løn","Østerbro","0101","2015","Maj","3"
"Fleksjob – løntilskud og løn","Østerbro","0101","2015","Juni","3"
"Fleksjob – løntilskud og løn","Østerbro","0101","2015","Juli","3"
"Fleksjob – løntilskud og løn","Østerbro","0101","2015","August","3"
"Fleksjob – løntilskud og løn","Østerbro","0101","2015","September","3"
"Fleksjob – løntilskud og løn","Østerbro","0101","2015","Oktober","3"
