"Bydele Navn","Roder","År","Måned","Gennemsnitligt antal sager"
"Bispebjerg","0317","2015","Februar","12,75"
"Bispebjerg","0317","2015","Marts","13,6"
"Bispebjerg","0317","2015","April","13,5"
"Bispebjerg","0317","2015","Maj","15,25"
"Bispebjerg","0317","2015","Juni","13,4"
"Bispebjerg","0317","2015","Juli","9,75"
"Bispebjerg","0317","2015","August","13,2"
"Bispebjerg","0317","2015","September","15"
"Bispebjerg","0317","2015","Oktober","14,5"
"Bispebjerg","0317","2015","November","17"
"Bispebjerg","0317","2015","December","17,5"
"Bispebjerg","0317","2016","Januar","18,75"
"Bispebjerg","0317","2016","Februar","18,6"
"Bispebjerg","0317","2016","Marts","18,5"
"Bispebjerg","0318","2015","Januar","21,25"
"Bispebjerg","0318","2015","Februar","17,75"
"Bispebjerg","0318","2015","Marts","16,8"
"Bispebjerg","0318","2015","April","15,5"
"Bispebjerg","0318","2015","Maj","16,75"
"Bispebjerg","0318","2015","Juni","19"
"Bispebjerg","0318","2015","Juli","20"
"Bispebjerg","0318","2015","August","22"
"Bispebjerg","0318","2015","September","20,5"
"Bispebjerg","0318","2015","Oktober","22,75"
"Bispebjerg","0318","2015","November","22,6"
"Bispebjerg","0318","2015","December","21"
"Bispebjerg","0318","2016","Januar","19,75"
"Bispebjerg","0318","2016","Februar","17"
"Bispebjerg","0318","2016","Marts","15"
"Bispebjerg","0319","2015","Januar","16,25"
"Bispebjerg","0319","2015","Februar","12,75"
"Bispebjerg","0319","2015","Marts","10,6"
"Bispebjerg","0319","2015","April","12"
"Bispebjerg","0319","2015","Maj","12,75"
"Bispebjerg","0319","2015","Juni","10,8"
"Bispebjerg","0319","2015","Juli","7,5"
"Bispebjerg","0319","2015","August","7,4"
"Bispebjerg","0319","2015","September","10,5"
"Bispebjerg","0319","2015","Oktober","12,25"
"Bispebjerg","0319","2015","November","16,8"
"Bispebjerg","0319","2015","December","17,75"
"Bispebjerg","0319","2016","Januar","16,5"
"Bispebjerg","0319","2016","Februar","18,4"
"Bispebjerg","0319","2016","Marts","17,25"
"Bispebjerg","0320","2015","Januar","13,75"
"Bispebjerg","0320","2015","Februar","15"
"Bispebjerg","0320","2015","Marts","18,8"
"Bispebjerg","0320","2015","April","18,5"
"Bispebjerg","0320","2015","Maj","18"
"Bispebjerg","0320","2015","Juni","19,2"
"Bispebjerg","0320","2015","Juli","20"
"Bispebjerg","0320","2015","August","18"
"Bispebjerg","0320","2015","September","19,25"
"Bispebjerg","0320","2015","Oktober","20,5"
"Bispebjerg","0320","2015","November","22,6"
"Bispebjerg","0320","2015","December","27"
"Bispebjerg","0320","2016","Januar","27,75"
"Bispebjerg","0320","2016","Februar","20,8"
"Bispebjerg","0320","2016","Marts","22"
"Bispebjerg","0321","2015","Januar","14,25"
"Bispebjerg","0321","2015","Februar","13,75"
"Bispebjerg","0321","2015","Marts","11,2"
"Bispebjerg","0321","2015","April","14,75"
"Bispebjerg","0321","2015","Maj","13,75"
"Bispebjerg","0321","2015","Juni","12,4"
"Bispebjerg","0321","2015","Juli","12,5"
"Bispebjerg","0321","2015","August","12,4"
"Bispebjerg","0321","2015","September","11,5"
"Bispebjerg","0321","2015","Oktober","10,75"
"Bispebjerg","0321","2015","November","10,8"
"Bispebjerg","0321","2015","December","11,5"
"Bispebjerg","0321","2016","Januar","11,75"
"Bispebjerg","0321","2016","Februar","12,4"
"Bispebjerg","0321","2016","Marts","13,5"
"Bispebjerg","0322","2015","Januar","31,5"
"Bispebjerg","0322","2015","Februar","28,25"
"Bispebjerg","0322","2015","Marts","26,8"
"Bispebjerg","0322","2015","April","25,75"
"Bispebjerg","0322","2015","Maj","25,25"
"Bispebjerg","0322","2015","Juni","24,6"
"Bispebjerg","0322","2015","Juli","26,5"
"Bispebjerg","0322","2015","August","24"
"Bispebjerg","0322","2015","September","18,25"
"Bispebjerg","0322","2015","Oktober","16,25"
"Bispebjerg","0322","2015","November","18"
"Bispebjerg","0322","2015","December","18,25"
"Bispebjerg","0322","2016","Januar","16,25"
"Bispebjerg","0322","2016","Februar","19,2"
"Bispebjerg","0322","2016","Marts","20,75"
"Brønshøj-Husum","0252","2015","Januar","14,5"
"Brønshøj-Husum","0252","2015","Februar","15,25"
"Brønshøj-Husum","0252","2015","Marts","17,6"
"Brønshøj-Husum","0252","2015","April","20,75"
"Brønshøj-Husum","0252","2015","Maj","20,5"
"Brønshøj-Husum","0252","2015","Juni","19,8"
"Brønshøj-Husum","0252","2015","Juli","16,5"
"Brønshøj-Husum","0252","2015","August","13,8"
"Brønshøj-Husum","0252","2015","September","12,75"
"Brønshøj-Husum","0252","2015","Oktober","12,25"
"Brønshøj-Husum","0252","2015","November","16,8"
"Brønshøj-Husum","0252","2015","December","20,25"
"Brønshøj-Husum","0252","2016","Januar","17"
"Brønshøj-Husum","0252","2016","Februar","17,2"
"Brønshøj-Husum","0252","2016","Marts","16,5"
"Brønshøj-Husum","0253","2015","Januar","11,5"
"Brønshøj-Husum","0253","2015","Februar","9,5"
"Brønshøj-Husum","0253","2015","Marts","11"
"Brønshøj-Husum","0253","2015","April","10,5"
"Brønshøj-Husum","0253","2015","Maj","8"
"Brønshøj-Husum","0253","2015","Juni","8,4"
"Brønshøj-Husum","0253","2015","Juli","9,5"
"Brønshøj-Husum","0253","2015","August","8"
"Brønshøj-Husum","0253","2015","September","8,25"
"Brønshøj-Husum","0253","2015","Oktober","10,75"
"Brønshøj-Husum","0253","2015","November","11,6"
"Brønshøj-Husum","0253","2015","December","11,25"
"Brønshøj-Husum","0253","2016","Januar","8,25"
"Brønshøj-Husum","0253","2016","Februar","11,6"
"Brønshøj-Husum","0253","2016","Marts","12,25"
"Brønshøj-Husum","0254","2015","Januar","27,5"
"Brønshøj-Husum","0254","2015","Februar","27"
"Brønshøj-Husum","0254","2015","Marts","27"
"Brønshøj-Husum","0254","2015","April","22"
"Brønshøj-Husum","0254","2015","Maj","21"
"Brønshøj-Husum","0254","2015","Juni","23,8"
"Brønshøj-Husum","0254","2015","Juli","22,5"
"Brønshøj-Husum","0254","2015","August","23,8"
"Brønshøj-Husum","0254","2015","September","28,25"
"Brønshøj-Husum","0254","2015","Oktober","29,5"
"Brønshøj-Husum","0254","2015","November","29,6"
"Brønshøj-Husum","0254","2015","December","29,5"
"Brønshøj-Husum","0254","2016","Januar","27,5"
"Brønshøj-Husum","0254","2016","Februar","28,4"
"Brønshøj-Husum","0254","2016","Marts","25,75"
"Brønshøj-Husum","0255","2015","Januar","9,25"
"Brønshøj-Husum","0255","2015","Februar","10"
"Brønshøj-Husum","0255","2015","Marts","7,8"
"Brønshøj-Husum","0255","2015","April","8,25"
"Brønshøj-Husum","0255","2015","Maj","11"
"Brønshøj-Husum","0255","2015","Juni","13,6"
"Brønshøj-Husum","0255","2015","Juli","15,25"
"Brønshøj-Husum","0255","2015","August","15,4"
"Brønshøj-Husum","0255","2015","September","14"
"Brønshøj-Husum","0255","2015","Oktober","14,25"
"Brønshøj-Husum","0255","2015","November","15"
"Brønshøj-Husum","0255","2015","December","14,5"
"Brønshøj-Husum","0255","2016","Januar","15"
"Brønshøj-Husum","0255","2016","Februar","15"
"Brønshøj-Husum","0255","2016","Marts","15,25"
"Brønshøj-Husum","0256","2015","Januar","13,25"
"Brønshøj-Husum","0256","2015","Februar","12"
"Brønshøj-Husum","0256","2015","Marts","10"
"Brønshøj-Husum","0256","2015","April","11,5"
"Brønshøj-Husum","0256","2015","Maj","12,25"
"Brønshøj-Husum","0256","2015","Juni","13,2"
"Brønshøj-Husum","0256","2015","Juli","13"
"Brønshøj-Husum","0256","2015","August","13"
"Brønshøj-Husum","0256","2015","September","12"
"Brønshøj-Husum","0256","2015","Oktober","10,5"
"Brønshøj-Husum","0256","2015","November","12,2"
"Brønshøj-Husum","0256","2015","December","13,75"
"Brønshøj-Husum","0256","2016","Januar","15,25"
"Brønshøj-Husum","0256","2016","Februar","13,2"
"Brønshøj-Husum","0256","2016","Marts","10,75"
"Brønshøj-Husum","0257","2015","Januar","21,75"
"Brønshøj-Husum","0257","2015","Februar","20"
"Brønshøj-Husum","0257","2015","Marts","22,6"
"Brønshøj-Husum","0257","2015","April","24"
"Brønshøj-Husum","0257","2015","Maj","25"
"Brønshøj-Husum","0257","2015","Juni","26,8"
"Brønshøj-Husum","0257","2015","Juli","22,25"
"Brønshøj-Husum","0257","2015","August","23,2"
"Brønshøj-Husum","0257","2015","September","21"
"Brønshøj-Husum","0257","2015","Oktober","18"
"Brønshøj-Husum","0257","2015","November","17"
"Brønshøj-Husum","0257","2015","December","16,75"
"Brønshøj-Husum","0257","2016","Januar","17"
"Brønshøj-Husum","0257","2016","Februar","18,4"
"Brønshøj-Husum","0257","2016","Marts","18,5"
"Brønshøj-Husum","0258","2015","Januar","9,5"
"Brønshøj-Husum","0258","2015","Februar","10,5"
"Brønshøj-Husum","0258","2015","Marts","12,4"
"Brønshøj-Husum","0258","2015","April","12,5"
"Brønshøj-Husum","0258","2015","Maj","13"
"Brønshøj-Husum","0258","2015","Juni","13,6"
"Brønshøj-Husum","0258","2015","Juli","13,25"
"Brønshøj-Husum","0258","2015","August","13,4"
"Brønshøj-Husum","0258","2015","September","13"
"Brønshøj-Husum","0258","2015","Oktober","13"
"Brønshøj-Husum","0258","2015","November","13,6"
"Brønshøj-Husum","0258","2015","December","14"
"Brønshøj-Husum","0258","2016","Januar","16,25"
"Brønshøj-Husum","0258","2016","Februar","15,4"
"Brønshøj-Husum","0258","2016","Marts","14,5"
"Brønshøj-Husum","0259","2015","Januar","16,75"
"Brønshøj-Husum","0259","2015","Februar","14"
"Brønshøj-Husum","0259","2015","Marts","15"
"Brønshøj-Husum","0259","2015","April","16,5"
"Brønshøj-Husum","0259","2015","Maj","15,5"
"Brønshøj-Husum","0259","2015","Juni","14,6"
"Brønshøj-Husum","0259","2015","Juli","12"
"Brønshøj-Husum","0259","2015","August","13"
"Brønshøj-Husum","0259","2015","September","11,25"
"Brønshøj-Husum","0259","2015","Oktober","13,75"
"Brønshøj-Husum","0259","2015","November","10"
"Brønshøj-Husum","0259","2015","December","10,25"
"Brønshøj-Husum","0259","2016","Januar","13"
"Brønshøj-Husum","0259","2016","Februar","13"
"Brønshøj-Husum","0259","2016","Marts","12,25"
"Brønshøj-Husum","0260","2015","Januar","25"
"Brønshøj-Husum","0260","2015","Februar","22"
"Brønshøj-Husum","0260","2015","Marts","19,2"
"Brønshøj-Husum","0260","2015","April","19,5"
"Brønshøj-Husum","0260","2015","Maj","18,75"
"Brønshøj-Husum","0260","2015","Juni","19"
"Brønshøj-Husum","0260","2015","Juli","18"
"Brønshøj-Husum","0260","2015","August","17,8"
"Brønshøj-Husum","0260","2015","September","19,5"
"Brønshøj-Husum","0260","2015","Oktober","19"
"Brønshøj-Husum","0260","2015","November","20,2"
"Brønshøj-Husum","0260","2015","December","22,75"
"Brønshøj-Husum","0260","2016","Januar","22,25"
"Brønshøj-Husum","0260","2016","Februar","19,8"
"Brønshøj-Husum","0260","2016","Marts","18,25"
"Brønshøj-Husum","0261","2015","Januar","18,25"
"Brønshøj-Husum","0261","2015","Februar","19,5"
"Brønshøj-Husum","0261","2015","Marts","18"
"Brønshøj-Husum","0261","2015","April","18,5"
"Brønshøj-Husum","0261","2015","Maj","22,25"
"Brønshøj-Husum","0261","2015","Juni","21,6"
"Brønshøj-Husum","0261","2015","Juli","17,25"
"Brønshøj-Husum","0261","2015","August","18,2"
"Brønshøj-Husum","0261","2015","September","19,75"
"Brønshøj-Husum","0261","2015","Oktober","21"
"Brønshøj-Husum","0261","2015","November","23"
"Brønshøj-Husum","0261","2015","December","24,25"
"Brønshøj-Husum","0261","2016","Januar","25,25"
"Brønshøj-Husum","0261","2016","Februar","20"
"Brønshøj-Husum","0261","2016","Marts","19"
"Brønshøj-Husum","0262","2015","Januar","20"
"Brønshøj-Husum","0262","2015","Februar","22,25"
"Brønshøj-Husum","0262","2015","Marts","22,4"
"Brønshøj-Husum","0262","2015","April","20,25"
"Brønshøj-Husum","0262","2015","Maj","24"
"Brønshøj-Husum","0262","2015","Juni","26,4"
"Brønshøj-Husum","0262","2015","Juli","21"
"Brønshøj-Husum","0262","2015","August","19,2"
"Brønshøj-Husum","0262","2015","September","19,75"
"Brønshøj-Husum","0262","2015","Oktober","22,25"
"Brønshøj-Husum","0262","2015","November","29,2"
"Brønshøj-Husum","0262","2015","December","27,75"
"Brønshøj-Husum","0262","2016","Januar","27,5"
"Brønshøj-Husum","0262","2016","Februar","25"
"Brønshøj-Husum","0262","2016","Marts","27,75"
"Brønshøj-Husum","0264","2015","Januar","30,75"
"Brønshøj-Husum","0264","2015","Februar","31,5"
"Brønshøj-Husum","0264","2015","Marts","34,2"
"Brønshøj-Husum","0264","2015","April","29,25"
"Brønshøj-Husum","0264","2015","Maj","30,25"
"Brønshøj-Husum","0264","2015","Juni","32"
"Brønshøj-Husum","0264","2015","Juli","30"
"Brønshøj-Husum","0264","2015","August","24,6"
"Brønshøj-Husum","0264","2015","September","26,25"
"Brønshøj-Husum","0264","2015","Oktober","27,75"
"Brønshøj-Husum","0264","2015","November","30,8"
"Brønshøj-Husum","0264","2015","December","29"
"Brønshøj-Husum","0264","2016","Januar","35"
"Brønshøj-Husum","0264","2016","Februar","40,2"
"Brønshøj-Husum","0264","2016","Marts","38,75"
"Brønshøj-Husum","0265","2015","Januar","14,25"
"Brønshøj-Husum","0265","2015","Februar","11,25"
"Brønshøj-Husum","0265","2015","Marts","12,8"
"Brønshøj-Husum","0265","2015","April","15"
"Brønshøj-Husum","0265","2015","Maj","13,75"
"Brønshøj-Husum","0265","2015","Juni","15,4"
"Brønshøj-Husum","0265","2015","Juli","18,25"
"Brønshøj-Husum","0265","2015","August","20,6"
"Brønshøj-Husum","0265","2015","September","19,75"
"Brønshøj-Husum","0265","2015","Oktober","22,5"
"Brønshøj-Husum","0265","2015","November","24,4"
"Brønshøj-Husum","0265","2015","December","25,25"
"Brønshøj-Husum","0265","2016","Januar","25,25"
"Brønshøj-Husum","0265","2016","Februar","24,8"
"Brønshøj-Husum","0265","2016","Marts","25,25"
"Brønshøj-Husum","0266","2015","Januar","15,5"
"Brønshøj-Husum","0266","2015","Februar","14"
"Brønshøj-Husum","0266","2015","Marts","13"
"Brønshøj-Husum","0266","2015","April","15"
"Brønshøj-Husum","0266","2015","Maj","15,5"
"Brønshøj-Husum","0266","2015","Juni","14,6"
"Brønshøj-Husum","0266","2015","Juli","16,75"
"Brønshøj-Husum","0266","2015","August","16,8"
"Brønshøj-Husum","0266","2015","September","17"
"Brønshøj-Husum","0266","2015","Oktober","19,5"
"Brønshøj-Husum","0266","2015","November","20,8"
"Brønshøj-Husum","0266","2015","December","19,25"
"Brønshøj-Husum","0266","2016","Januar","21,75"
"Brønshøj-Husum","0266","2016","Februar","24,4"
"Brønshøj-Husum","0266","2016","Marts","26,75"
"Brønshøj-Husum","0267","2015","Januar","45"
"Brønshøj-Husum","0267","2015","Februar","44,5"
"Brønshøj-Husum","0267","2015","Marts","51,8"
"Brønshøj-Husum","0267","2015","April","56,25"
"Brønshøj-Husum","0267","2015","Maj","54,5"
"Brønshøj-Husum","0267","2015","Juni","57,4"
"Brønshøj-Husum","0267","2015","Juli","58,25"
"Brønshøj-Husum","0267","2015","August","50"
"Brønshøj-Husum","0267","2015","September","53,5"
"Brønshøj-Husum","0267","2015","Oktober","56"
"Brønshøj-Husum","0267","2015","November","58,2"
"Brønshøj-Husum","0267","2015","December","55"
"Brønshøj-Husum","0267","2016","Januar","52"
"Brønshøj-Husum","0267","2016","Februar","56,6"
"Brønshøj-Husum","0267","2016","Marts","52,75"
"Brønshøj-Husum","0274","2015","Januar","14"
"Brønshøj-Husum","0274","2015","Februar","12,5"
"Brønshøj-Husum","0274","2015","Marts","15"
"Brønshøj-Husum","0274","2015","April","14,75"
"Brønshøj-Husum","0274","2015","Maj","12"
"Brønshøj-Husum","0274","2015","Juni","9,2"
"Brønshøj-Husum","0274","2015","Juli","9,5"
"Brønshøj-Husum","0274","2015","August","9,4"
"Brønshøj-Husum","0274","2015","September","10"
"Brønshøj-Husum","0274","2015","Oktober","12,25"
"Brønshøj-Husum","0274","2015","November","13,8"
"Brønshøj-Husum","0274","2015","December","15,75"
"Brønshøj-Husum","0274","2016","Januar","18"
"Brønshøj-Husum","0274","2016","Februar","18,8"
"Brønshøj-Husum","0274","2016","Marts","19"
"Brønshøj-Husum","0275","2015","Januar","13,5"
"Brønshøj-Husum","0275","2015","Februar","10,75"
"Brønshøj-Husum","0275","2015","Marts","15,8"
"Brønshøj-Husum","0275","2015","April","15"
"Brønshøj-Husum","0275","2015","Maj","15"
"Brønshøj-Husum","0275","2015","Juni","18,4"
"Brønshøj-Husum","0275","2015","Juli","19,25"
"Brønshøj-Husum","0275","2015","August","18,6"
"Brønshøj-Husum","0275","2015","September","18"
"Brønshøj-Husum","0275","2015","Oktober","15,5"
"Brønshøj-Husum","0275","2015","November","15,2"
"Brønshøj-Husum","0275","2015","December","18"
"Brønshøj-Husum","0275","2016","Januar","20,5"
"Brønshøj-Husum","0275","2016","Februar","20,8"
"Brønshøj-Husum","0275","2016","Marts","19"
"Brønshøj-Husum","0276","2015","Januar","18"
"Brønshøj-Husum","0276","2015","Februar","17"
"Brønshøj-Husum","0276","2015","Marts","15"
"Brønshøj-Husum","0276","2015","April","15,5"
"Brønshøj-Husum","0276","2015","Maj","18"
"Brønshøj-Husum","0276","2015","Juni","23,4"
"Brønshøj-Husum","0276","2015","Juli","20"
"Brønshøj-Husum","0276","2015","August","21"
"Brønshøj-Husum","0276","2015","September","22,75"
"Brønshøj-Husum","0276","2015","Oktober","21"
"Brønshøj-Husum","0276","2015","November","20,8"
"Brønshøj-Husum","0276","2015","December","20"
"Brønshøj-Husum","0276","2016","Januar","19,5"
"Brønshøj-Husum","0276","2016","Februar","16,8"
"Brønshøj-Husum","0276","2016","Marts","14,5"
"Brønshøj-Husum","0277","2015","Januar","10,25"
"Brønshøj-Husum","0277","2015","Februar","10,75"
"Brønshøj-Husum","0277","2015","Marts","11,6"
"Brønshøj-Husum","0277","2015","April","13,25"
"Brønshøj-Husum","0277","2015","Maj","13,25"
"Brønshøj-Husum","0277","2015","Juni","14,2"
"Brønshøj-Husum","0277","2015","Juli","13"
"Brønshøj-Husum","0277","2015","August","11,6"
"Brønshøj-Husum","0277","2015","September","10"
"Brønshøj-Husum","0277","2015","Oktober","10"
"Brønshøj-Husum","0277","2015","November","12,2"
"Brønshøj-Husum","0277","2015","December","13,75"
"Brønshøj-Husum","0277","2016","Januar","12"
"Brønshøj-Husum","0277","2016","Februar","8,2"
"Brønshøj-Husum","0277","2016","Marts","7,25"
"Brønshøj-Husum","0278","2015","Januar","8,5"
"Brønshøj-Husum","0278","2015","Februar","10"
"Brønshøj-Husum","0278","2015","Marts","11,2"
"Brønshøj-Husum","0278","2015","April","10"
"Brønshøj-Husum","0278","2015","Maj","9,5"
"Brønshøj-Husum","0278","2015","Juni","9,6"
"Brønshøj-Husum","0278","2015","Juli","10"
"Brønshøj-Husum","0278","2015","August","8,2"
"Brønshøj-Husum","0278","2015","September","9,75"
"Brønshøj-Husum","0278","2015","Oktober","9,75"
"Brønshøj-Husum","0278","2015","November","11,4"
"Brønshøj-Husum","0278","2015","December","11,25"
"Brønshøj-Husum","0278","2016","Januar","11,25"
"Brønshøj-Husum","0278","2016","Februar","13,6"
"Brønshøj-Husum","0278","2016","Marts","11"
"Brønshøj-Husum","0279","2015","Januar","11,5"
"Brønshøj-Husum","0279","2015","Februar","9,25"
"Brønshøj-Husum","0279","2015","Marts","8,2"
"Brønshøj-Husum","0279","2015","April","9,5"
"Brønshøj-Husum","0279","2015","Maj","7,5"
"Brønshøj-Husum","0279","2015","Juni","7,4"
"Brønshøj-Husum","0279","2015","Juli","7"
"Brønshøj-Husum","0279","2015","August","6,8"
"Brønshøj-Husum","0279","2015","September","7"
"Brønshøj-Husum","0279","2015","Oktober","7,25"
"Brønshøj-Husum","0279","2015","November","7,2"
"Brønshøj-Husum","0279","2015","December","9,5"
"Brønshøj-Husum","0279","2016","Januar","11"
"Brønshøj-Husum","0279","2016","Februar","12,2"
"Brønshøj-Husum","0279","2016","Marts","12,25"
"Brønshøj-Husum","0280","2015","Januar","17,5"
"Brønshøj-Husum","0280","2015","Februar","17,75"
"Brønshøj-Husum","0280","2015","Marts","19,4"
"Brønshøj-Husum","0280","2015","April","18,5"
"Brønshøj-Husum","0280","2015","Maj","19,5"
"Brønshøj-Husum","0280","2015","Juni","21,2"
"Brønshøj-Husum","0280","2015","Juli","22,75"
"Brønshøj-Husum","0280","2015","August","22,2"
"Brønshøj-Husum","0280","2015","September","21,5"
"Brønshøj-Husum","0280","2015","Oktober","26,5"
"Brønshøj-Husum","0280","2015","November","28,6"
"Brønshøj-Husum","0280","2015","December","29,25"
"Brønshøj-Husum","0280","2016","Januar","25"
"Brønshøj-Husum","0280","2016","Februar","23,4"
"Brønshøj-Husum","0280","2016","Marts","24,75"
"Brønshøj-Husum","0284","2015","Januar","11,75"
"Brønshøj-Husum","0284","2015","Februar","10"
"Brønshøj-Husum","0284","2015","Marts","8"
"Brønshøj-Husum","0284","2015","April","5,5"
"Brønshøj-Husum","0284","2015","Maj","7,75"
"Brønshøj-Husum","0284","2015","Juni","7,4"
"Brønshøj-Husum","0284","2015","Juli","7,25"
"Brønshøj-Husum","0284","2015","August","6,6"
"Brønshøj-Husum","0284","2015","September","10,25"
"Brønshøj-Husum","0284","2015","Oktober","12,5"
"Brønshøj-Husum","0284","2015","November","11,6"
"Brønshøj-Husum","0284","2015","December","13,25"
"Brønshøj-Husum","0284","2016","Januar","14"
"Brønshøj-Husum","0284","2016","Februar","14,6"
"Brønshøj-Husum","0284","2016","Marts","17,25"
"Brønshøj-Husum","0285","2015","Januar","19,75"
"Brønshøj-Husum","0285","2015","Februar","18,5"
"Brønshøj-Husum","0285","2015","Marts","17,4"
"Brønshøj-Husum","0285","2015","April","18,25"
"Brønshøj-Husum","0285","2015","Maj","19,75"
"Brønshøj-Husum","0285","2015","Juni","13,8"
"Brønshøj-Husum","0285","2015","Juli","14"
"Brønshøj-Husum","0285","2015","August","14,4"
"Brønshøj-Husum","0285","2015","September","11,75"
"Brønshøj-Husum","0285","2015","Oktober","13"
"Brønshøj-Husum","0285","2015","November","15,2"
"Brønshøj-Husum","0285","2015","December","16"
"Brønshøj-Husum","0285","2016","Januar","15,25"
"Brønshøj-Husum","0285","2016","Februar","16"
"Brønshøj-Husum","0285","2016","Marts","17,5"
"Brønshøj-Husum","0306","2015","Januar","7,75"
"Brønshøj-Husum","0306","2015","Februar","9,25"
"Brønshøj-Husum","0306","2015","Marts","11,4"
"Brønshøj-Husum","0306","2015","April","12,25"
"Brønshøj-Husum","0306","2015","Maj","10,25"
"Brønshøj-Husum","0306","2015","Juni","9,2"
"Brønshøj-Husum","0306","2015","Juli","7,5"
"Brønshøj-Husum","0306","2015","August","5,8"
"Brønshøj-Husum","0306","2015","September","8,25"
"Brønshøj-Husum","0306","2015","Oktober","4,5"
"Brønshøj-Husum","0306","2015","November","6,6"
"Brønshøj-Husum","0306","2015","December","7"
"Brønshøj-Husum","0306","2016","Januar","5"
"Brønshøj-Husum","0306","2016","Februar","7,4"
"Brønshøj-Husum","0306","2016","Marts","7"
"Indre by","0001","2015","Januar","3"
"Indre by","0001","2015","Februar","3"
"Indre by","0001","2015","Marts","4,4"
"Indre by","0001","2015","April","4,25"
"Indre by","0001","2015","Maj","3"
"Indre by","0001","2015","Juni","4"
"Indre by","0001","2015","August","3,4"
"Indre by","0001","2015","Oktober","3"
"Indre by","0001","2015","November","4"
"Indre by","0001","2015","December","5,75"
"Indre by","0001","2016","Januar","4,5"
"Indre by","0001","2016","Februar","3,2"
"Indre by","0001","2016","Marts","3"
"Indre by","0002","2015","April","3"
"Indre by","0002","2015","Maj","3"
"Indre by","0002","2015","Oktober","3"
"Indre by","0002","2015","November","4,4"
"Indre by","0002","2015","December","4,5"
"Indre by","0002","2016","Januar","4,5"
"Indre by","0002","2016","Februar","5,6"
"Indre by","0002","2016","Marts","3,75"
"Indre by","0004","2015","September","4"
"Indre by","0004","2015","Oktober","4"
"Indre by","0004","2015","November","4"
"Indre by","0006","2015","Januar","3"
"Indre by","0006","2015","Marts","3"
"Indre by","0006","2015","December","4,5"
"Indre by","0006","2016","Januar","5,25"
"Indre by","0006","2016","Februar","6,8"
"Indre by","0006","2016","Marts","6,75"
"Indre by","0007","2015","September","3"
"Indre by","0007","2015","Oktober","3"
"Indre by","0007","2015","November","3"
"Indre by","0008","2015","Januar","3,25"
"Indre by","0008","2015","Februar","3"
"Indre by","0008","2015","Marts","3"
"Indre by","0008","2015","December","3,25"
"Indre by","0008","2016","Januar","4,5"
"Indre by","0008","2016","Februar","4,6"
"Indre by","0008","2016","Marts","5"
"Indre by","0010","2015","Januar","4,25"
"Indre by","0010","2015","Marts","3,8"
"Indre by","0010","2015","April","3,5"
"Indre by","0010","2015","Maj","3"
"Indre by","0010","2015","Juni","3,8"
"Indre by","0010","2015","Juli","4,25"
"Indre by","0010","2015","August","5"
"Indre by","0010","2015","September","6,75"
"Indre by","0010","2015","Oktober","6,75"
"Indre by","0010","2015","November","8,2"
"Indre by","0010","2015","December","7,5"
"Indre by","0010","2016","Januar","5"
"Indre by","0010","2016","Februar","3,4"
"Indre by","0010","2016","Marts","3,5"
"Indre by","0011","2015","Januar","3,25"
"Indre by","0011","2015","Marts","3"
"Indre by","0011","2015","April","3,5"
"Indre by","0011","2015","Maj","3,75"
"Indre by","0011","2015","Juni","3,2"
"Indre by","0011","2015","November","3"
"Indre by","0011","2016","Januar","3"
"Indre by","0011","2016","Februar","3"
"Indre by","0011","2016","Marts","3"
"Indre by","0012","2015","Januar","7"
"Indre by","0012","2015","Februar","4,75"
"Indre by","0012","2015","Marts","6,8"
"Indre by","0012","2015","April","7"
"Indre by","0012","2015","Maj","6"
"Indre by","0012","2015","Juni","4,6"
"Indre by","0012","2015","Juli","3,25"
"Indre by","0012","2015","August","5,4"
"Indre by","0012","2015","September","3,75"
"Indre by","0012","2015","Oktober","3,25"
"Indre by","0012","2015","November","5"
"Indre by","0012","2015","December","5"
"Indre by","0012","2016","Januar","7"
"Indre by","0012","2016","Februar","7,6"
"Indre by","0012","2016","Marts","4,5"
"Indre by","0013","2015","Januar","4,25"
"Indre by","0013","2015","Februar","4,25"
"Indre by","0013","2015","Marts","5,4"
"Indre by","0013","2015","April","4,75"
"Indre by","0013","2015","Maj","4,75"
"Indre by","0013","2015","Juni","4,4"
"Indre by","0013","2015","August","3"
"Indre by","0013","2015","September","3,25"
"Indre by","0013","2015","Oktober","4"
"Indre by","0013","2015","November","4"
"Indre by","0013","2015","December","3,25"
"Indre by","0013","2016","Januar","3"
"Indre by","0014","2015","Marts","3"
"Indre by","0014","2015","April","3"
"Indre by","0014","2015","Maj","3"
"Indre by","0014","2015","Oktober","3,25"
"Indre by","0014","2015","November","4,6"
"Indre by","0014","2015","December","3"
"Indre by","0015","2015","Januar","3"
"Indre by","0015","2015","Februar","3,25"
"Indre by","0015","2015","Marts","3,8"
"Indre by","0015","2015","April","4,25"
"Indre by","0015","2015","Maj","5"
"Indre by","0015","2015","August","3,2"
"Indre by","0015","2015","Oktober","4,75"
"Indre by","0015","2015","November","3,8"
"Indre by","0015","2015","December","4,25"
"Indre by","0015","2016","Januar","4,75"
"Indre by","0015","2016","Marts","3"
"Indre by","0018","2015","Januar","6,75"
"Indre by","0018","2015","Februar","9"
"Indre by","0018","2015","Marts","7,4"
"Indre by","0018","2015","April","4,5"
"Indre by","0018","2015","Maj","6,5"
"Indre by","0018","2015","Juni","11,2"
