"Bydele Navn","Roder","År","Måned","Gennemsnitligt antal sager"
"Nørrebro","0122","2015","Marts","14,2"
"Nørrebro","0122","2015","April","12,5"
"Nørrebro","0122","2015","Maj","10"
"Nørrebro","0122","2015","Juni","8,6"
"Nørrebro","0122","2015","Juli","7,75"
"Nørrebro","0122","2015","August","10"
"Nørrebro","0122","2015","September","11,25"
"Nørrebro","0122","2015","Oktober","12,5"
"Nørrebro","0122","2015","November","15,4"
"Nørrebro","0122","2015","December","17,5"
"Nørrebro","0122","2016","Januar","16,5"
"Nørrebro","0122","2016","Februar","14,8"
"Nørrebro","0122","2016","Marts","12"
"Nørrebro","0123","2015","Januar","11,75"
"Nørrebro","0123","2015","Februar","8,75"
"Nørrebro","0123","2015","Marts","8,6"
"Nørrebro","0123","2015","April","8,5"
"Nørrebro","0123","2015","Maj","10,75"
"Nørrebro","0123","2015","Juni","9,6"
"Nørrebro","0123","2015","Juli","11,5"
"Nørrebro","0123","2015","August","9"
"Nørrebro","0123","2015","September","8,5"
"Nørrebro","0123","2015","Oktober","9,25"
"Nørrebro","0123","2015","November","10,6"
"Nørrebro","0123","2015","December","9,25"
"Nørrebro","0123","2016","Januar","9,75"
"Nørrebro","0123","2016","Februar","13,2"
"Nørrebro","0123","2016","Marts","14"
"Nørrebro","0124","2015","Januar","5,5"
"Nørrebro","0124","2015","Februar","5,25"
"Nørrebro","0124","2015","Marts","7,2"
"Nørrebro","0124","2015","April","8,75"
"Nørrebro","0124","2015","Maj","11,75"
"Nørrebro","0124","2015","Juni","9"
"Nørrebro","0124","2015","Juli","7,25"
"Nørrebro","0124","2015","August","8"
"Nørrebro","0124","2015","September","6,25"
"Nørrebro","0124","2015","Oktober","5,5"
"Nørrebro","0124","2015","November","4,8"
"Nørrebro","0124","2015","December","5"
"Nørrebro","0124","2016","Januar","5,25"
"Nørrebro","0124","2016","Februar","7,2"
"Nørrebro","0124","2016","Marts","9,75"
"Nørrebro","0125","2015","Januar","6,25"
"Nørrebro","0125","2015","Februar","6,75"
"Nørrebro","0125","2015","Marts","7,6"
"Nørrebro","0125","2015","April","8"
"Nørrebro","0125","2015","Maj","9,75"
"Nørrebro","0125","2015","Juni","10,4"
"Nørrebro","0125","2015","Juli","8,75"
"Nørrebro","0125","2015","August","9,6"
"Nørrebro","0125","2015","September","10"
"Nørrebro","0125","2015","Oktober","10,5"
"Nørrebro","0125","2015","November","10,6"
"Nørrebro","0125","2015","December","10"
"Nørrebro","0125","2016","Januar","8"
"Nørrebro","0125","2016","Februar","6,4"
"Nørrebro","0125","2016","Marts","6,75"
"Nørrebro","0126","2015","Januar","21"
"Nørrebro","0126","2015","Februar","21,25"
"Nørrebro","0126","2015","Marts","22"
"Nørrebro","0126","2015","April","20"
"Nørrebro","0126","2015","Maj","20,75"
"Nørrebro","0126","2015","Juni","24,2"
"Nørrebro","0126","2015","Juli","23"
"Nørrebro","0126","2015","August","19,8"
"Nørrebro","0126","2015","September","14,5"
"Nørrebro","0126","2015","Oktober","13,75"
"Nørrebro","0126","2015","November","14,6"
"Nørrebro","0126","2015","December","15,5"
"Nørrebro","0126","2016","Januar","18"
"Nørrebro","0126","2016","Februar","20,4"
"Nørrebro","0126","2016","Marts","17"
"Nørrebro","0127","2015","Januar","6,25"
"Nørrebro","0127","2015","Februar","5,5"
"Nørrebro","0127","2015","Marts","6,4"
"Nørrebro","0127","2015","April","5"
"Nørrebro","0127","2015","Maj","6,75"
"Nørrebro","0127","2015","Juni","7,6"
"Nørrebro","0127","2015","Juli","7,25"
"Nørrebro","0127","2015","August","7,6"
"Nørrebro","0127","2015","September","9,5"
"Nørrebro","0127","2015","Oktober","11"
"Nørrebro","0127","2015","November","10,8"
"Nørrebro","0127","2015","December","8,5"
"Nørrebro","0127","2016","Januar","10"
"Nørrebro","0127","2016","Februar","6,6"
"Nørrebro","0127","2016","Marts","5,75"
"Nørrebro","0128","2015","Januar","10,5"
"Nørrebro","0128","2015","Februar","9"
"Nørrebro","0128","2015","Marts","12,4"
"Nørrebro","0128","2015","April","10,75"
"Nørrebro","0128","2015","Maj","12"
"Nørrebro","0128","2015","Juni","12"
"Nørrebro","0128","2015","Juli","12"
"Nørrebro","0128","2015","August","15"
"Nørrebro","0128","2015","September","17,75"
"Nørrebro","0128","2015","Oktober","17,25"
"Nørrebro","0128","2015","November","18,6"
"Nørrebro","0128","2015","December","14,75"
"Nørrebro","0128","2016","Januar","12,5"
"Nørrebro","0128","2016","Februar","11,4"
"Nørrebro","0128","2016","Marts","9,75"
"Nørrebro","0129","2015","November","5"
"Nørrebro","0129","2015","December","4,5"
"Nørrebro","0129","2016","Januar","4"
"Nørrebro","0129","2016","Februar","6"
"Nørrebro","0129","2016","Marts","6"
"Nørrebro","0130","2015","Januar","11,75"
"Nørrebro","0130","2015","Februar","13,25"
"Nørrebro","0130","2015","Marts","12,6"
"Nørrebro","0130","2015","April","12"
"Nørrebro","0130","2015","Maj","11,5"
"Nørrebro","0130","2015","Juni","10"
"Nørrebro","0130","2015","Juli","8,25"
"Nørrebro","0130","2015","August","9"
"Nørrebro","0130","2015","September","7,75"
"Nørrebro","0130","2015","Oktober","8,5"
"Nørrebro","0130","2015","November","8,6"
"Nørrebro","0130","2015","December","13"
"Nørrebro","0130","2016","Januar","13"
"Nørrebro","0130","2016","Februar","12,6"
"Nørrebro","0130","2016","Marts","11"
"Nørrebro","0131","2015","Januar","16,25"
"Nørrebro","0131","2015","Februar","19,25"
"Nørrebro","0131","2015","Marts","17,4"
"Nørrebro","0131","2015","April","15,75"
"Nørrebro","0131","2015","Maj","17,75"
"Nørrebro","0131","2015","Juni","14,8"
"Nørrebro","0131","2015","Juli","13,75"
"Nørrebro","0131","2015","August","13,6"
"Nørrebro","0131","2015","September","12,5"
"Nørrebro","0131","2015","Oktober","13,75"
"Nørrebro","0131","2015","November","16,4"
"Nørrebro","0131","2015","December","18,5"
"Nørrebro","0131","2016","Januar","22"
"Nørrebro","0131","2016","Februar","19"
"Nørrebro","0131","2016","Marts","20,5"
"Nørrebro","0132","2015","Januar","10,25"
"Nørrebro","0132","2015","Februar","9,5"
"Nørrebro","0132","2015","Marts","11,4"
"Nørrebro","0132","2015","April","12"
"Nørrebro","0132","2015","Maj","12"
"Nørrebro","0132","2015","Juni","11,4"
"Nørrebro","0132","2015","Juli","11,5"
"Nørrebro","0132","2015","August","11,2"
"Nørrebro","0132","2015","September","11,25"
"Nørrebro","0132","2015","Oktober","12,25"
"Nørrebro","0132","2015","November","12"
"Nørrebro","0132","2015","December","11,5"
"Nørrebro","0132","2016","Januar","11,5"
"Nørrebro","0132","2016","Februar","12,2"
"Nørrebro","0132","2016","Marts","11"
"Nørrebro","0133","2015","Januar","10"
"Nørrebro","0133","2015","Februar","9,75"
"Nørrebro","0133","2015","Marts","11,8"
"Nørrebro","0133","2015","April","9,75"
"Nørrebro","0133","2015","Maj","11,25"
"Nørrebro","0133","2015","Juni","9,2"
"Nørrebro","0133","2015","Juli","6,75"
"Nørrebro","0133","2015","August","5"
"Nørrebro","0133","2015","September","4,5"
"Nørrebro","0133","2015","Oktober","4,75"
"Nørrebro","0133","2015","November","4,8"
"Nørrebro","0133","2015","December","5"
"Nørrebro","0133","2016","Januar","4"
"Nørrebro","0133","2016","Februar","5,8"
"Nørrebro","0133","2016","Marts","6,5"
"Nørrebro","0134","2015","Januar","8,5"
"Nørrebro","0134","2015","Februar","7"
"Nørrebro","0134","2015","Marts","6,8"
"Nørrebro","0134","2015","April","5,5"
"Nørrebro","0134","2015","Maj","8"
"Nørrebro","0134","2015","Juni","7,4"
"Nørrebro","0134","2015","Juli","5,75"
"Nørrebro","0134","2015","August","6,4"
"Nørrebro","0134","2015","September","5,75"
"Nørrebro","0134","2015","Oktober","8,25"
"Nørrebro","0134","2015","November","10,6"
"Nørrebro","0134","2015","December","10"
"Nørrebro","0134","2016","Januar","9,5"
"Nørrebro","0134","2016","Februar","6,6"
"Nørrebro","0134","2016","Marts","9"
"Nørrebro","0135","2015","Januar","7,5"
"Nørrebro","0135","2015","Februar","8"
"Nørrebro","0135","2015","Marts","5,8"
"Nørrebro","0135","2015","April","8,75"
"Nørrebro","0135","2015","Maj","9,5"
"Nørrebro","0135","2015","Juni","8,8"
"Nørrebro","0135","2015","Juli","10,25"
"Nørrebro","0135","2015","August","12"
"Nørrebro","0135","2015","September","12,5"
"Nørrebro","0135","2015","Oktober","13"
"Nørrebro","0135","2015","November","13,4"
"Nørrebro","0135","2015","December","11"
"Nørrebro","0135","2016","Januar","12,75"
"Nørrebro","0135","2016","Februar","13,2"
"Nørrebro","0135","2016","Marts","13"
"Nørrebro","0136","2015","Januar","8"
"Nørrebro","0136","2015","Februar","10"
"Nørrebro","0136","2015","Marts","14"
"Nørrebro","0136","2015","April","12"
"Nørrebro","0136","2015","Maj","12,75"
"Nørrebro","0136","2015","Juni","10,6"
"Nørrebro","0136","2015","Juli","11"
"Nørrebro","0136","2015","August","9,2"
"Nørrebro","0136","2015","September","9,5"
"Nørrebro","0136","2015","Oktober","10,75"
"Nørrebro","0136","2015","November","13,6"
"Nørrebro","0136","2015","December","14,25"
"Nørrebro","0136","2016","Januar","9,5"
"Nørrebro","0136","2016","Februar","7,8"
"Nørrebro","0136","2016","Marts","7,25"
"Nørrebro","0137","2015","Januar","13,25"
"Nørrebro","0137","2015","Februar","14"
"Nørrebro","0137","2015","Marts","14,6"
"Nørrebro","0137","2015","April","13,75"
"Nørrebro","0137","2015","Maj","14,75"
"Nørrebro","0137","2015","Juni","16"
"Nørrebro","0137","2015","Juli","15"
"Nørrebro","0137","2015","August","15"
"Nørrebro","0137","2015","September","17"
"Nørrebro","0137","2015","Oktober","14,5"
"Nørrebro","0137","2015","November","13,4"
"Nørrebro","0137","2015","December","14"
"Nørrebro","0137","2016","Januar","13,5"
"Nørrebro","0137","2016","Februar","14,4"
"Nørrebro","0137","2016","Marts","16,5"
"Nørrebro","0138","2015","Januar","18,5"
"Nørrebro","0138","2015","Februar","18,5"
"Nørrebro","0138","2015","Marts","17,2"
"Nørrebro","0138","2015","April","17,75"
"Nørrebro","0138","2015","Maj","18,5"
"Nørrebro","0138","2015","Juni","19,8"
"Nørrebro","0138","2015","Juli","22,25"
"Nørrebro","0138","2015","August","21"
"Nørrebro","0138","2015","September","23,75"
"Nørrebro","0138","2015","Oktober","22,25"
"Nørrebro","0138","2015","November","25,6"
"Nørrebro","0138","2015","December","27"
"Nørrebro","0138","2016","Januar","25,75"
"Nørrebro","0138","2016","Februar","23,2"
"Nørrebro","0138","2016","Marts","21,25"
"Nørrebro","0139","2015","Januar","18,75"
"Nørrebro","0139","2015","Februar","18,25"
"Nørrebro","0139","2015","Marts","20"
"Nørrebro","0139","2015","April","19,75"
"Nørrebro","0139","2015","Maj","19"
"Nørrebro","0139","2015","Juni","20,6"
"Nørrebro","0139","2015","Juli","21"
"Nørrebro","0139","2015","August","19,4"
"Nørrebro","0139","2015","September","21,5"
"Nørrebro","0139","2015","Oktober","25,5"
"Nørrebro","0139","2015","November","26,2"
"Nørrebro","0139","2015","December","20"
"Nørrebro","0139","2016","Januar","20"
"Nørrebro","0139","2016","Februar","16,6"
"Nørrebro","0139","2016","Marts","14,75"
"Nørrebro","0140","2015","Januar","23,5"
"Nørrebro","0140","2015","Februar","25,25"
"Nørrebro","0140","2015","Marts","26,4"
"Nørrebro","0140","2015","April","23,5"
"Nørrebro","0140","2015","Maj","27,75"
"Nørrebro","0140","2015","Juni","25,6"
"Nørrebro","0140","2015","Juli","25"
"Nørrebro","0140","2015","August","25"
"Nørrebro","0140","2015","September","27"
"Nørrebro","0140","2015","Oktober","30,25"
"Nørrebro","0140","2015","November","28,4"
"Nørrebro","0140","2015","December","30,75"
"Nørrebro","0140","2016","Januar","28,5"
"Nørrebro","0140","2016","Februar","29,6"
"Nørrebro","0140","2016","Marts","30"
"Nørrebro","0141","2015","Januar","10,25"
"Nørrebro","0141","2015","Februar","6,5"
"Nørrebro","0141","2015","Marts","4,4"
"Nørrebro","0141","2015","April","3,25"
"Nørrebro","0141","2015","Juni","5"
"Nørrebro","0141","2015","Juli","5,25"
"Nørrebro","0141","2015","August","5,4"
"Nørrebro","0141","2015","September","7,75"
"Nørrebro","0141","2015","Oktober","6,5"
"Nørrebro","0141","2015","November","7,2"
"Nørrebro","0141","2015","December","9,5"
"Nørrebro","0141","2016","Januar","8"
"Nørrebro","0141","2016","Februar","11,4"
"Nørrebro","0141","2016","Marts","12,25"
"Nørrebro","0142","2015","Januar","9,5"
"Nørrebro","0142","2015","Februar","8"
"Nørrebro","0142","2015","Marts","9,2"
"Nørrebro","0142","2015","April","9"
"Nørrebro","0142","2015","Maj","7,5"
"Nørrebro","0142","2015","Juni","12,2"
"Nørrebro","0142","2015","Juli","12,5"
"Nørrebro","0142","2015","August","11,8"
"Nørrebro","0142","2015","September","13,5"
"Nørrebro","0142","2015","Oktober","17,25"
"Nørrebro","0142","2015","November","17,6"
"Nørrebro","0142","2015","December","17,75"
"Nørrebro","0142","2016","Januar","18,75"
"Nørrebro","0142","2016","Februar","17,2"
"Nørrebro","0142","2016","Marts","18,5"
"Nørrebro","0143","2015","Januar","6,25"
"Nørrebro","0143","2015","Februar","8,5"
"Nørrebro","0143","2015","Marts","7,6"
"Nørrebro","0143","2015","April","7,5"
"Nørrebro","0143","2015","Maj","7"
"Nørrebro","0143","2015","Juni","9,2"
"Nørrebro","0143","2015","Juli","7,25"
"Nørrebro","0143","2015","August","7,8"
"Nørrebro","0143","2015","September","7,25"
"Nørrebro","0143","2015","Oktober","9"
"Nørrebro","0143","2015","November","7,2"
"Nørrebro","0143","2015","December","8,5"
"Nørrebro","0143","2016","Januar","10,75"
"Nørrebro","0143","2016","Februar","12,6"
"Nørrebro","0143","2016","Marts","13,5"
"Nørrebro","0144","2015","Januar","15,75"
"Nørrebro","0144","2015","Februar","19,25"
"Nørrebro","0144","2015","Marts","19"
"Nørrebro","0144","2015","April","19"
"Nørrebro","0144","2015","Maj","19"
"Nørrebro","0144","2015","Juni","21,4"
"Nørrebro","0144","2015","Juli","16,75"
"Nørrebro","0144","2015","August","16,2"
"Nørrebro","0144","2015","September","17,25"
"Nørrebro","0144","2015","Oktober","18,75"
"Nørrebro","0144","2015","November","17,6"
"Nørrebro","0144","2015","December","15"
"Nørrebro","0144","2016","Januar","19,25"
"Nørrebro","0144","2016","Februar","18"
"Nørrebro","0144","2016","Marts","20"
"Nørrebro","0145","2015","Januar","22,75"
"Nørrebro","0145","2015","Februar","16,5"
"Nørrebro","0145","2015","Marts","15,2"
"Nørrebro","0145","2015","April","14,25"
"Nørrebro","0145","2015","Maj","14,25"
"Nørrebro","0145","2015","Juni","12,6"
"Nørrebro","0145","2015","Juli","14,75"
"Nørrebro","0145","2015","August","16,8"
"Nørrebro","0145","2015","September","19,25"
"Nørrebro","0145","2015","Oktober","17,75"
"Nørrebro","0145","2015","November","17,4"
"Nørrebro","0145","2015","December","16"
"Nørrebro","0145","2016","Januar","15,75"
"Nørrebro","0145","2016","Februar","11,2"
"Nørrebro","0145","2016","Marts","14"
"Nørrebro","0146","2015","Januar","8,75"
"Nørrebro","0146","2015","Februar","9,75"
"Nørrebro","0146","2015","Marts","10,4"
"Nørrebro","0146","2015","April","8,5"
"Nørrebro","0146","2015","Maj","8,5"
"Nørrebro","0146","2015","Juni","8,4"
"Nørrebro","0146","2015","Juli","8,5"
"Nørrebro","0146","2015","August","8"
"Nørrebro","0146","2015","September","8"
"Nørrebro","0146","2015","Oktober","9,75"
"Nørrebro","0146","2015","November","8,4"
"Nørrebro","0146","2015","December","10,25"
"Nørrebro","0146","2016","Januar","10"
"Nørrebro","0146","2016","Februar","9"
"Nørrebro","0146","2016","Marts","9,5"
"Nørrebro","0147","2015","Januar","14,5"
"Nørrebro","0147","2015","Februar","12,25"
"Nørrebro","0147","2015","Marts","13,6"
"Nørrebro","0147","2015","April","16,75"
"Nørrebro","0147","2015","Maj","15,25"
"Nørrebro","0147","2015","Juni","10,8"
"Nørrebro","0147","2015","Juli","9"
"Nørrebro","0147","2015","August","9,6"
"Nørrebro","0147","2015","September","8,5"
"Nørrebro","0147","2015","Oktober","8,75"
"Nørrebro","0147","2015","November","11,2"
"Nørrebro","0147","2015","December","10,75"
"Nørrebro","0147","2016","Januar","13"
"Nørrebro","0147","2016","Februar","10,2"
"Nørrebro","0147","2016","Marts","7,25"
"Nørrebro","0148","2015","Januar","21"
"Nørrebro","0148","2015","Februar","19,75"
"Nørrebro","0148","2015","Marts","20"
"Nørrebro","0148","2015","April","22"
"Nørrebro","0148","2015","Maj","26,5"
"Nørrebro","0148","2015","Juni","28,2"
"Nørrebro","0148","2015","Juli","23,75"
"Nørrebro","0148","2015","August","24,4"
"Nørrebro","0148","2015","September","19"
"Nørrebro","0148","2015","Oktober","20,75"
"Nørrebro","0148","2015","November","19,8"
"Nørrebro","0148","2015","December","22,75"
"Nørrebro","0148","2016","Januar","24,5"
"Nørrebro","0148","2016","Februar","23,6"
"Nørrebro","0148","2016","Marts","23,75"
"Nørrebro","0149","2015","Januar","9,75"
"Nørrebro","0149","2015","Februar","8,5"
"Nørrebro","0149","2015","Marts","10,8"
"Nørrebro","0149","2015","April","14,5"
"Nørrebro","0149","2015","Maj","17,5"
"Nørrebro","0149","2015","Juni","17,6"
"Nørrebro","0149","2015","Juli","15,75"
"Nørrebro","0149","2015","August","16,4"
"Nørrebro","0149","2015","September","18,25"
"Nørrebro","0149","2015","Oktober","17,25"
"Nørrebro","0149","2015","November","18"
"Nørrebro","0149","2015","December","20,5"
"Nørrebro","0149","2016","Januar","18,25"
"Nørrebro","0149","2016","Februar","18,8"
"Nørrebro","0149","2016","Marts","18,75"
"Nørrebro","0150","2015","Januar","8,75"
"Nørrebro","0150","2015","Februar","9,75"
"Nørrebro","0150","2015","Marts","13,4"
"Nørrebro","0150","2015","April","10,75"
"Nørrebro","0150","2015","Maj","12,5"
"Nørrebro","0150","2015","Juni","14,2"
"Nørrebro","0150","2015","Juli","11,25"
"Nørrebro","0150","2015","August","13,6"
"Nørrebro","0150","2015","September","17"
"Nørrebro","0150","2015","Oktober","14"
"Nørrebro","0150","2015","November","15,8"
"Nørrebro","0150","2015","December","21"
"Nørrebro","0150","2016","Januar","23"
"Nørrebro","0150","2016","Februar","21,6"
"Nørrebro","0150","2016","Marts","21,25"
"Nørrebro","0151","2015","Januar","12,25"
"Nørrebro","0151","2015","Februar","10"
"Nørrebro","0151","2015","Marts","9,6"
"Nørrebro","0151","2015","April","9,25"
"Nørrebro","0151","2015","Maj","10,25"
"Nørrebro","0151","2015","Juni","12,2"
"Nørrebro","0151","2015","Juli","12"
"Nørrebro","0151","2015","August","15"
"Nørrebro","0151","2015","September","12,5"
"Nørrebro","0151","2015","Oktober","12"
"Nørrebro","0151","2015","November","11"
"Nørrebro","0151","2015","December","10,25"
"Nørrebro","0151","2016","Januar","8"
"Nørrebro","0151","2016","Februar","10,8"
"Nørrebro","0151","2016","Marts","9,75"
"Nørrebro","0152","2015","Januar","10,5"
"Nørrebro","0152","2015","Februar","10,75"
"Nørrebro","0152","2015","Marts","11,4"
"Nørrebro","0152","2015","April","9"
"Nørrebro","0152","2015","Maj","8,75"
"Nørrebro","0152","2015","Juni","10"
"Nørrebro","0152","2015","Juli","8,75"
"Nørrebro","0152","2015","August","10,2"
"Nørrebro","0152","2015","September","8,5"
"Nørrebro","0152","2015","Oktober","6"
"Nørrebro","0152","2015","November","5,4"
"Nørrebro","0152","2015","December","5"
"Nørrebro","0152","2016","Januar","5"
"Nørrebro","0152","2016","Februar","5,6"
"Nørrebro","0152","2016","Marts","7,25"
"Nørrebro","0153","2015","Januar","27,75"
"Nørrebro","0153","2015","Februar","27,5"
"Nørrebro","0153","2015","Marts","24,2"
"Nørrebro","0153","2015","April","19,25"
"Nørrebro","0153","2015","Maj","19,25"
"Nørrebro","0153","2015","Juni","19,2"
"Nørrebro","0153","2015","Juli","14,25"
"Nørrebro","0153","2015","August","14,6"
"Nørrebro","0153","2015","September","16,5"
"Nørrebro","0153","2015","Oktober","19,75"
"Nørrebro","0153","2015","November","16,6"
"Nørrebro","0153","2015","December","16,5"
"Nørrebro","0153","2016","Januar","18"
"Nørrebro","0153","2016","Februar","17,4"
"Nørrebro","0153","2016","Marts","19"
"Nørrebro","0154","2015","Januar","6,75"
"Nørrebro","0154","2015","Februar","9,75"
"Nørrebro","0154","2015","Marts","11"
"Nørrebro","0154","2015","April","11,75"
"Nørrebro","0154","2015","Maj","9,5"
"Nørrebro","0154","2015","Juni","10"
"Nørrebro","0154","2015","Juli","9"
"Nørrebro","0154","2015","August","9,2"
"Nørrebro","0154","2015","September","9,25"
"Nørrebro","0154","2015","Oktober","10,5"
"Nørrebro","0154","2015","November","10,2"
"Nørrebro","0154","2015","December","11,75"
"Nørrebro","0154","2016","Januar","10,25"
"Nørrebro","0154","2016","Februar","11,8"
"Nørrebro","0154","2016","Marts","11,75"
"Nørrebro","0155","2015","Januar","12,75"
"Nørrebro","0155","2015","Februar","14"
"Nørrebro","0155","2015","Marts","14,4"
"Nørrebro","0155","2015","April","14,25"
"Nørrebro","0155","2015","Maj","15,75"
"Nørrebro","0155","2015","Juni","15,6"
"Nørrebro","0155","2015","Juli","14,25"
"Nørrebro","0155","2015","August","11,6"
"Nørrebro","0155","2015","September","12"
"Nørrebro","0155","2015","Oktober","14"
"Nørrebro","0155","2015","November","14,8"
"Nørrebro","0155","2015","December","15,25"
"Nørrebro","0155","2016","Januar","15,75"
"Nørrebro","0155","2016","Februar","16,2"
"Nørrebro","0155","2016","Marts","14,75"
"Nørrebro","0156","2015","Januar","31,5"
"Nørrebro","0156","2015","Februar","30,5"
"Nørrebro","0156","2015","Marts","33,8"
"Nørrebro","0156","2015","April","41,5"
"Nørrebro","0156","2015","Maj","42,5"
"Nørrebro","0156","2015","Juni","41,6"
"Nørrebro","0156","2015","Juli","36,75"
"Nørrebro","0156","2015","August","34"
"Nørrebro","0156","2015","September","28,5"
"Nørrebro","0156","2015","Oktober","32,5"
"Nørrebro","0156","2015","November","33,8"
"Nørrebro","0156","2015","December","37"
"Nørrebro","0156","2016","Januar","35,25"
"Nørrebro","0156","2016","Februar","37,6"
"Nørrebro","0156","2016","Marts","34"
"Nørrebro","0157","2015","Januar","21"
"Nørrebro","0157","2015","Februar","19,5"
"Nørrebro","0157","2015","Marts","16"
"Nørrebro","0157","2015","April","15,75"
"Nørrebro","0157","2015","Maj","14"
"Nørrebro","0157","2015","Juni","15,4"
"Nørrebro","0157","2015","Juli","16,5"
"Nørrebro","0157","2015","August","17,4"
"Nørrebro","0157","2015","September","18,5"
"Nørrebro","0157","2015","Oktober","21,75"
"Nørrebro","0157","2015","November","25,8"
"Nørrebro","0157","2015","December","26"
"Nørrebro","0157","2016","Januar","25"
"Nørrebro","0157","2016","Februar","25"
"Nørrebro","0157","2016","Marts","24,75"
"Nørrebro","0158","2015","Januar","9"
"Nørrebro","0158","2015","Februar","8,75"
"Nørrebro","0158","2015","Marts","8,2"
"Nørrebro","0158","2015","April","7,75"
"Nørrebro","0158","2015","Maj","9,5"
"Nørrebro","0158","2015","Juni","9,8"
"Nørrebro","0158","2015","Juli","9"
"Nørrebro","0158","2015","August","8,8"
"Nørrebro","0158","2015","September","9"
"Nørrebro","0158","2015","Oktober","7,5"
"Nørrebro","0158","2015","November","8,6"
"Nørrebro","0158","2015","December","9,25"
"Nørrebro","0158","2016","Januar","10,25"
"Nørrebro","0158","2016","Februar","10"
"Nørrebro","0158","2016","Marts","11,25"
"Nørrebro","0159","2015","Januar","27,5"
"Nørrebro","0159","2015","Februar","25,75"
"Nørrebro","0159","2015","Marts","24,2"
"Nørrebro","0159","2015","April","17,75"
"Nørrebro","0159","2015","Maj","20"
"Nørrebro","0159","2015","Juni","17,6"
"Nørrebro","0159","2015","Juli","18,5"
"Nørrebro","0159","2015","August","17,4"
"Nørrebro","0159","2015","September","20,5"
"Nørrebro","0159","2015","Oktober","26,5"
"Nørrebro","0159","2015","November","29"
"Nørrebro","0159","2015","December","30,25"
"Nørrebro","0159","2016","Januar","30,5"
"Nørrebro","0159","2016","Februar","32"
"Nørrebro","0159","2016","Marts","33,25"
"Nørrebro","0160","2015","Januar","7,75"
"Nørrebro","0160","2015","Februar","7,25"
"Nørrebro","0160","2015","Marts","5,2"
"Nørrebro","0160","2015","April","6,25"
"Nørrebro","0160","2015","Maj","6,75"
"Nørrebro","0160","2015","Juni","9,2"
"Nørrebro","0160","2015","Juli","8,25"
"Nørrebro","0160","2015","August","6"
"Nørrebro","0160","2015","September","7,25"
"Nørrebro","0160","2015","Oktober","7,25"
"Nørrebro","0160","2015","November","9,2"
"Nørrebro","0160","2015","December","10,75"
"Nørrebro","0160","2016","Januar","11,75"
"Nørrebro","0160","2016","Februar","11,8"
"Nørrebro","0160","2016","Marts","14,75"
"Nørrebro","0163","2015","Januar","17,25"
"Nørrebro","0163","2015","Februar","15,5"
"Nørrebro","0163","2015","Marts","15,6"
"Nørrebro","0163","2015","April","13"
"Nørrebro","0163","2015","Maj","12,75"
"Nørrebro","0163","2015","Juni","10,6"
"Nørrebro","0163","2015","Juli","10"
"Nørrebro","0163","2015","August","10,2"
"Nørrebro","0163","2015","September","14"
"Nørrebro","0163","2015","Oktober","15,5"
"Nørrebro","0163","2015","November","14,4"
"Nørrebro","0163","2015","December","14,75"
"Nørrebro","0163","2016","Januar","18,5"
"Nørrebro","0163","2016","Februar","19,8"
"Nørrebro","0163","2016","Marts","19,75"
"Nørrebro","0164","2015","Januar","45,75"
"Nørrebro","0164","2015","Februar","44,5"
"Nørrebro","0164","2015","Marts","47,6"
"Nørrebro","0164","2015","April","42,75"
"Nørrebro","0164","2015","Maj","41,5"
"Nørrebro","0164","2015","Juni","42,4"
"Nørrebro","0164","2015","Juli","42,25"
"Nørrebro","0164","2015","August","42,2"
"Nørrebro","0164","2015","September","43"
"Nørrebro","0164","2015","Oktober","45"
"Nørrebro","0164","2015","November","47,8"
"Nørrebro","0164","2015","December","48,5"
"Nørrebro","0164","2016","Januar","48,75"
"Nørrebro","0164","2016","Februar","44,2"
"Nørrebro","0164","2016","Marts","43"
"Nørrebro","0295","2015","Januar","3,75"
"Nørrebro","0295","2015","Februar","5,5"
"Nørrebro","0295","2015","Marts","6,2"
"Nørrebro","0295","2015","April","5,25"
"Nørrebro","0295","2015","Maj","5,5"
"Nørrebro","0295","2015","Juni","6"
"Nørrebro","0295","2015","Juli","5,75"
"Nørrebro","0295","2015","August","5,2"
"Nørrebro","0295","2015","September","3,25"
"Nørrebro","0295","2015","Oktober","4,75"
"Nørrebro","0295","2015","November","5,6"
"Nørrebro","0295","2015","December","7,25"
"Nørrebro","0295","2016","Januar","7"
"Nørrebro","0295","2016","Februar","6,8"
"Nørrebro","0295","2016","Marts","5,5"
"Nørrebro","0401","2015","Januar","16,75"
"Nørrebro","0401","2015","Februar","14,75"
"Nørrebro","0401","2015","Marts","14,8"
"Nørrebro","0401","2015","April","18"
"Nørrebro","0401","2015","Maj","18,25"
"Nørrebro","0401","2015","Juni","16,4"
"Nørrebro","0401","2015","Juli","12,25"
"Nørrebro","0401","2015","August","7,2"
"Nørrebro","0401","2015","September","5,5"
"Nørrebro","0401","2015","Oktober","5"
"Nørrebro","0401","2015","November","6"
"Nørrebro","0401","2015","December","8,25"
"Nørrebro","0401","2016","Januar","9,5"
"Nørrebro","0401","2016","Februar","9,2"
"Nørrebro","0401","2016","Marts","6"
"Nørrebro","0402","2015","Januar","10,25"
"Nørrebro","0402","2015","Februar","10,5"
"Nørrebro","0402","2015","Marts","13,8"
"Nørrebro","0402","2015","April","12,5"
"Nørrebro","0402","2015","Maj","12,25"
