statsborgerskab	køn	alder	oprindelsesland	2006	2007	2008	2009	2010	2011	2012	2013
Udenlandsk	Mænd	40-49 år	Portugal	56	59	63	71	72	76	86	102
Udenlandsk	Mænd	40-49 år	Rumænien	39	34	58	134	204	283	391	514
Udenlandsk	Mænd	40-49 år	Rusland	113	125	129	142	147	157	166	181
Udenlandsk	Mænd	40-49 år	San Marino	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Schweiz	88	97	111	125	129	141	140	145
Udenlandsk	Mænd	40-49 år	Serbien	0	4	13	19	28	31	41	50
Udenlandsk	Mænd	40-49 år	Serbien og Montenegro	66	82	88	81	76	75	71	67
Udenlandsk	Mænd	40-49 år	Slovakiet	3	3	25	38	31	35	39	53
Udenlandsk	Mænd	40-49 år	Slovenien	2	4	7	12	11	14	13	10
Udenlandsk	Mænd	40-49 år	Sovjetunionen	27	24	26	26	27	24	24	25
Udenlandsk	Mænd	40-49 år	Spanien	159	150	160	174	186	204	220	255
Udenlandsk	Mænd	40-49 år	Storbritannien	1752	1863	1976	2067	2098	2135	2176	2166
Udenlandsk	Mænd	40-49 år	Sverige	674	675	703	712	692	670	662	672
Udenlandsk	Mænd	40-49 år	Tjekkiet	7	8	13	18	16	16	20	22
Udenlandsk	Mænd	40-49 år	Tjekkoslovakiet	19	17	19	18	15	16	14	11
Udenlandsk	Mænd	40-49 år	Tyrkiet	2121	2266	2382	2549	2706	2800	2846	2893
Udenlandsk	Mænd	40-49 år	DDR	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Tyskland	1456	1648	1991	2276	2313	2347	2326	2265
Udenlandsk	Mænd	40-49 år	Ukraine	25	26	28	32	39	45	45	55
Udenlandsk	Mænd	40-49 år	Ungarn	14	14	24	46	77	95	120	133
Udenlandsk	Mænd	40-49 år	Vatikanstaten	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Østrig	56	64	63	68	75	72	77	79
Udenlandsk	Mænd	40-49 år	Europa uoplyst	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Algeriet	61	59	61	63	64	62	56	55
Udenlandsk	Mænd	40-49 år	Angola	9	9	10	10	14	14	15	18
Udenlandsk	Mænd	40-49 år	Benin	4	5	5	5	7	9	11	8
Udenlandsk	Mænd	40-49 år	Botswana	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Burkina Faso	3	2	2	1	3	4	3	2
Udenlandsk	Mænd	40-49 år	Burundi	17	17	25	24	26	25	25	28
Udenlandsk	Mænd	40-49 år	Cameroun	11	13	16	17	28	32	40	50
Udenlandsk	Mænd	40-49 år	Centralafrikanske Republik	0	1	1	1	1	1	1	0
Udenlandsk	Mænd	40-49 år	Comorerne	1	1	1	1	1	1	1	1
Udenlandsk	Mænd	40-49 år	Congo, Demokratiske Republik	14	19	28	29	27	31	43	52
Udenlandsk	Mænd	40-49 år	Congo, Republikken	20	25	30	35	39	43	48	54
Udenlandsk	Mænd	40-49 år	Djibouti	1	1	1	0	0	1	1	1
Udenlandsk	Mænd	40-49 år	Egypten	84	82	83	84	87	94	101	100
Udenlandsk	Mænd	40-49 år	Elfenbenskysten	17	19	24	31	35	39	47	40
Udenlandsk	Mænd	40-49 år	Eritrea	7	8	6	8	8	9	11	14
Udenlandsk	Mænd	40-49 år	Etiopien	45	43	40	41	40	41	41	46
Udenlandsk	Mænd	40-49 år	Gabon	0	0	0	0	1	0	0	0
Udenlandsk	Mænd	40-49 år	Gambia	55	55	51	54	54	59	58	55
Udenlandsk	Mænd	40-49 år	Ghana	111	113	123	134	148	164	164	165
Udenlandsk	Mænd	40-49 år	Guinea	6	7	8	7	7	7	9	10
Udenlandsk	Mænd	40-49 år	Guinea-Bissau	4	7	8	8	9	14	9	8
Udenlandsk	Mænd	40-49 år	Kap Verde	0	1	1	2	3	3	3	4
Udenlandsk	Mænd	40-49 år	Kenya	28	31	34	43	44	52	53	43
Udenlandsk	Mænd	40-49 år	Lesotho	2	1	1	1	1	1	1	1
Udenlandsk	Mænd	40-49 år	Liberia	5	9	10	8	10	8	9	12
Udenlandsk	Mænd	40-49 år	Libyen	14	14	16	16	15	16	15	16
Udenlandsk	Mænd	40-49 år	Madagaskar	3	3	2	2	2	2	1	1
Udenlandsk	Mænd	40-49 år	Malawi	2	1	1	0	0	0	1	1
Udenlandsk	Mænd	40-49 år	Mali	4	3	3	4	4	4	3	4
Udenlandsk	Mænd	40-49 år	Marokko	223	238	263	289	307	316	312	325
Udenlandsk	Mænd	40-49 år	Mauretanien	2	2	3	2	2	1	0	0
Udenlandsk	Mænd	40-49 år	Mauritius	2	2	3	4	5	5	6	6
Udenlandsk	Mænd	40-49 år	Mozambique	8	8	9	10	10	12	8	9
Udenlandsk	Mænd	40-49 år	Namibia	2	1	1	1	1	1	1	0
Udenlandsk	Mænd	40-49 år	Niger	0	0	0	1	1	2	2	2
Udenlandsk	Mænd	40-49 år	Nigeria	52	59	76	93	113	139	156	159
Udenlandsk	Mænd	40-49 år	Reunion	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Rwanda	11	11	12	13	15	19	16	18
Udenlandsk	Mænd	40-49 år	Sao Tome og Principe	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Senegal	8	7	8	9	11	14	18	17
Udenlandsk	Mænd	40-49 år	Seychellerne	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Sierra Leone	21	22	21	21	25	27	25	27
Udenlandsk	Mænd	40-49 år	Somalia	633	612	645	699	750	766	731	745
Udenlandsk	Mænd	40-49 år	Spanske besiddelser i Afrika	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Skt. Helena	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Sudan	42	53	59	59	62	63	69	64
Udenlandsk	Mænd	40-49 år	Eswantini	0	0	0	1	2	3	1	1
Udenlandsk	Mænd	40-49 år	Sydafrika	34	34	44	44	53	60	65	80
Udenlandsk	Mænd	40-49 år	Sydsudan	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Sydvestafrika	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Tanzania	27	28	31	31	29	26	28	26
Udenlandsk	Mænd	40-49 år	Tchad	1	1	1	1	0	0	0	0
Udenlandsk	Mænd	40-49 år	Togo	12	10	13	14	15	15	13	16
Udenlandsk	Mænd	40-49 år	Tunesien	70	86	96	96	93	87	86	82
Udenlandsk	Mænd	40-49 år	Uganda	29	25	27	31	36	37	37	39
Udenlandsk	Mænd	40-49 år	Zambia	11	13	16	15	16	17	19	21
Udenlandsk	Mænd	40-49 år	Zimbabwe	6	9	9	10	12	12	12	11
Udenlandsk	Mænd	40-49 år	Ækvatorialguinea	0	0	0	1	1	1	0	0
Udenlandsk	Mænd	40-49 år	Afrika uoplyst	7	7	7	10	9	8	9	11
Udenlandsk	Mænd	40-49 år	Canada	127	134	138	145	150	143	150	152
Udenlandsk	Mænd	40-49 år	USA	600	629	661	699	732	745	723	733
Udenlandsk	Mænd	40-49 år	Nordamerika uoplyst	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Antigua og Barbuda	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Argentina	35	41	48	44	47	48	49	56
Udenlandsk	Mænd	40-49 år	Aruba	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Bahamas	0	1	1	1	1	1	2	2
Udenlandsk	Mænd	40-49 år	Barbados	2	1	3	3	5	5	6	6
Udenlandsk	Mænd	40-49 år	Belize	2	2	2	2	1	1	0	0
Udenlandsk	Mænd	40-49 år	Bermuda	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Bolivia	7	10	10	9	8	10	9	11
Udenlandsk	Mænd	40-49 år	Brasilien	43	41	44	50	56	63	62	69
Udenlandsk	Mænd	40-49 år	Britisk Vestindien	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Chile	66	64	66	64	62	65	67	74
Udenlandsk	Mænd	40-49 år	Colombia	20	18	17	20	24	23	23	26
Udenlandsk	Mænd	40-49 år	Costa Rica	2	3	4	5	6	7	8	8
Udenlandsk	Mænd	40-49 år	Cuba	14	23	19	30	40	47	54	57
Udenlandsk	Mænd	40-49 år	Curacao	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Dominica	1	1	2	3	2	2	2	2
Udenlandsk	Mænd	40-49 år	Dominikanske Republik	1	1	1	3	4	4	5	5
Udenlandsk	Mænd	40-49 år	Ecuador	9	7	6	7	8	5	6	9
Udenlandsk	Mænd	40-49 år	El Salvador	1	3	4	4	5	6	6	6
Udenlandsk	Mænd	40-49 år	Falklandsøerne	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Fransk Guyana	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Fransk Vestindien	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Grenada	0	0	0	0	0	1	1	1
Udenlandsk	Mænd	40-49 år	Guadeloupe	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Guatemala	2	2	2	3	4	5	4	5
Udenlandsk	Mænd	40-49 år	Guyana	4	4	3	4	4	5	4	4
Udenlandsk	Mænd	40-49 år	Haiti	0	0	0	0	0	0	1	1
Udenlandsk	Mænd	40-49 år	Nederlandske Antiller	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Honduras	5	5	5	4	4	5	4	3
Udenlandsk	Mænd	40-49 år	Jamaica	9	12	12	12	13	13	15	15
Udenlandsk	Mænd	40-49 år	Martinique	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Mexico	21	20	27	26	30	35	39	45
Udenlandsk	Mænd	40-49 år	Nauru	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Nicaragua	7	10	10	9	8	7	6	6
Udenlandsk	Mænd	40-49 år	Panama	2	2	4	4	3	6	7	7
Udenlandsk	Mænd	40-49 år	Paraguay	2	3	3	1	0	0	0	0
Udenlandsk	Mænd	40-49 år	Peru	17	15	23	28	27	23	27	28
Udenlandsk	Mænd	40-49 år	Puerto Rico	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Skt. Kitts og Nevis	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Skt. Lucia	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Skt. Vincent og Grenadinerne	0	0	1	1	1	1	0	1
Udenlandsk	Mænd	40-49 år	Surinam	3	3	3	4	4	3	2	1
Udenlandsk	Mænd	40-49 år	Trinidad og Tobago	4	7	9	9	10	11	10	6
Udenlandsk	Mænd	40-49 år	Uruguay	12	12	13	13	10	6	8	9
Udenlandsk	Mænd	40-49 år	Venezuela	13	14	13	14	13	18	17	20
Udenlandsk	Mænd	40-49 år	Vestindiske Øer	1	1	1	1	1	0	0	0
Udenlandsk	Mænd	40-49 år	Syd- og Mellemamerika uoplyst	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Abu Dhabi	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Afghanistan	569	582	595	601	569	588	582	555
Udenlandsk	Mænd	40-49 år	Armenien	28	26	27	26	25	26	27	31
Udenlandsk	Mænd	40-49 år	Aserbajdsjan	18	20	20	26	26	28	25	26
Udenlandsk	Mænd	40-49 år	Bahrain	1	1	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Bangladesh	21	14	23	27	36	49	54	61
Udenlandsk	Mænd	40-49 år	Bhutan	2	2	3	6	22	20	40	45
Udenlandsk	Mænd	40-49 år	Brunei	2	2	2	2	1	1	1	1
Udenlandsk	Mænd	40-49 år	Cambodja	5	5	5	6	7	7	6	6
Udenlandsk	Mænd	40-49 år	Dubai	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Filippinerne	99	100	109	106	103	114	112	115
Udenlandsk	Mænd	40-49 år	Forenede Arabiske Emirater	1	1	1	2	2	2	1	2
Udenlandsk	Mænd	40-49 år	Georgien	14	11	9	9	10	11	15	12
Udenlandsk	Mænd	40-49 år	Hongkong	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Indien	135	133	166	173	177	212	228	263
Udenlandsk	Mænd	40-49 år	Indokina	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Indonesien	18	21	22	28	37	47	54	60
Udenlandsk	Mænd	40-49 år	Irak	1374	1370	1412	1385	1347	1397	1345	1336
Udenlandsk	Mænd	40-49 år	Iran	580	589	584	554	535	533	543	556
Udenlandsk	Mænd	40-49 år	Israel	109	116	127	134	131	140	147	147
Udenlandsk	Mænd	40-49 år	Japan	48	53	50	49	53	48	47	53
Udenlandsk	Mænd	40-49 år	Jordan	43	53	51	56	65	67	75	73
Udenlandsk	Mænd	40-49 år	Kasakhstan	1	2	3	3	2	3	3	3
Udenlandsk	Mænd	40-49 år	Kina	273	273	287	299	322	333	338	343
Udenlandsk	Mænd	40-49 år	Kirgisistan	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Kuwait	74	83	83	93	90	89	89	90
Udenlandsk	Mænd	40-49 år	Laos	0	0	2	3	2	2	2	2
Udenlandsk	Mænd	40-49 år	Libanon	331	350	384	407	459	467	489	493
Udenlandsk	Mænd	40-49 år	Macao	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Malaysia	14	13	14	14	12	16	14	23
Udenlandsk	Mænd	40-49 år	Maldiverne	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Mellemøsten uoplyst	5	6	6	5	4	4	5	10
Udenlandsk	Mænd	40-49 år	Mongoliet	2	2	2	3	2	2	2	2
Udenlandsk	Mænd	40-49 år	Myanmar	24	40	63	77	91	127	150	181
Udenlandsk	Mænd	40-49 år	Nepal	12	20	24	25	33	37	45	54
Udenlandsk	Mænd	40-49 år	Nordkorea	1	0	0	1	2	5	6	4
Udenlandsk	Mænd	40-49 år	Oman	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Pakistan	472	486	503	525	553	596	628	682
Udenlandsk	Mænd	40-49 år	Vestbredden og Gaza	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Qatar	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Saudi-Arabien	4	4	5	5	6	5	4	4
Udenlandsk	Mænd	40-49 år	Sikkim	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Singapore	12	16	23	23	23	22	22	20
Udenlandsk	Mænd	40-49 år	Sri Lanka	253	274	295	289	284	286	282	272
Udenlandsk	Mænd	40-49 år	Sydkorea	11	12	14	13	12	15	17	19
Udenlandsk	Mænd	40-49 år	Syrien	52	63	71	82	89	113	146	207
Udenlandsk	Mænd	40-49 år	Tadsjikistan	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Taiwan	6	4	6	7	7	5	4	3
Udenlandsk	Mænd	40-49 år	Thailand	59	64	71	80	95	104	105	118
Udenlandsk	Mænd	40-49 år	Trucial Oman	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Turkmenistan	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Usbekistan	4	5	8	7	6	4	7	6
Udenlandsk	Mænd	40-49 år	Vietnam	265	267	280	306	322	329	337	330
Udenlandsk	Mænd	40-49 år	Nordyemen	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Yemen	7	8	8	6	6	6	6	7
Udenlandsk	Mænd	40-49 år	Asien uoplyst	0	0	0	0	0	0	0	1
Udenlandsk	Mænd	40-49 år	Australien	126	139	158	170	182	190	191	188
Udenlandsk	Mænd	40-49 år	Cookøerne	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Fiji	0	1	1	1	1	1	1	1
Udenlandsk	Mænd	40-49 år	Franske besiddelser i Stillehavet	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Kiribati	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Marshalløerne	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	New Zealand	57	67	70	77	78	80	89	93
Udenlandsk	Mænd	40-49 år	Papua Ny Guinea	1	1	1	1	2	2	1	1
Udenlandsk	Mænd	40-49 år	Salomonøerne	0	1	1	1	1	1	1	1
Udenlandsk	Mænd	40-49 år	Samoa	0	0	0	0	0	0	1	1
Udenlandsk	Mænd	40-49 år	Tonga	1	1	1	1	1	1	1	1
Udenlandsk	Mænd	40-49 år	Tuvalu	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Vanuatu	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Østtimor	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Øer i Stillehavet	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	40-49 år	Statsløs	11	13	14	18	20	21	22	20
Udenlandsk	Mænd	40-49 år	Uoplyst	43	43	42	41	38	34	26	22
Udenlandsk	Mænd	50-59 år	Danmark	121	167	232	286	333	392	429	451
Udenlandsk	Mænd	50-59 år	Albanien	4	4	4	4	4	7	6	6
Udenlandsk	Mænd	50-59 år	Andorra	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	50-59 år	Belgien	21	24	27	25	31	34	44	50
Udenlandsk	Mænd	50-59 år	Bosnien-Hercegovina	903	938	957	1003	1009	1040	1085	1068
Udenlandsk	Mænd	50-59 år	Bulgarien	9	10	14	25	35	46	54	82
Udenlandsk	Mænd	50-59 år	Cypern	1	1	1	1	2	4	4	4
Udenlandsk	Mænd	50-59 år	Estland	1	1	2	4	5	5	7	10
Udenlandsk	Mænd	50-59 år	Finland	96	93	99	94	88	80	84	90
Udenlandsk	Mænd	50-59 år	Frankrig	203	210	227	221	218	225	226	238
Udenlandsk	Mænd	50-59 år	Grækenland	78	79	86	94	92	94	101	117
Udenlandsk	Mænd	50-59 år	Belarus	4	3	4	4	4	6	6	3
Udenlandsk	Mænd	50-59 år	Irland	151	156	175	177	174	181	194	182
Udenlandsk	Mænd	50-59 år	Island	260	287	307	332	367	395	394	422
Udenlandsk	Mænd	50-59 år	Italien	302	310	326	343	348	365	383	412
Udenlandsk	Mænd	50-59 år	Jugoslavien	547	544	515	537	541	548	574	593
Udenlandsk	Mænd	50-59 år	Jugoslavien, Forbundsrepublikken	42	47	50	55	60	64	66	65
Udenlandsk	Mænd	50-59 år	Kosovo	0	0	0	12	26	35	41	43
Udenlandsk	Mænd	50-59 år	Kroatien	33	30	29	29	31	30	29	29
Udenlandsk	Mænd	50-59 år	Letland	0	1	5	7	14	24	36	40
Udenlandsk	Mænd	50-59 år	Liechtenstein	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	50-59 år	Litauen	16	20	36	41	43	72	87	105
Udenlandsk	Mænd	50-59 år	Luxembourg	4	5	5	5	5	4	4	4
Udenlandsk	Mænd	50-59 år	Nordmakedonien	69	66	69	62	67	72	77	85
Udenlandsk	Mænd	50-59 år	Malta	4	5	7	7	8	8	9	8
Udenlandsk	Mænd	50-59 år	Moldova	1	1	1	2	3	4	4	6
Udenlandsk	Mænd	50-59 år	Monaco	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	50-59 år	Montenegro	0	1	4	4	4	4	5	4
Udenlandsk	Mænd	50-59 år	Nederlandene	323	340	373	393	422	460	497	533
Udenlandsk	Mænd	50-59 år	Nordirland	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	50-59 år	Norge	654	656	663	683	672	654	659	635
Udenlandsk	Mænd	50-59 år	Polen	204	309	506	726	790	848	936	1073
Udenlandsk	Mænd	50-59 år	Portugal	26	24	28	31	31	40	44	43
Udenlandsk	Mænd	50-59 år	Rumænien	17	18	21	36	60	75	100	142
Udenlandsk	Mænd	50-59 år	Rusland	32	33	44	60	71	78	77	89
Udenlandsk	Mænd	50-59 år	San Marino	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	50-59 år	Schweiz	97	98	97	96	85	81	89	91
Udenlandsk	Mænd	50-59 år	Serbien	0	0	5	6	11	19	22	25
Udenlandsk	Mænd	50-59 år	Serbien og Montenegro	13	21	25	30	30	35	36	39
Udenlandsk	Mænd	50-59 år	Slovakiet	4	5	8	21	17	20	23	22
Udenlandsk	Mænd	50-59 år	Slovenien	1	1	2	1	1	1	2	4
Udenlandsk	Mænd	50-59 år	Sovjetunionen	15	15	13	19	18	21	21	25
Udenlandsk	Mænd	50-59 år	Spanien	118	122	113	106	105	115	127	128
Udenlandsk	Mænd	50-59 år	Storbritannien	1275	1309	1350	1381	1422	1482	1535	1604
Udenlandsk	Mænd	50-59 år	Sverige	633	643	624	637	598	588	571	582
Udenlandsk	Mænd	50-59 år	Tjekkiet	3	5	8	9	10	9	12	14
Udenlandsk	Mænd	50-59 år	Tjekkoslovakiet	11	13	9	9	9	8	8	12
Udenlandsk	Mænd	50-59 år	Tyrkiet	1069	1050	1065	1088	1177	1318	1427	1539
Udenlandsk	Mænd	50-59 år	DDR	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	50-59 år	Tyskland	1213	1239	1286	1371	1426	1453	1470	1531
Udenlandsk	Mænd	50-59 år	Ukraine	7	9	9	13	14	15	14	17
Udenlandsk	Mænd	50-59 år	Ungarn	19	22	26	31	31	38	44	59
Udenlandsk	Mænd	50-59 år	Vatikanstaten	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	50-59 år	Østrig	60	51	53	50	51	52	51	53
Udenlandsk	Mænd	50-59 år	Europa uoplyst	2	0	1	1	1	1	1	1
Udenlandsk	Mænd	50-59 år	Algeriet	31	36	38	43	42	42	45	40
Udenlandsk	Mænd	50-59 år	Angola	1	1	1	1	2	3	5	6
Udenlandsk	Mænd	50-59 år	Benin	1	2	2	3	4	5	4	5
Udenlandsk	Mænd	50-59 år	Botswana	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	50-59 år	Burkina Faso	1	1	1	2	0	0	0	1
Udenlandsk	Mænd	50-59 år	Burundi	1	2	2	3	5	11	11	11
Udenlandsk	Mænd	50-59 år	Cameroun	5	6	5	7	5	6	7	9
Udenlandsk	Mænd	50-59 år	Centralafrikanske Republik	0	0	0	0	0	0	0	1
Udenlandsk	Mænd	50-59 år	Comorerne	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	50-59 år	Congo, Demokratiske Republik	0	0	2	5	10	13	13	20
Udenlandsk	Mænd	50-59 år	Congo, Republikken	5	7	9	11	11	11	16	18
Udenlandsk	Mænd	50-59 år	Djibouti	1	1	1	1	1	1	1	1
Udenlandsk	Mænd	50-59 år	Egypten	45	41	47	49	48	53	54	58
Udenlandsk	Mænd	50-59 år	Elfenbenskysten	6	9	10	10	7	6	5	9
Udenlandsk	Mænd	50-59 år	Eritrea	3	3	4	4	6	7	7	8
Udenlandsk	Mænd	50-59 år	Etiopien	15	19	17	20	24	27	28	31
Udenlandsk	Mænd	50-59 år	Gabon	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	50-59 år	Gambia	16	22	27	28	34	36	39	37
Udenlandsk	Mænd	50-59 år	Ghana	30	29	39	55	54	64	80	92
Udenlandsk	Mænd	50-59 år	Guinea	3	3	3	3	4	5	5	6
Udenlandsk	Mænd	50-59 år	Guinea-Bissau	0	0	0	1	2	2	3	5
Udenlandsk	Mænd	50-59 år	Kap Verde	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	50-59 år	Kenya	16	15	11	11	13	13	18	24
Udenlandsk	Mænd	50-59 år	Lesotho	1	2	2	2	1	1	1	1
Udenlandsk	Mænd	50-59 år	Liberia	1	1	1	3	2	3	3	2
Udenlandsk	Mænd	50-59 år	Libyen	1	1	3	4	4	5	6	6
Udenlandsk	Mænd	50-59 år	Madagaskar	0	0	1	1	1	1	2	2
Udenlandsk	Mænd	50-59 år	Malawi	1	2	2	2	1	1	0	0
Udenlandsk	Mænd	50-59 år	Mali	2	2	2	2	2	2	2	2
Udenlandsk	Mænd	50-59 år	Marokko	87	89	97	100	115	129	142	151
Udenlandsk	Mænd	50-59 år	Mauretanien	0	0	0	1	1	1	1	1
Udenlandsk	Mænd	50-59 år	Mauritius	2	1	1	0	0	0	0	1
Udenlandsk	Mænd	50-59 år	Mozambique	2	2	2	2	2	2	4	6
Udenlandsk	Mænd	50-59 år	Namibia	1	2	1	1	1	1	1	2
Udenlandsk	Mænd	50-59 år	Niger	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	50-59 år	Nigeria	10	8	8	10	11	14	18	23
Udenlandsk	Mænd	50-59 år	Reunion	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	50-59 år	Rwanda	2	4	4	4	4	4	4	5
Udenlandsk	Mænd	50-59 år	Sao Tome og Principe	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	50-59 år	Senegal	3	3	2	2	1	1	1	4
Udenlandsk	Mænd	50-59 år	Seychellerne	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	50-59 år	Sierra Leone	8	8	9	10	11	12	13	15
Udenlandsk	Mænd	50-59 år	Somalia	179	188	200	216	228	287	306	336
Udenlandsk	Mænd	50-59 år	Spanske besiddelser i Afrika	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	50-59 år	Skt. Helena	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	50-59 år	Sudan	12	13	14	17	21	23	19	25
Udenlandsk	Mænd	50-59 år	Eswantini	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	50-59 år	Sydafrika	21	24	27	28	27	27	27	27
Udenlandsk	Mænd	50-59 år	Sydsudan	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	50-59 år	Sydvestafrika	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	50-59 år	Tanzania	11	11	11	13	16	20	20	18
Udenlandsk	Mænd	50-59 år	Tchad	1	1	1	1	2	2	1	1
Udenlandsk	Mænd	50-59 år	Togo	2	2	2	3	4	3	5	7
Udenlandsk	Mænd	50-59 år	Tunesien	27	32	34	34	37	44	43	50
Udenlandsk	Mænd	50-59 år	Uganda	10	12	12	14	14	16	12	14
Udenlandsk	Mænd	50-59 år	Zambia	2	2	2	2	2	4	4	5
Udenlandsk	Mænd	50-59 år	Zimbabwe	8	8	10	10	10	10	10	8
Udenlandsk	Mænd	50-59 år	Ækvatorialguinea	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	50-59 år	Afrika uoplyst	2	2	1	2	4	7	6	7
Udenlandsk	Mænd	50-59 år	Canada	69	64	66	70	79	86	88	97
Udenlandsk	Mænd	50-59 år	USA	392	414	415	451	467	511	543	561
Udenlandsk	Mænd	50-59 år	Nordamerika uoplyst	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	50-59 år	Antigua og Barbuda	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	50-59 år	Argentina	17	19	21	24	24	27	26	32
Udenlandsk	Mænd	50-59 år	Aruba	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	50-59 år	Bahamas	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	50-59 år	Barbados	2	3	3	3	2	2	1	1
Udenlandsk	Mænd	50-59 år	Belize	0	0	0	0	1	1	1	1
Udenlandsk	Mænd	50-59 år	Bermuda	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	50-59 år	Bolivia	1	1	1	3	5	4	4	2
Udenlandsk	Mænd	50-59 år	Brasilien	12	11	10	10	12	18	20	24
Udenlandsk	Mænd	50-59 år	Britisk Vestindien	0	0	0	0	0	0	0	0
Udenlandsk	Mænd	50-59 år	Chile	46	52	55	53	48	48	49	46
