region	sex	age	country of origin	2017Q1	2017Q2	2017Q3	2017Q4	2018Q1	2018Q2	2018Q3	2018Q4
Copenhagen	Men	0-4 years	Montenegro	4	4	4	4	4	4	4	4
Copenhagen	Men	0-4 years	Netherlands	29	33	32	32	30	34	35	29
Copenhagen	Men	0-4 years	Northern Ireland	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Norway	53	55	53	47	48	42	47	46
Copenhagen	Men	0-4 years	Poland	140	138	144	146	142	143	140	140
Copenhagen	Men	0-4 years	Portugal	25	27	28	28	29	27	28	28
Copenhagen	Men	0-4 years	Romania	70	75	81	83	80	78	75	79
Copenhagen	Men	0-4 years	Russia	39	43	42	45	46	44	45	49
Copenhagen	Men	0-4 years	San Marino	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Switzerland	4	5	7	6	6	6	6	8
Copenhagen	Men	0-4 years	Serbia	13	13	13	16	15	15	15	16
Copenhagen	Men	0-4 years	Serbia and Montenegro	6	6	6	6	6	5	5	4
Copenhagen	Men	0-4 years	Slovakia	5	6	8	9	9	9	9	11
Copenhagen	Men	0-4 years	Slovenia	2	2	2	2	2	2	2	2
Copenhagen	Men	0-4 years	Soviet Union	6	5	6	6	6	6	5	6
Copenhagen	Men	0-4 years	Spain	40	40	44	41	42	46	52	56
Copenhagen	Men	0-4 years	United Kingdom	72	70	70	71	71	67	65	73
Copenhagen	Men	0-4 years	Sweden	82	91	91	97	100	95	91	90
Copenhagen	Men	0-4 years	Czech Republic	9	8	7	6	7	7	9	9
Copenhagen	Men	0-4 years	Czechoslovakia	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Turkey	130	124	126	127	125	120	116	120
Copenhagen	Men	0-4 years	GDR	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Germany	87	88	91	89	89	91	89	94
Copenhagen	Men	0-4 years	Ukraine	28	28	27	27	29	30	28	27
Copenhagen	Men	0-4 years	Hungary	16	16	16	13	20	18	18	21
Copenhagen	Men	0-4 years	Vatican City State	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Austria	4	4	5	5	5	5	6	6
Copenhagen	Men	0-4 years	Europe not stated	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Algeria	12	11	11	12	10	11	12	8
Copenhagen	Men	0-4 years	Angola	3	3	1	0	0	0	0	0
Copenhagen	Men	0-4 years	Benin	2	3	3	3	3	3	3	1
Copenhagen	Men	0-4 years	Botswana	2	2	3	3	3	3	3	2
Copenhagen	Men	0-4 years	Burkina Faso	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Burundi	8	8	8	8	7	7	6	6
Copenhagen	Men	0-4 years	Cameroon	10	9	9	8	8	9	10	8
Copenhagen	Men	0-4 years	Central African Republic	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Comoros	0	0	0	1	1	1	1	1
Copenhagen	Men	0-4 years	Congo, Democratic Republic	4	4	4	4	3	4	4	3
Copenhagen	Men	0-4 years	Congo, Republic	4	2	2	2	2	2	2	3
Copenhagen	Men	0-4 years	Djibouti	4	4	4	4	3	3	3	3
Copenhagen	Men	0-4 years	Egypt	11	10	10	11	12	10	11	11
Copenhagen	Men	0-4 years	Ivory Coast	7	7	9	8	8	8	10	10
Copenhagen	Men	0-4 years	Eritrea	7	7	4	5	5	6	9	10
Copenhagen	Men	0-4 years	Ethiopia	25	23	22	24	23	24	22	23
Copenhagen	Men	0-4 years	Gabon	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Gambia, The	10	10	11	11	12	12	11	10
Copenhagen	Men	0-4 years	Ghana	26	28	24	20	19	23	22	23
Copenhagen	Men	0-4 years	Guinea	4	4	3	2	2	3	3	3
Copenhagen	Men	0-4 years	Guinea-Bissau	0	1	1	1	1	1	1	0
Copenhagen	Men	0-4 years	Cape Verde	2	2	2	2	2	2	2	1
Copenhagen	Men	0-4 years	Kenya	6	8	9	10	12	11	11	12
Copenhagen	Men	0-4 years	Lesotho	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Liberia	1	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Libya	6	6	6	6	6	5	5	5
Copenhagen	Men	0-4 years	Madagascar	0	0	0	0	0	0	1	2
Copenhagen	Men	0-4 years	Malawi	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Mali	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Morocco	128	131	119	118	114	113	113	107
Copenhagen	Men	0-4 years	Mauritania	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Mauritius	0	0	0	0	0	1	1	1
Copenhagen	Men	0-4 years	Mozambique	3	3	3	3	3	3	3	3
Copenhagen	Men	0-4 years	Namibia	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Niger	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Nigeria	24	23	22	22	22	25	26	29
Copenhagen	Men	0-4 years	Reunion	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Rwanda	3	3	3	3	3	2	2	1
Copenhagen	Men	0-4 years	Sao Tome and Principe	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Senegal	5	4	4	4	3	3	3	3
Copenhagen	Men	0-4 years	Seychelles	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Sierra Leone	10	9	10	11	10	10	11	11
Copenhagen	Men	0-4 years	Somalia	222	220	223	213	213	205	198	199
Copenhagen	Men	0-4 years	Spanish territories in Africa	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Saint Helena	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Sudan	11	13	13	11	10	9	9	9
Copenhagen	Men	0-4 years	Eswantini	1	1	1	2	2	2	2	1
Copenhagen	Men	0-4 years	South Africa	6	7	6	6	6	6	6	5
Copenhagen	Men	0-4 years	South Sudan	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Southwest Africa	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Tanzania	3	3	3	3	4	3	2	1
Copenhagen	Men	0-4 years	Chad	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Togo	0	0	0	0	0	1	1	1
Copenhagen	Men	0-4 years	Tunisia	8	7	5	4	5	4	4	3
Copenhagen	Men	0-4 years	Uganda	15	12	14	14	14	14	15	15
Copenhagen	Men	0-4 years	Zambia	1	1	2	2	2	2	2	2
Copenhagen	Men	0-4 years	Zimbabwe	1	2	2	2	2	3	2	2
Copenhagen	Men	0-4 years	Equatorial Guinea	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Africa not stated	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Canada	8	11	11	9	10	9	9	8
Copenhagen	Men	0-4 years	USA	53	48	47	50	43	46	46	49
Copenhagen	Men	0-4 years	North America not stated	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Antigua and Barbuda	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Argentina	7	9	9	9	9	10	11	9
Copenhagen	Men	0-4 years	Aruba	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Bahamas	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Barbados	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Belize	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Bermuda	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Bolivia	0	1	1	1	1	1	1	1
Copenhagen	Men	0-4 years	Brazil	20	17	17	21	24	24	25	22
Copenhagen	Men	0-4 years	British West Indies	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Chile	5	6	5	5	6	6	5	5
Copenhagen	Men	0-4 years	Colombia	4	4	4	6	5	7	7	9
Copenhagen	Men	0-4 years	Costa Rica	2	2	2	2	2	2	2	3
Copenhagen	Men	0-4 years	Cuba	2	2	2	2	2	2	3	4
Copenhagen	Men	0-4 years	Curacao	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Dominica	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Dominican Republic	2	2	2	3	2	2	2	2
Copenhagen	Men	0-4 years	Ecuador	3	1	2	1	1	1	1	1
Copenhagen	Men	0-4 years	El Salvador	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Falkland Islands	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	French Guiana	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	French West Indies	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Grenada	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Guadeloupe	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Guatemala	0	1	1	1	1	1	3	3
Copenhagen	Men	0-4 years	Guyana	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Haiti	0	0	0	1	1	1	1	1
Copenhagen	Men	0-4 years	Netherlands Antilles	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Honduras	1	1	1	1	0	0	0	1
Copenhagen	Men	0-4 years	Jamaica	1	1	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Martinique	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Mexico	1	3	3	3	4	3	3	3
Copenhagen	Men	0-4 years	Nauru	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Nicaragua	2	2	3	3	3	3	3	2
Copenhagen	Men	0-4 years	Panama	1	1	1	1	2	2	1	0
Copenhagen	Men	0-4 years	Paraguay	0	0	0	0	0	0	1	0
Copenhagen	Men	0-4 years	Peru	7	7	8	12	10	9	10	9
Copenhagen	Men	0-4 years	Puerto Rico	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Saint Kitts and Nevis	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Saint Lucia	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Saint Vincent and the Grenadines	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Suriname	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Trinidad and Tobago	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Uruguay	3	2	2	2	2	2	2	2
Copenhagen	Men	0-4 years	Venezuela	3	4	3	4	3	2	1	1
Copenhagen	Men	0-4 years	West Indies	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	South and central America not stated	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Abu Dhabi	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Afghanistan	46	45	41	45	45	51	51	50
Copenhagen	Men	0-4 years	Armenia	2	2	3	3	3	3	3	4
Copenhagen	Men	0-4 years	Azerbaijan	4	4	4	4	1	1	0	0
Copenhagen	Men	0-4 years	Bahrain	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Bangladesh	73	72	75	76	76	75	75	80
Copenhagen	Men	0-4 years	Bhutan	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Brunei	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Cambodia	0	0	0	0	0	1	1	1
Copenhagen	Men	0-4 years	Dubai	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Philippines	36	41	38	34	39	41	41	42
Copenhagen	Men	0-4 years	United Arab Emirates	3	2	3	3	3	2	3	3
Copenhagen	Men	0-4 years	Georgia	1	1	1	1	2	2	2	2
Copenhagen	Men	0-4 years	Hong Kong	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	India	148	146	139	151	158	163	183	194
Copenhagen	Men	0-4 years	Indochina	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Indonesia	3	7	8	7	6	5	4	3
Copenhagen	Men	0-4 years	Iraq	199	209	205	198	185	178	179	173
Copenhagen	Men	0-4 years	Iran	68	68	71	70	73	73	75	70
Copenhagen	Men	0-4 years	Israel	13	13	13	15	15	13	13	15
Copenhagen	Men	0-4 years	Japan	13	11	11	11	10	10	12	11
Copenhagen	Men	0-4 years	Jordan	25	27	26	30	29	27	25	24
Copenhagen	Men	0-4 years	Kazakhstan	6	6	6	6	6	5	4	4
Copenhagen	Men	0-4 years	China	116	128	135	130	135	132	138	140
Copenhagen	Men	0-4 years	Kyrgyzstan	1	1	1	1	1	1	1	1
Copenhagen	Men	0-4 years	Kuwait	15	15	15	16	13	14	11	10
Copenhagen	Men	0-4 years	Laos	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Lebanon	98	99	98	97	94	93	90	90
Copenhagen	Men	0-4 years	Macao	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Malaysia	3	4	3	3	3	3	3	4
Copenhagen	Men	0-4 years	Maldives	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Middle East not stated	2	2	2	3	2	1	1	1
Copenhagen	Men	0-4 years	Mongolia	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Myanmar	2	1	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Nepal	102	102	103	104	106	109	109	112
Copenhagen	Men	0-4 years	North Korea	4	2	2	2	1	1	0	0
Copenhagen	Men	0-4 years	Oman	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Pakistan	344	346	341	330	327	335	339	338
Copenhagen	Men	0-4 years	West bank and Gaza	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Qatar	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Saudi Arabia	7	7	7	6	5	6	6	6
Copenhagen	Men	0-4 years	Sikkim	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Singapore	1	1	1	2	2	2	2	3
Copenhagen	Men	0-4 years	Sri Lanka	6	6	6	6	5	5	7	8
Copenhagen	Men	0-4 years	South Korea	37	42	44	47	37	39	37	39
Copenhagen	Men	0-4 years	Syria	45	45	49	47	47	46	46	46
Copenhagen	Men	0-4 years	Tajikistan	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Taiwan	0	0	1	2	2	3	3	3
Copenhagen	Men	0-4 years	Thailand	34	32	32	34	35	36	37	34
Copenhagen	Men	0-4 years	Trucial Oman	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Turkmenistan	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Uzbekistan	2	2	2	2	3	5	5	3
Copenhagen	Men	0-4 years	Vietnam	21	23	27	25	23	22	23	22
Copenhagen	Men	0-4 years	North Yemen	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Yemen	0	1	1	1	1	1	1	1
Copenhagen	Men	0-4 years	Asia not stated	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Australia	10	10	13	14	17	14	17	17
Copenhagen	Men	0-4 years	Cook Islands	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Fiji	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	French territories in the Pacific	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Kiribati	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Marshall Islands	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	New Zealand	3	3	3	3	3	2	2	2
Copenhagen	Men	0-4 years	Papua New Guinea	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Solomon Islands	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Samoa	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Tonga	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Tuvalu	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Vanuatu	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	East Timor	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Pacific Islands	1	1	1	1	1	1	1	1
Copenhagen	Men	0-4 years	Stateless	3	3	3	2	3	3	3	4
Copenhagen	Men	0-4 years	Not stated	1	1	1	1	1	1	0	0
Copenhagen	Men	5-9 years	Total	15218	15266	15344	15285	15247	15256	15215	15165
Copenhagen	Men	5-9 years	Denmark	12044	12107	12202	12161	12111	12107	12077	12015
Copenhagen	Men	5-9 years	Albania	1	2	2	1	1	3	5	5
Copenhagen	Men	5-9 years	Andorra	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Belgium	6	6	6	6	5	5	6	9
Copenhagen	Men	5-9 years	Bosnia and Herzegovina	38	38	37	37	37	38	40	38
Copenhagen	Men	5-9 years	Bulgaria	19	19	24	24	23	20	22	25
Copenhagen	Men	5-9 years	Cyprus	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Estonia	10	10	11	11	11	11	11	8
Copenhagen	Men	5-9 years	Finland	15	15	14	13	12	14	17	15
Copenhagen	Men	5-9 years	France	33	33	33	40	38	39	37	47
Copenhagen	Men	5-9 years	Greece	5	5	5	6	5	4	5	6
Copenhagen	Men	5-9 years	Belarus	1	1	1	2	2	2	2	3
Copenhagen	Men	5-9 years	Ireland	4	5	5	5	5	5	4	2
Copenhagen	Men	5-9 years	Iceland	44	39	38	41	40	38	44	42
Copenhagen	Men	5-9 years	Italy	23	22	21	18	18	20	23	26
Copenhagen	Men	5-9 years	Yugoslavia	39	38	42	42	42	43	43	40
Copenhagen	Men	5-9 years	Yugoslavia, Federal Republic	6	6	6	5	4	4	4	4
Copenhagen	Men	5-9 years	Kosovo	2	2	2	2	2	2	2	3
Copenhagen	Men	5-9 years	Croatia	2	3	5	5	6	6	7	8
Copenhagen	Men	5-9 years	Latvia	22	22	21	17	18	18	17	19
Copenhagen	Men	5-9 years	Liechtenstein	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Lithuania	27	27	27	30	29	30	33	29
Copenhagen	Men	5-9 years	Luxembourg	1	1	1	1	1	1	1	2
Copenhagen	Men	5-9 years	Republic of North Macedonia	90	85	86	82	84	83	80	75
Copenhagen	Men	5-9 years	Malta	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Moldova	3	3	3	3	3	2	4	6
Copenhagen	Men	5-9 years	Monaco	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Montenegro	1	1	1	1	1	1	1	1
Copenhagen	Men	5-9 years	Netherlands	12	12	14	16	18	18	17	14
Copenhagen	Men	5-9 years	Northern Ireland	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Norway	26	26	25	30	28	30	29	34
Copenhagen	Men	5-9 years	Poland	97	97	93	92	96	92	91	89
Copenhagen	Men	5-9 years	Portugal	14	14	11	11	12	12	13	14
Copenhagen	Men	5-9 years	Romania	24	27	29	30	29	25	28	25
Copenhagen	Men	5-9 years	Russia	32	32	33	35	35	36	32	34
Copenhagen	Men	5-9 years	San Marino	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Switzerland	3	2	2	2	2	2	2	2
Copenhagen	Men	5-9 years	Serbia	4	5	5	5	6	7	7	8
Copenhagen	Men	5-9 years	Serbia and Montenegro	4	4	4	4	4	3	3	3
Copenhagen	Men	5-9 years	Slovakia	5	5	5	5	4	3	2	2
Copenhagen	Men	5-9 years	Slovenia	2	1	1	0	1	1	1	1
Copenhagen	Men	5-9 years	Soviet Union	4	3	3	4	5	5	6	6
Copenhagen	Men	5-9 years	Spain	18	17	17	16	17	17	17	19
Copenhagen	Men	5-9 years	United Kingdom	51	56	57	60	61	61	61	60
Copenhagen	Men	5-9 years	Sweden	39	40	40	42	45	45	44	46
Copenhagen	Men	5-9 years	Czech Republic	4	4	3	4	3	3	3	4
Copenhagen	Men	5-9 years	Czechoslovakia	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Turkey	217	218	214	189	173	168	167	163
Copenhagen	Men	5-9 years	GDR	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Germany	47	48	47	54	54	55	58	61
Copenhagen	Men	5-9 years	Ukraine	26	23	21	23	22	22	23	25
Copenhagen	Men	5-9 years	Hungary	10	10	9	9	9	9	7	7
Copenhagen	Men	5-9 years	Vatican City State	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Austria	6	6	7	7	7	7	6	5
Copenhagen	Men	5-9 years	Europe not stated	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Algeria	18	19	17	15	18	15	12	15
Copenhagen	Men	5-9 years	Angola	1	1	1	1	1	1	1	1
Copenhagen	Men	5-9 years	Benin	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Botswana	0	0	1	1	1	1	1	0
Copenhagen	Men	5-9 years	Burkina Faso	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Burundi	4	4	5	5	5	5	6	5
Copenhagen	Men	5-9 years	Cameroon	5	9	10	10	12	13	13	13
Copenhagen	Men	5-9 years	Central African Republic	1	1	1	1	1	1	1	1
Copenhagen	Men	5-9 years	Comoros	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Congo, Democratic Republic	2	2	2	2	3	4	4	5
Copenhagen	Men	5-9 years	Congo, Republic	2	2	1	1	1	1	2	3
Copenhagen	Men	5-9 years	Djibouti	1	1	1	1	2	2	2	2
Copenhagen	Men	5-9 years	Egypt	24	23	26	26	26	26	23	20
Copenhagen	Men	5-9 years	Ivory Coast	13	13	13	12	11	11	11	9
Copenhagen	Men	5-9 years	Eritrea	8	6	8	7	8	8	8	8
Copenhagen	Men	5-9 years	Ethiopia	11	12	11	10	11	11	12	13
Copenhagen	Men	5-9 years	Gabon	0	1	1	1	0	0	0	0
Copenhagen	Men	5-9 years	Gambia, The	15	14	12	11	10	9	9	8
Copenhagen	Men	5-9 years	Ghana	19	19	21	23	23	24	24	24
Copenhagen	Men	5-9 years	Guinea	2	2	3	1	1	1	1	1
Copenhagen	Men	5-9 years	Guinea-Bissau	1	1	1	1	1	1	1	2
Copenhagen	Men	5-9 years	Cape Verde	2	2	2	2	2	2	2	3
Copenhagen	Men	5-9 years	Kenya	4	4	4	4	4	3	3	2
Copenhagen	Men	5-9 years	Lesotho	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Liberia	1	2	1	1	1	1	1	1
Copenhagen	Men	5-9 years	Libya	7	6	6	6	6	4	4	4
Copenhagen	Men	5-9 years	Madagascar	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Malawi	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Mali	1	1	1	1	1	1	1	1
Copenhagen	Men	5-9 years	Morocco	171	172	167	163	162	158	150	148
Copenhagen	Men	5-9 years	Mauritania	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Mauritius	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Mozambique	2	2	2	2	2	2	1	0
Copenhagen	Men	5-9 years	Namibia	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Niger	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Nigeria	19	21	21	21	22	21	21	18
Copenhagen	Men	5-9 years	Reunion	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Rwanda	0	0	0	0	0	1	1	1
Copenhagen	Men	5-9 years	Sao Tome and Principe	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Senegal	4	4	4	3	3	3	3	3
Copenhagen	Men	5-9 years	Seychelles	0	0	1	1	1	1	1	1
Copenhagen	Men	5-9 years	Sierra Leone	4	5	4	4	5	5	5	6
Copenhagen	Men	5-9 years	Somalia	299	297	289	280	270	277	270	271
Copenhagen	Men	5-9 years	Spanish territories in Africa	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Saint Helena	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Sudan	10	7	6	5	6	7	7	8
Copenhagen	Men	5-9 years	Eswantini	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	South Africa	4	4	3	6	4	4	4	7
Copenhagen	Men	5-9 years	South Sudan	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Southwest Africa	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Tanzania	8	8	8	6	5	5	6	7
Copenhagen	Men	5-9 years	Chad	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Togo	2	2	2	2	2	2	2	2
Copenhagen	Men	5-9 years	Tunisia	12	12	14	13	12	12	10	10
Copenhagen	Men	5-9 years	Uganda	7	10	10	15	15	15	15	16
Copenhagen	Men	5-9 years	Zambia	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Zimbabwe	3	3	3	4	4	4	5	4
Copenhagen	Men	5-9 years	Equatorial Guinea	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Africa not stated	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Canada	8	6	8	7	7	6	6	7
Copenhagen	Men	5-9 years	USA	23	24	26	30	32	32	31	32
Copenhagen	Men	5-9 years	North America not stated	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Antigua and Barbuda	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Argentina	6	6	6	6	6	6	6	10
Copenhagen	Men	5-9 years	Aruba	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Bahamas	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Barbados	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Belize	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Bermuda	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Bolivia	1	1	1	1	1	1	1	1
