FID,id,wkb_geometry,status,driftsplan_navn,arbejdssted_navn,arbejdssted_id,tekst_id,lokaludvalg,byrumstype,underordnet_byrumstype,stednavn,underordnet_stednavn,kgb_kategori,geoobjekttypeid,kommentar,har_sensor,puma_geoobjektid
affaldskurve_puma.919,919,MULTIPOINT ((12.587220380154692 55.68824161574157)),IDrift,Småparker Indre By_Christianshavn,Kronprinsessegade,301,Småpa_Kronp_301,Indre By,Gader og pladser,Gade med grønt,Gade i Indre By,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,a0af145f-046d-4998-bab2-336c017e223b
affaldskurve_puma.920,920,MULTIPOINT ((12.5862153150941 55.68933593845073)),IDrift,Småparker Indre By_Christianshavn,Kronprinsessegade,301,Småpa_Kronp_301,Indre By,Gader og pladser,Øvrig gade,Gade i Indre By,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,true,86abfdcc-8afe-4fcf-8639-85ce75378a8f
affaldskurve_puma.921,921,MULTIPOINT ((12.586774290081998 55.69021941238988)),IDrift,Småparker Indre By_Christianshavn,Kronprinsessegade,301,Småpa_Kronp_301,,,,,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,,true,e4ff7a00-bc8d-437b-810e-fdb5fa0d3bd7
affaldskurve_puma.922,922,MULTIPOINT ((12.58670520342452 55.691448170604545)),IDrift,Småparker Sundbyøster,Nyboder Skole,302,Småpa_Nybod_302,Indre By,Småarealer,Rekreativt småareal,Øster Voldgade,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,true,dba380e1-93d2-44d5-b82a-217440088995
affaldskurve_puma.923,923,MULTIPOINT ((12.58447582040878 55.690104447942595)),IDrift,Småparker Sundbyøster,Nyboder Skole,302,Småpa_Nybod_302,Indre By,Småarealer,Rekreativt småareal,Øster Voldgade,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,,false,a00eb177-b5ae-44d9-a6af-00531a21a114
affaldskurve_puma.924,924,MULTIPOINT ((12.544698481740543 55.688210517199174)),IDrift,Småparker Nørrebro,Cykelruten(Ågade-Jagtvej),1930,Småpa_Cykel_1930,Nørrebro,Gader og pladser,Øvrig gade,Kvarteret ved Blågårds Plads,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,faa62ce3-2503-4c02-8202-14871b98441b
affaldskurve_puma.925,925,MULTIPOINT ((12.544749080660905 55.68750827359149)),IDrift,Småparker Nørrebro,Cykelruten(Ågade-Jagtvej),1930,Småpa_Cykel_1930,Nørrebro,Parker,Klassisk park,Nørrebroparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,true,417e88ec-33e4-4e90-94c0-e47ddcf053c7
affaldskurve_puma.926,926,MULTIPOINT ((12.544888936357003 55.687904331959906)),IDrift,Småparker Nørrebro,Cykelruten(Ågade-Jagtvej),1930,Småpa_Cykel_1930,Nørrebro,Parker,Klassisk park,Nørrebroparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,true,71cf03d8-fea3-419f-924a-917e0f16591b
affaldskurve_puma.927,927,MULTIPOINT ((12.545500717899687 55.68698655465377)),IDrift,Småparker Nørrebro,Cykelruten(Ågade-Jagtvej),1930,Småpa_Cykel_1930,Nørrebro,Gader og pladser,Øvrig gade,Kvarteret ved Blågårds Plads,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,true,3bf41405-ff6d-40a0-8528-8956b376d026
affaldskurve_puma.928,928,MULTIPOINT ((12.545290521527887 55.68763560715976)),IDrift,Småparker Nørrebro,Cykelruten(Ågade-Jagtvej),1930,Småpa_Cykel_1930,Nørrebro,Parker,Klassisk park,Nørrebroparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,true,a408c5e2-d810-4402-b9e5-759a4441172e
affaldskurve_puma.929,929,MULTIPOINT ((12.545406110937968 55.68735843704985)),IDrift,Småparker Nørrebro,Cykelruten(Ågade-Jagtvej),1930,Småpa_Cykel_1930,Nørrebro,Parker,Klassisk park,Nørrebroparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,true,80ab98c0-6f85-4e2e-8520-450a195d2a38
affaldskurve_puma.930,930,MULTIPOINT ((12.54521532085329 55.68780725165749)),IDrift,Småparker Nørrebro,Cykelruten(Ågade-Jagtvej),1930,Småpa_Cykel_1930,Nørrebro,Parker,Klassisk park,Nørrebroparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,true,696a4bef-42e3-4e21-94d6-bc290c536c91
affaldskurve_puma.931,931,MULTIPOINT ((12.554464076480302 55.696820673495615)),IDrift,Småparker Nørrebro,Guldbergs Plads,594,Småpa_Guldb_594,Nørrebro,Gader og pladser,Øvrig gade,Kvarteret ved Sankt Hans Torv,,Pizzakurv2020,19dbe90b-80af-4bc6-aa1a-6df420557336,,true,3cf50a86-01e5-4ca8-ab05-7099c0a4edb9
affaldskurve_puma.932,932,MULTIPOINT ((12.553363394605494 55.69671805303587)),IDrift,Småparker Nørrebro,Guldbergs Plads,594,Småpa_Guldb_594,Nørrebro,Gader og pladser,Øvrig gade,Guldbergsgade,,Pizzakurv2020,19dbe90b-80af-4bc6-aa1a-6df420557336,,true,be777564-ef18-4f34-8daa-1cfef3a0cb35
affaldskurve_puma.933,933,MULTIPOINT ((12.553478699907327 55.697303195004984)),IDrift,Småparker Nørrebro,Guldbergs Plads,594,Småpa_Guldb_594,Nørrebro,Gader og pladser,Øvrig gade,Guldbergsgade,,Pizzakurv2020,19dbe90b-80af-4bc6-aa1a-6df420557336,,true,17b48ee8-ba50-488a-a2cb-f019a4cfeb75
affaldskurve_puma.5426,5426,MULTIPOINT ((12.574800845525672 55.61910748095588)),IDrift,Bydækkende drift,,,,,,,,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,fe8fd3bb-44ce-4414-afc0-fe3c159a40a6
affaldskurve_puma.941,941,MULTIPOINT ((12.553771006959623 55.69698547097322)),IDrift,Småparker Nørrebro,Guldbergs Plads,594,Småpa_Guldb_594,Nørrebro,Parker,Klassisk park,Guldbergs Plads,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,,false,57ac1cc6-cda6-41d8-816c-cbe4614df8ad
affaldskurve_puma.943,943,MULTIPOINT ((12.55372765867192 55.69739776486026)),IDrift,Småparker Nørrebro,Guldbergs Plads,594,Småpa_Guldb_594,Nørrebro,Parker,Klassisk park,Guldbergs Plads,,12.2.10 Tremmekurv,b6bcc5ac-df96-4ded-b556-5fef55f344ab,,false,523f0b87-a7f8-4d75-8970-ba088209da93
affaldskurve_puma.944,944,MULTIPOINT ((12.554053200240634 55.69734954005438)),IDrift,Småparker Nørrebro,Guldbergs Plads,594,Småpa_Guldb_594,Nørrebro,Parker,Klassisk park,Guldbergs Plads,,12.2.10 Tremmekurv,b6bcc5ac-df96-4ded-b556-5fef55f344ab,,false,01314dbb-a93f-46ce-8aac-e1becfc9fd2e
affaldskurve_puma.947,947,MULTIPOINT ((12.55124794842977 55.69673957013014)),IDrift,Småparker Nørrebro,Odinsgade,595,Småpa_Odins_595,Nørrebro,Småarealer,Rekreativt småareal,Odinsgade,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,987db5d4-59a5-4d01-9ffd-131ba39eda5d
affaldskurve_puma.948,948,MULTIPOINT ((12.551155743509195 55.69663737212079)),IDrift,Småparker Nørrebro,Odinsgade,595,Småpa_Odins_595,Nørrebro,Småarealer,Rekreativt småareal,Odinsgade,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,8747ee96-b8fb-4bbc-983a-73cec018c0ea
affaldskurve_puma.949,949,MULTIPOINT ((12.550693746834185 55.696950487584935)),IDrift,Småparker Nørrebro,Odinsgade,595,Småpa_Odins_595,Nørrebro,Parker,Lege- og aktivitetsområde,Odinsgade,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,,false,3e6f0c34-255e-4986-a898-d248ea498dbe
affaldskurve_puma.950,950,MULTIPOINT ((12.54979605390618 55.69729273771017)),IDrift,Småparker Nørrebro,Odinsgade,595,Småpa_Odins_595,Nørrebro,Parker,Lege- og aktivitetsområde,Odinsgade,,12.2.10 Tremmekurv,b6bcc5ac-df96-4ded-b556-5fef55f344ab,,false,bfcea458-b3b0-4383-85be-dd1782b67220
affaldskurve_puma.951,951,MULTIPOINT ((12.546990671924439 55.69665866999472)),IDrift,Småparker Nørrebro,Allersgade-Thorsgade,596,Småpa_Aller_596,Nørrebro,Parker,Klassisk park,Thors Have,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,370858ec-17d0-440d-ba6d-c934e7dc6922
affaldskurve_puma.952,952,MULTIPOINT ((12.547871585264355 55.696500532426825)),IDrift,Småparker Nørrebro,Allersgade-Thorsgade,596,Småpa_Aller_596,,,,,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,bbe9896c-2977-4e89-aed8-529ef60af1f6
affaldskurve_puma.953,953,MULTIPOINT ((12.546797739475704 55.69678863562214)),IDrift,Småparker Nørrebro,Allersgade-Thorsgade,596,Småpa_Aller_596,Nørrebro,Parker,Lege- og aktivitetsområde,Thors Have,Legeplads,12.2.10 Tremmekurv,b6bcc5ac-df96-4ded-b556-5fef55f344ab,,false,d29a8fcd-23c1-4b9b-bc66-1d2ef0ff588e
affaldskurve_puma.954,954,MULTIPOINT ((12.54723474585679 55.69667981829169)),IDrift,Småparker Nørrebro,Allersgade-Thorsgade,596,Småpa_Aller_596,Nørrebro,Parker,Klassisk park,Thors Have,,12.2.10 Tremmekurv,b6bcc5ac-df96-4ded-b556-5fef55f344ab,,false,388b22be-0572-46e7-9f96-17bd37e0ee3d
affaldskurve_puma.955,955,MULTIPOINT ((12.53486066385395 55.71993044337048)),IDrift,Småparker Sundbyøster,Jeppes All,338,Småpa_Jeppe_338,Bispebjerg,Parker,Klassisk park,Jeppes Allé,,12.2.8 Pizzakurv,8755aaa9-70d1-49d7-b3aa-415dcf01d0d2,,true,5bd4bdae-54b2-4f40-971b-5212c2bc672c
affaldskurve_puma.956,956,MULTIPOINT ((12.534029783799356 55.717716313109044)),IDrift,Småparker Sundbyøster,Jeppes All,338,Småpa_Jeppe_338,Bispebjerg,Parker,Klassisk park,Jeppes Allé,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,57c08408-0c37-4629-ab65-8fb438812712
affaldskurve_puma.957,957,MULTIPOINT ((12.534509034113892 55.71884936220798)),IDrift,Småparker Sundbyøster,Jeppes All,338,Småpa_Jeppe_338,Bispebjerg,Parker,Klassisk park,Jeppes Allé,,12.2.10 Tremmekurv,b6bcc5ac-df96-4ded-b556-5fef55f344ab,,false,7321ef89-b45c-402e-aa6a-de7b7ecbf705
affaldskurve_puma.958,958,MULTIPOINT ((12.468550865587398 55.69033135676377)),IDrift,Damhusengen_Damhussøen,Damhusengen_Damhussøen,208,Damhu_Damhu_208,Vanløse,Parker,Klassisk park,Damhusengen,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,e0fdce8b-e5df-453f-b4fc-7492e94cf9a5
affaldskurve_puma.959,959,MULTIPOINT ((12.466745605922927 55.690776092070315)),IDrift,Damhusengen_Damhussøen,Damhusengen_Damhussøen,208,Damhu_Damhu_208,Vanløse,Parker,Klassisk park,Damhusengen,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,eeb442e3-74dd-403c-8968-997159b47f8e
affaldskurve_puma.960,960,MULTIPOINT ((12.46712176833843 55.691017684646326)),IDrift,Damhusengen_Damhussøen,Damhusengen_Damhussøen,208,Damhu_Damhu_208,Vanløse,Parker,Klassisk park,Damhusengen,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,d7e3524f-2343-48c5-a09b-692c27de1d65
affaldskurve_puma.961,961,MULTIPOINT ((12.466589315528887 55.68994732699586)),IDrift,Damhusengen_Damhussøen,Damhusengen_Damhussøen,208,Damhu_Damhu_208,Vanløse,Parker,Klassisk park,Damhusengen,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,47e3113e-b1a3-4a49-9455-da4128b182c9
affaldskurve_puma.962,962,MULTIPOINT ((12.467362379338693 55.690881485017314)),IDrift,Damhusengen_Damhussøen,Damhusengen_Damhussøen,208,Damhu_Damhu_208,Vanløse,Parker,Klassisk park,Damhusengen,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,4b87b291-4c57-47a3-825d-9a54b866ed9c
affaldskurve_puma.964,964,MULTIPOINT ((12.483493221053902 55.67364753064805)),IDrift,Damhusengen_Damhussøen,Damhusengen_Damhussøen,208,Damhu_Damhu_208,Vanløse,Parker,Klassisk park,Damhussøen,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,true,f33bf90d-d009-40dd-8844-d23442c44d6b
affaldskurve_puma.965,965,MULTIPOINT ((12.484278103904577 55.67522210396444)),IDrift,Damhusengen_Damhussøen,Damhusengen_Damhussøen,208,Damhu_Damhu_208,Vanløse,Parker,Klassisk park,Damhussøen,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,9eacc271-cc4d-499e-aca1-20ca817b6ca7
affaldskurve_puma.966,966,MULTIPOINT ((12.48196514297329 55.673025151882484)),IDrift,Damhusengen_Damhussøen,Damhusengen_Damhussøen,208,Damhu_Damhu_208,Vanløse,Parker,Klassisk park,Damhussøen,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,9f79dbf9-eb4f-489e-8d26-079fcd24adde
affaldskurve_puma.967,967,MULTIPOINT ((12.473345885341518 55.67495004769024)),IDrift,Damhusengen_Damhussøen,Damhusengen_Damhussøen,208,Damhu_Damhu_208,Vanløse,Gader og pladser,Øvrig gade,Damhussøen,Sti,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,a28ba4b6-8e45-44a7-a6b2-27dd8e77c1d1
affaldskurve_puma.968,968,MULTIPOINT ((12.484088593542124 55.67424133720936)),IDrift,Damhusengen_Damhussøen,Damhusengen_Damhussøen,208,Damhu_Damhu_208,Vanløse,Parker,Klassisk park,Damhussøen,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,true,01e0e6e1-3edc-4c58-bab3-6c671ccc9beb
affaldskurve_puma.970,970,MULTIPOINT ((12.47499756995731 55.6731534687617)),IDrift,Damhusengen_Damhussøen,Damhusengen_Damhussøen,208,Damhu_Damhu_208,Vanløse,Parker,Klassisk park,Damhussøen,,12.2.10 Tremmekurv,b6bcc5ac-df96-4ded-b556-5fef55f344ab,,false,af41c5a8-97f3-4274-b497-05f02caa3f4c
affaldskurve_puma.971,971,MULTIPOINT ((12.474556615462715 55.673311139926206)),IDrift,Damhusengen_Damhussøen,Damhusengen_Damhussøen,208,Damhu_Damhu_208,Vanløse,Parker,Klassisk park,Damhussøen,,12.2.10 Tremmekurv,b6bcc5ac-df96-4ded-b556-5fef55f344ab,,false,7039b812-f00e-4767-a281-d6b4c7f30f6f
affaldskurve_puma.972,972,MULTIPOINT ((12.485965001068267 55.676765675069944)),IDrift,Damhusengen_Damhussøen,Damhusengen_Damhussøen,208,Damhu_Damhu_208,Vanløse,Parker,Klassisk park,Damhussøen,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,true,ff1517d4-d615-4fd3-95ae-c6bb8580ed7e
affaldskurve_puma.973,973,MULTIPOINT ((12.479747592210012 55.67656298223035)),IDrift,Damhusengen_Damhussøen,Damhusengen_Damhussøen,208,Damhu_Damhu_208,Vanløse,Parker,Klassisk park,Damhussøen,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,4ceedb9a-55ad-4b0f-b3a5-91ab3b956a8a
affaldskurve_puma.974,974,MULTIPOINT ((12.482754987866883 55.67701575962306)),IDrift,Damhusengen_Damhussøen,Damhusengen_Damhussøen,208,Damhu_Damhu_208,Vanløse,Parker,Klassisk park,Damhussøen,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,161f1839-6c8a-4634-932b-8f5da6234fb0
affaldskurve_puma.977,977,MULTIPOINT ((12.484973884736721 55.67769440946619)),IDrift,Damhusengen_Damhussøen,Damhusengen_Damhussøen,208,Damhu_Damhu_208,Vanløse,Parker,Klassisk park,Damhussøen,,12.2.10 Tremmekurv,b6bcc5ac-df96-4ded-b556-5fef55f344ab,,false,97306bbe-3e45-4f8d-bf5c-2e4415939060
affaldskurve_puma.978,978,MULTIPOINT ((12.468138241032646 55.68253757092536)),IDrift,Damhusengen_Damhussøen,Damhusengen_Damhussøen,208,Damhu_Damhu_208,Vanløse,Parker,Klassisk park,Damhusengen,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,c2e22e09-e2d8-4dd3-a589-b36f26ad55bd
affaldskurve_puma.979,979,MULTIPOINT ((12.469815064204536 55.68050137902226)),IDrift,Damhusengen_Damhussøen,Damhusengen_Damhussøen,208,Damhu_Damhu_208,Vanløse,Parker,Klassisk park,Damhusengen,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,fdacb65b-68c3-4d08-99f9-ff7e8ba1d946
affaldskurve_puma.980,980,MULTIPOINT ((12.46847795436784 55.68236323057732)),IDrift,Damhusengen_Damhussøen,Damhusengen_Damhussøen,208,Damhu_Damhu_208,Vanløse,Parker,Klassisk park,Damhusengen,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,e81584c9-21af-45f2-9a72-00770498faa1
affaldskurve_puma.981,981,MULTIPOINT ((12.466924947248135 55.68831868846046)),IDrift,Damhusengen_Damhussøen,Damhusengen_Damhussøen,208,Damhu_Damhu_208,Vanløse,Parker,Klassisk park,Damhusengen,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,cb13af5f-b6da-481a-9ae2-c65953a9e37d
affaldskurve_puma.982,982,MULTIPOINT ((12.47268948433929 55.67679231610044)),IDrift,Damhusengen_Damhussøen,Damhusengen_Damhussøen,208,Damhu_Damhu_208,Vanløse,Gader og pladser,Øvrig gade,Damhussøen,Sti,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,c8ace30e-594a-42a9-9b95-cdea636cb79d
affaldskurve_puma.983,983,MULTIPOINT ((12.472548750004288 55.68308517592306)),IDrift,Damhusengen_Damhussøen,Damhusengen_Damhussøen,208,Damhu_Damhu_208,Vanløse,Parker,Klassisk park,Damhusengen,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,50ef7c72-db6f-4e6e-b4b8-d8285cd6d2ee
affaldskurve_puma.984,984,MULTIPOINT ((12.47160949293172 55.68415714295701)),IDrift,Damhusengen_Damhussøen,Damhusengen_Damhussøen,208,Damhu_Damhu_208,Vanløse,Parker,Klassisk park,Damhusengen,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,2e3ff539-7812-4851-8302-97c2e1396fc8
affaldskurve_puma.985,985,MULTIPOINT ((12.46798018792219 55.68367028781246)),IDrift,Damhusengen_Damhussøen,Damhusengen_Damhussøen,208,Damhu_Damhu_208,Vanløse,Parker,Klassisk park,Damhusengen,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,b4c8e6b9-3937-4613-ae27-6c3aee5c2315
affaldskurve_puma.986,986,MULTIPOINT ((12.467563604123788 55.68601351447203)),IDrift,Damhusengen_Damhussøen,Damhusengen_Damhussøen,208,Damhu_Damhu_208,Vanløse,Parker,Klassisk park,Damhusengen,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,90c0c985-df93-4d92-a4b6-33c8f1875786
affaldskurve_puma.987,987,MULTIPOINT ((12.467619244090296 55.68597303623964)),IDrift,Damhusengen_Damhussøen,Damhusengen_Damhussøen,208,Damhu_Damhu_208,Vanløse,Parker,Klassisk park,Damhusengen,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,950aefee-53d0-4693-a650-3eb5c218b1c4
affaldskurve_puma.988,988,MULTIPOINT ((12.47023676510602 55.67974515592965)),IDrift,Damhusengen_Damhussøen,Damhusengen_Damhussøen,208,Damhu_Damhu_208,Vanløse,Gader og pladser,Øvrig gade,Damhussøen,Sti,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,771b1602-fc5d-4f32-b14d-91943a84fe7b
affaldskurve_puma.989,989,MULTIPOINT ((12.472001658140616 55.684564410349914)),IDrift,Damhusengen_Damhussøen,Damhusengen_Damhussøen,208,Damhu_Damhu_208,Vanløse,Parker,Klassisk park,Damhusengen,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,8b5e9bfa-8a52-4271-8b86-2fe9b950e39b
affaldskurve_puma.990,990,MULTIPOINT ((12.469689722249516 55.68899762710288)),IDrift,Damhusengen_Damhussøen,Damhusengen_Damhussøen,208,Damhu_Damhu_208,Vanløse,Parker,Klassisk park,Damhusengen,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,72f81c79-facd-4acf-8351-205e1e6f0f88
affaldskurve_puma.991,991,MULTIPOINT ((12.471745823304197 55.68696888839374)),IDrift,Damhusengen_Damhussøen,Damhusengen_Damhussøen,208,Damhu_Damhu_208,Vanløse,Parker,Klassisk park,Damhusengen,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,6c5de279-64ee-4efd-accb-5b6e2b678777
affaldskurve_puma.992,992,MULTIPOINT ((12.474731276795609 55.68085450215227)),IDrift,Damhusengen_Damhussøen,Damhusengen_Damhussøen,208,Damhu_Damhu_208,Vanløse,Parker,Klassisk park,Damhussøen,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,6af133b2-1d8d-4f13-bd07-c8eeed7daa8d
affaldskurve_puma.993,993,MULTIPOINT ((12.467861562586815 55.68414176830125)),IDrift,Damhusengen_Damhussøen,Damhusengen_Damhussøen,208,Damhu_Damhu_208,Vanløse,Parker,Klassisk park,Damhusengen,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,9f3e5f09-3dc0-48a4-b7db-3cf011e0ae76
affaldskurve_puma.994,994,MULTIPOINT ((12.47074495160218 55.68876792260211)),IDrift,Damhusengen_Damhussøen,Damhusengen_Damhussøen,208,Damhu_Damhu_208,Vanløse,Parker,Klassisk park,Damhusengen,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,,false,b7d6324d-d8ef-4d82-b81a-9eb4958ba368
affaldskurve_puma.995,995,MULTIPOINT ((12.473479718339775 55.68150944089649)),IDrift,Damhusengen_Damhussøen,Damhusengen_Damhussøen,208,Damhu_Damhu_208,Vanløse,Parker,Klassisk park,Damhusengen,,12.2.10 Tremmekurv,b6bcc5ac-df96-4ded-b556-5fef55f344ab,,false,d3a1d212-f1fc-4a95-bc15-171f8eff34d2
affaldskurve_puma.996,996,MULTIPOINT ((12.473203397115599 55.681226906459656)),IDrift,Damhusengen_Damhussøen,Damhusengen_Damhussøen,208,Damhu_Damhu_208,Vanløse,Parker,Klassisk park,Damhusengen,,12.2.10 Tremmekurv,b6bcc5ac-df96-4ded-b556-5fef55f344ab,,false,a8dee1ea-e93f-4a74-a859-6bd7a40222d1
affaldskurve_puma.997,997,MULTIPOINT ((12.4736803863675 55.68134425227215)),IDrift,Damhusengen_Damhussøen,Damhusengen_Damhussøen,208,Damhu_Damhu_208,Vanløse,Parker,Klassisk park,Damhusengen,,12.2.10 Tremmekurv,b6bcc5ac-df96-4ded-b556-5fef55f344ab,,false,b08bae1e-2778-4631-b508-767298020125
affaldskurve_puma.998,998,MULTIPOINT ((12.471211344955526 55.68721883383747)),IDrift,Damhusengen_Damhussøen,Damhusengen_Damhussøen,208,Damhu_Damhu_208,Vanløse,Parker,Klassisk park,Damhusengen,,12.2.10 Tremmekurv,b6bcc5ac-df96-4ded-b556-5fef55f344ab,,false,d18bcd02-ab7a-4026-991f-f79b6b569309
affaldskurve_puma.999,999,MULTIPOINT ((12.469518978522201 55.681228323932096)),IDrift,Damhusengen_Damhussøen,Damhusengen_Damhussøen,208,Damhu_Damhu_208,Vanløse,Parker,Klassisk park,Damhusengen,,12.2.10 Tremmekurv,b6bcc5ac-df96-4ded-b556-5fef55f344ab,,false,56c7ce6e-980b-4ce6-b34d-8c3b195a5f40
affaldskurve_puma.1000,1000,MULTIPOINT ((12.473148488593456 55.681356702272424)),IDrift,Damhusengen_Damhussøen,Damhusengen_Damhussøen,208,Damhu_Damhu_208,Vanløse,Parker,Klassisk park,Damhusengen,,12.2.10 Tremmekurv,b6bcc5ac-df96-4ded-b556-5fef55f344ab,,false,536e41d0-829a-4188-afa8-c8bf766e34c6
affaldskurve_puma.1001,1001,MULTIPOINT ((12.469708012959218 55.68118738548211)),IDrift,Damhusengen_Damhussøen,Damhusengen_Damhussøen,208,Damhu_Damhu_208,Vanløse,Parker,Lege- og aktivitetsområde,Damhusengen,,12.2.10 Tremmekurv,b6bcc5ac-df96-4ded-b556-5fef55f344ab,,false,3735bac7-35bc-4952-95e3-85b47e703837
affaldskurve_puma.1002,1002,MULTIPOINT ((12.471111997201154 55.687038218265016)),IDrift,Damhusengen_Damhussøen,Damhusengen_Damhussøen,208,Damhu_Damhu_208,Vanløse,Parker,Klassisk park,Damhusengen,,12.2.1 Andre Typer,dc95735a-a26e-45d8-a0d1-9e9f976f4655,Ukendt,false,41af85e4-a4fc-4443-be88-e7c9031680bb
affaldskurve_puma.1005,1005,MULTIPOINT ((12.541302066597519 55.6677301588316)),IDrift,Enghaven,Enghaven,206,Engha_Engha_206,Vesterbro,Parker,Lege- og aktivitetsområde,Enghaveparken,,12.2.1 Andre Typer,387ad24d-f7c3-4a2f-8e7e-42f077b941c3,,false,8c870c7c-40fd-421a-b417-6aebdffac36b
affaldskurve_puma.1006,1006,MULTIPOINT ((12.541333426339461 55.66775016466755)),IDrift,Enghaven,Enghaven,206,Engha_Engha_206,Vesterbro,Parker,Lege- og aktivitetsområde,Enghaveparken,,12.2.1 Andre Typer,387ad24d-f7c3-4a2f-8e7e-42f077b941c3,,false,74d12d08-6ad5-4eeb-b953-03cf8310ca4d
affaldskurve_puma.1007,1007,MULTIPOINT ((12.543610872463395 55.66702489110954)),IDrift,Enghaven,Enghaven,206,Engha_Engha_206,Vesterbro,Parker,Urban park,Enghaveparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,c47cf7d5-0ba2-40d7-b5de-287c09c0ff7a
affaldskurve_puma.1008,1008,MULTIPOINT ((12.543399601333983 55.667512183763776)),IDrift,Enghaven,Enghaven,206,Engha_Engha_206,Vesterbro,Haver,Haveanlæg,Enghaveparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,c1dc6916-f5ff-40c4-908f-792490adaef8
