FID,id,wkb_geometry,status,driftsplan_navn,arbejdssted_navn,arbejdssted_id,tekst_id,lokaludvalg,byrumstype,underordnet_byrumstype,stednavn,underordnet_stednavn,kgb_kategori,geoobjekttypeid,kommentar,har_sensor,puma_geoobjektid
affaldskurve_puma.1,1,MULTIPOINT ((12.565692814694078 55.67932485271336)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,,false,c03654e3-60e6-4408-bf2a-99eef82c91a9
affaldskurve_puma.2,2,MULTIPOINT ((12.56586038890235 55.679331097100864)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,,false,10f099de-b107-45b6-8e94-17506cb7254f
affaldskurve_puma.3,3,MULTIPOINT ((12.566933919761878 55.68263944689267)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,ef13707a-7fe3-420e-855f-f43be1afb796
affaldskurve_puma.4,4,MULTIPOINT ((12.566245988511534 55.68270722067349)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,f74b90a1-8942-451c-a474-6400f2bd15cb
affaldskurve_puma.5,5,MULTIPOINT ((12.566669489138766 55.68256451356085)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Lege- og aktivitetsområde,Ørstedsparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,ed4afaac-6fc1-403c-b052-9f205134486a
affaldskurve_puma.6,6,MULTIPOINT ((12.56662734780079 55.68215405652524)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,fd78f942-03bd-4134-b224-df945b582998
affaldskurve_puma.7,7,MULTIPOINT ((12.56904130795766 55.68180150929173)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,3be91a2c-5a28-4e8d-b9cf-f422a00043bb
affaldskurve_puma.8,8,MULTIPOINT ((12.56580193461388 55.68217375139089)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,4bb79fb3-9d03-4a27-aa06-0b5ba8686754
affaldskurve_puma.9,9,MULTIPOINT ((12.567150059291437 55.68220476694856)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,2a3e3313-fffb-423c-9eaf-8065ddc7e4bb
affaldskurve_puma.10,10,MULTIPOINT ((12.566710863496304 55.68216581810002)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,451b7c66-4e90-4e4d-b665-6e13b47b32c5
affaldskurve_puma.11,11,MULTIPOINT ((12.567278386939567 55.68220495452234)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,2320b45f-f1e6-4da6-ac2b-f0497b30f056
affaldskurve_puma.12,12,MULTIPOINT ((12.566936064632186 55.68219368494583)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,a0dda0bd-396c-4429-a384-580db4e870dc
affaldskurve_puma.13,13,MULTIPOINT ((12.56678787965642 55.68217935301919)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,6bfe283c-d02e-40cb-ba5f-fe974471d24f
affaldskurve_puma.14,14,MULTIPOINT ((12.566858710655797 55.68218719887756)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,9f5c0db4-a109-4c7d-b851-4f546c6cabbb
affaldskurve_puma.15,15,MULTIPOINT ((12.567049381209642 55.6822007699853)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,bb630898-4b57-42f0-8d9e-4f133bc89cc8
affaldskurve_puma.16,16,MULTIPOINT ((12.56640041965776 55.68289117582843)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,62543650-d5ee-4351-88f7-5f912789ed9f
affaldskurve_puma.17,17,MULTIPOINT ((12.565722305167283 55.68208754086575)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,9ed5c70a-098c-4e06-89fa-461259888062
affaldskurve_puma.18,18,MULTIPOINT ((12.567600072341115 55.682093558745905)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,c17e6512-c2cf-430d-8fbb-723c8e646726
affaldskurve_puma.19,19,MULTIPOINT ((12.566345834298847 55.682881780272226)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,136845f7-410d-41e4-a7c4-6c4690584dd6
affaldskurve_puma.20,20,MULTIPOINT ((12.56900729025773 55.681893195887085)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,0c49241f-2e3d-454f-813c-617fc4f4f06b
affaldskurve_puma.22,22,MULTIPOINT ((12.566561935782788 55.68213824240809)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,19fbc13e-acee-4c19-bf61-82d6930f0b62
affaldskurve_puma.23,23,MULTIPOINT ((12.565528252291143 55.68189032798292)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,,false,dc472a55-5eff-42c9-b559-59ea4337b259
affaldskurve_puma.24,24,MULTIPOINT ((12.56810795478189 55.681945995067295)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.10 Tremmekurv,b6bcc5ac-df96-4ded-b556-5fef55f344ab,,false,dd40aa87-ae45-4e4e-82c6-ca35f7a931e7
affaldskurve_puma.25,25,MULTIPOINT ((12.565984539960208 55.681947835181916)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.10 Tremmekurv,b6bcc5ac-df96-4ded-b556-5fef55f344ab,,false,b0dd0c3c-5927-4cba-b91f-4f2ffac03a99
affaldskurve_puma.26,26,MULTIPOINT ((12.566127516457714 55.682225046299585)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.10 Tremmekurv,b6bcc5ac-df96-4ded-b556-5fef55f344ab,,false,6ac8bffd-42ec-4498-a1d9-ee5769018d98
affaldskurve_puma.27,27,MULTIPOINT ((12.567023284096113 55.6823988218338)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Lege- og aktivitetsområde,Ørstedsparken,,12.2.10 Tremmekurv,b6bcc5ac-df96-4ded-b556-5fef55f344ab,,false,1f8abdb5-2e69-4f7d-973d-b618c0cdbeb8
affaldskurve_puma.28,28,MULTIPOINT ((12.5665407497325 55.682142186870074)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.10 Tremmekurv,b6bcc5ac-df96-4ded-b556-5fef55f344ab,,false,30316e47-efdb-424f-b73f-054cf1a15483
affaldskurve_puma.29,29,MULTIPOINT ((12.56662065936441 55.68256169822396)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Lege- og aktivitetsområde,Ørstedsparken,,12.2.10 Tremmekurv,b6bcc5ac-df96-4ded-b556-5fef55f344ab,,false,57decd1d-188f-43e1-9a21-b22de55092de
affaldskurve_puma.32,32,MULTIPOINT ((12.567425564405006 55.681394901295135)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,d5ef3ac4-aead-4663-92c3-8499364c6f14
affaldskurve_puma.33,33,MULTIPOINT ((12.56507256946007 55.681289489658255)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,d3ad67bf-0d88-4876-8ed8-3232e9f42b6c
affaldskurve_puma.34,34,MULTIPOINT ((12.565065337744878 55.680682821117806)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,e8ba2c65-f045-42a3-9b04-0bf472ac9641
affaldskurve_puma.35,35,MULTIPOINT ((12.567101835450133 55.681312483522944)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,f445727f-7876-4831-9534-3262d9d0271d
affaldskurve_puma.36,36,MULTIPOINT ((12.567430968313788 55.68086957291719)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,23e935c5-ff39-4e0f-8270-e367f49014e1
affaldskurve_puma.37,37,MULTIPOINT ((12.567182138558376 55.681308717619615)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,27087e71-b356-4e5c-95f0-353a9142d679
affaldskurve_puma.38,38,MULTIPOINT ((12.568728802464262 55.68160794088713)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,1e10095a-0543-4645-b7a1-fa795a315b7b
affaldskurve_puma.39,39,MULTIPOINT ((12.565125902074055 55.68056941527864)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,212a79db-a91f-42bd-b2d2-409a66eba8eb
affaldskurve_puma.40,40,MULTIPOINT ((12.565012052600837 55.68103363546062)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,35ba28b9-ae20-48aa-8a2c-5d70279dc355
affaldskurve_puma.41,41,MULTIPOINT ((12.565385024691379 55.68162664805173)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,6820932e-8bba-4547-9160-8e2f1a49e151
affaldskurve_puma.42,42,MULTIPOINT ((12.56699542421141 55.68131884648242)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,62df6b3a-d73c-45fd-bf4c-061c301e790b
affaldskurve_puma.43,43,MULTIPOINT ((12.567278636920864 55.68075810823821)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,1b1c3919-ce15-4fa4-9506-6416420b084d
affaldskurve_puma.44,44,MULTIPOINT ((12.565237993990447 55.681497305808094)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,0ecaeb79-db85-4097-a059-899fa7ee43c1
affaldskurve_puma.45,45,MULTIPOINT ((12.565080825586698 55.68088153262674)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,14c4cea3-5dfd-4e3f-9939-7e837f671e3a
affaldskurve_puma.46,46,MULTIPOINT ((12.565664606544651 55.679708395105656)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,02e8df0e-8916-4892-8087-3a84c703db7d
affaldskurve_puma.48,48,MULTIPOINT ((12.566679689911076 55.680440951511144)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,,false,4ddda5ef-9574-4000-80b0-72fc6701da0b
affaldskurve_puma.49,49,MULTIPOINT ((12.566535268272801 55.68077450263622)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,,false,40f3611e-4711-49e6-9280-0729b1bb0489
affaldskurve_puma.50,50,MULTIPOINT ((12.564139796465994 55.67994192416999)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,,false,46298d88-28a4-4544-aa28-672fb477757a
affaldskurve_puma.51,51,MULTIPOINT ((12.565449905816264 55.67967724150134)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,,false,30a8b4f9-93fd-4ef6-b90b-243fd4ba287c
affaldskurve_puma.52,52,MULTIPOINT ((12.566707764829804 55.680338063759855)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,,false,e09e31fa-10be-4194-a023-0a2161a292a5
affaldskurve_puma.53,53,MULTIPOINT ((12.565295890289697 55.67971884201928)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,,false,f829beff-7b37-431a-a54b-acca8b4f425f
affaldskurve_puma.54,54,MULTIPOINT ((12.566365954081311 55.680954181030565)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,,false,ff074fcc-f23a-49f5-bb68-6bb70d67e1c4
affaldskurve_puma.55,55,MULTIPOINT ((12.566171650435418 55.67974887393535)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,,false,d93ff360-ba79-49dc-9211-a1045d4a084f
affaldskurve_puma.56,56,MULTIPOINT ((12.567454020640598 55.68131150158908)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,,false,d8f8e71b-922d-4755-97f9-dd419b024889
affaldskurve_puma.57,57,MULTIPOINT ((12.56739217079899 55.68094488884018)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,,false,bcce189f-222f-4b9a-8aa3-4e11bf195c19
affaldskurve_puma.58,58,MULTIPOINT ((12.565051072877482 55.679901155735244)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,,false,bc7eabab-3da6-4016-940d-5d8b0adbe7c7
affaldskurve_puma.59,59,MULTIPOINT ((12.564095237963867 55.68001386569277)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,,false,e7d9d24d-9d6c-4757-a4f6-4710fc2a7d2f
affaldskurve_puma.60,60,MULTIPOINT ((12.567675482503518 55.6812900213086)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,,false,b8128718-afa9-4ad1-b880-1675fa1ac679
affaldskurve_puma.61,61,MULTIPOINT ((12.566742858478788 55.681339229227774)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,,false,f312c584-96ae-416e-90ff-42a98dc67800
affaldskurve_puma.62,62,MULTIPOINT ((12.565683769382002 55.67969453632935)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,,false,ca07b59c-72ed-4ed2-872f-9681529a1390
affaldskurve_puma.63,63,MULTIPOINT ((12.567256028455036 55.68094365249819)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,,false,c921043e-0722-44d1-aa56-e49dfd927add
affaldskurve_puma.64,64,MULTIPOINT ((12.568685615430484 55.681555793341715)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,,false,e41c7aed-5677-4460-b0b1-3f834fedd26d
affaldskurve_puma.65,65,MULTIPOINT ((12.567195600208247 55.68072256747048)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,,false,867fe0d1-7a93-4ae4-95fd-330045d1cc13
affaldskurve_puma.66,66,MULTIPOINT ((12.566746069529069 55.68020125455469)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,,false,a0bc04fc-a11b-47ab-8895-5f76ddb4638d
affaldskurve_puma.67,67,MULTIPOINT ((12.564537132670637 55.68041157097278)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Lege- og aktivitetsområde,Ørstedsparken,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,,false,640db922-8954-422c-bd1a-b53071c977f4
affaldskurve_puma.68,68,MULTIPOINT ((12.567135374838735 55.680897479031245)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,,false,5faf065d-7244-4738-bc08-6fadcf45310e
affaldskurve_puma.69,69,MULTIPOINT ((12.566602483886426 55.68063683321266)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,,false,8cfcf5ad-712b-40e1-98e5-c1af1c056def
affaldskurve_puma.70,70,MULTIPOINT ((12.564388449367708 55.68039329415982)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Lege- og aktivitetsområde,Ørstedsparken,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,,false,1be12995-276b-4025-b3d0-0cd26e6a5747
affaldskurve_puma.71,71,MULTIPOINT ((12.565124465009866 55.68017987415583)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,,false,0eda5ea4-af04-4c74-bb5d-1f1fb750b798
affaldskurve_puma.72,72,MULTIPOINT ((12.56471212678646 55.680401587897414)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Lege- og aktivitetsområde,Ørstedsparken,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,,false,0cc06e68-584e-4afa-b999-74f119ff6a24
affaldskurve_puma.73,73,MULTIPOINT ((12.565151137937448 55.68082234041962)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,,false,1a8e02b6-5f5f-40f9-9296-7b39ba559f86
affaldskurve_puma.74,74,MULTIPOINT ((12.566749364566421 55.68010861639471)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,,false,05a85cb2-e709-4e98-915a-4321801bdaf8
affaldskurve_puma.75,75,MULTIPOINT ((12.567083630841283 55.681152213615626)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.10 Tremmekurv,b6bcc5ac-df96-4ded-b556-5fef55f344ab,,false,e38a5f54-a8db-4578-90ef-aa620e5d8fc7
affaldskurve_puma.76,76,MULTIPOINT ((12.564581704936241 55.68044428443142)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Lege- og aktivitetsområde,Ørstedsparken,,12.2.10 Tremmekurv,b6bcc5ac-df96-4ded-b556-5fef55f344ab,,false,b03ac352-1f71-4d15-91c4-ed7ab964404b
affaldskurve_puma.77,77,MULTIPOINT ((12.565041980765034 55.680659344722834)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Lege- og aktivitetsområde,Ørstedsparken,,12.2.10 Tremmekurv,b6bcc5ac-df96-4ded-b556-5fef55f344ab,,false,3162ae9f-e801-406e-a901-764e3a190fa1
affaldskurve_puma.78,78,MULTIPOINT ((12.56474368046225 55.680424122186324)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.10 Tremmekurv,b6bcc5ac-df96-4ded-b556-5fef55f344ab,,false,5a5cd5f7-799e-4667-8064-85e5627da904
affaldskurve_puma.79,79,MULTIPOINT ((12.566481939676825 55.68042284067245)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.10 Tremmekurv,b6bcc5ac-df96-4ded-b556-5fef55f344ab,,false,6439faf8-7078-41b7-93dd-9d7dcf0691c7
affaldskurve_puma.80,80,MULTIPOINT ((12.564407212998857 55.6801191824428)),IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.10 Tremmekurv,b6bcc5ac-df96-4ded-b556-5fef55f344ab,,false,5df0b37b-8719-4e89-88e7-7bce21bef541
affaldskurve_puma.85,85,MULTIPOINT ((12.52865172029849 55.648565137403)),IDrift,Småparker Vesterbro-Kgs Enghave,Sjælør Boulevard syd,155,Småpa_Sjælø_155,Kongens Enghave,Småarealer,Rekreativt småareal,Sjælør Boulevard,,12.2.1 Andre Typer,387ad24d-f7c3-4a2f-8e7e-42f077b941c3,,false,100dc1c7-4873-42a7-bcd2-522d6dc063d2
affaldskurve_puma.86,86,MULTIPOINT ((12.528052267673434 55.64918629668566)),IDrift,Småparker Vesterbro-Kgs Enghave,Sjælør Boulevard syd,155,Småpa_Sjælø_155,Kongens Enghave,Småarealer,Rekreativt småareal,Sjælør Boulevard,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,,false,93d03e8e-429b-4b17-a62c-906765ac9b72
